SM;SIFRA_M;KONTO;CENA;KOLICINA;VREDNOST;POCST_K;POCST_V;ULAZK;ULAZ_V;IZLAZK;IZLAZ_V;STANJE_K;STANJE_V;ST_MAG
46;217120084;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217120086;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217120087;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217120089;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217120090;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217120091;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217120093;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217140001;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140002;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217140003;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140004;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140005;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140006;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140007;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140008;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140009;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140010;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217140012;103300;486.38;4;1945.51;4;1945.51;0;0;0;0;4;1945.51;0
46;217140013;103300;486.38;4;1945.51;4;1945.51;0;0;0;0;4;1945.51;0
46;217140014;103300;486.38;6;2918.27;6;2918.27;0;0;0;0;6;2918.27;0
46;217140015;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217140016;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217140017;103300;486.38;4;1945.51;4;1945.51;0;0;0;0;4;1945.51;0
46;217140018;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140019;103300;486.38;5;2431.89;5;2431.89;0;0;0;0;5;2431.89;0
46;217140020;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140021;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140022;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140023;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140024;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140025;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140026;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140029;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140030;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217140034;103300;486.38;5;2431.89;5;2431.89;0;0;0;0;5;2431.89;0
46;217140035;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217140038;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140039;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140040;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140041;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140044;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217140046;103300;486.37;1;486.37;1;486.37;0;0;0;0;1;486.37;0
46;217140047;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217140048;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217140049;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217140050;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217150021;103300;10760;2;21520;2;21520;0;0;0;0;2;21520;0
46;217150022;103300;8930;2;17860;2;17860;0;0;0;0;2;17860;0
46;217160002;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217160003;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217160005;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217160006;103300;486.38;6;2918.27;6;2918.27;0;0;0;0;6;2918.27;0
46;217160009;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180001;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180002;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180003;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180004;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217180005;103300;486.38;6;2918.27;6;2918.27;0;0;0;0;6;2918.27;0
46;217180006;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217180007;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217180008;103300;486.38;18;8754.8;18;8754.8;0;0;0;0;18;8754.8;0
46;217180009;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180011;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180012;103300;486.38;4;1945.51;4;1945.51;0;0;0;0;4;1945.51;0
46;217180013;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180014;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180015;103300;486.38;6;2918.27;6;2918.27;0;0;0;0;6;2918.27;0
46;217180016;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180017;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217180018;103300;486.38;7;3404.64;7;3404.64;0;0;0;0;7;3404.64;0
46;217180019;103300;486.38;4;1945.51;4;1945.51;0;0;0;0;4;1945.51;0
46;217180020;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217180021;103300;486.38;8;3891.02;8;3891.02;0;0;0;0;8;3891.02;0
46;217180022;103300;486.38;4;1945.51;4;1945.51;0;0;0;0;4;1945.51;0
46;217180023;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217180024;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180025;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180026;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180027;103300;486.38;2;972.75;2;972.75;0;0;0;0;2;972.75;0
46;217180028;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180029;103300;72594.16;5;362970.82;5;362970.82;0;0;0;0;5;362970.82;0
46;217180030;103300;486.38;5;2431.89;5;2431.89;0;0;0;0;5;2431.89;0
46;217180031;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180032;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180033;103300;486.38;3;1459.13;3;1459.13;0;0;0;0;3;1459.13;0
46;217180034;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180035;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180038;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180039;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180040;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180041;103300;486.38;2;972.76;2;972.76;0;0;0;0;2;972.76;0
46;217180042;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180043;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180044;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180045;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180046;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180048;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180050;103300;26179.28;4;104717.1;4;104717.1;0;0;0;0;4;104717.1;0
46;217180051;103300;486.38;1;486.38;1;486.38;0;0;0;0;1;486.38;0
46;217180052;103300;40000;1;40000;1;40000;0;0;0;0;1;40000;0
46;217180053;103300;40000;1;40000;1;40000;0;0;0;0;1;40000;0
46;217180054;103300;49850;1;49850;1;49850;0;0;0;0;1;49850;0
46;218110178;103300;556.71;10;5567.1;10;5567.1;0;0;0;0;10;5567.1;0
46;218110187;103300;794;5;3970;5;3970;0;0;0;0;5;3970;0
46;218110232;103300;1284;20;25680;0;0;20;25680;0;0;20;25680;0
46;218110237;103300;876;5;4380;5;4380;0;0;0;0;5;4380;0
46;218110239;103300;1212;5;6060;5;6060;0;0;0;0;5;6060;0
46;218110241;103300;2544.08;5;12720.4;5;12720.4;0;0;0;0;5;12720.4;0
46;218110246;103300;596.72;10;5967.2;10;5967.2;0;0;0;0;10;5967.2;0
46;218110261;103300;2531.1;5;12655.5;5;12655.5;0;0;0;0;5;12655.5;0
46;218110269;103300;2994;10;29940;10;29940;0;0;0;0;10;29940;0
46;218110270;103300;3856;5;19280;5;19280;0;0;0;0;5;19280;0
46;218110279;103300;2473.63;25;61840.8;5;12020.4;20;49820.4;0;0;25;61840.8;0
46;218110281;103300;2456.24;25;61406.1;5;12020.4;20;49385.7;0;0;25;61406.1;0
46;218110282;103300;2406.91;15;36103.6;5;11628.1;10;24475.5;0;0;15;36103.6;0
46;218110283;103300;3890.57;20;77811.3;0;0;20;77811.3;0;0;20;77811.3;0
46;218110285;103300;670;30;20100;0;0;30;20100;0;0;30;20100;0
46;218110288;103300;1246;10;12460;10;12460;0;0;0;0;10;12460;0
46;218110291;103300;1621.17;5;8105.85;5;8105.85;0;0;0;0;5;8105.85;0
46;218110293;103300;598;10;5980;10;5980;0;0;0;0;10;5980;0
46;218110298;103300;1361;10;13610;10;13610;0;0;0;0;10;13610;0
46;218110300;103300;699.77;10;6997.7;10;6997.7;0;0;0;0;10;6997.7;0
46;218110313;103300;3269.5;5;16347.5;5;16347.5;0;0;0;0;5;16347.5;0
46;218110320;103300;832;10;8320;10;8320;0;0;0;0;10;8320;0
46;218110327;103300;626;10;6260;10;6260;0;0;0;0;10;6260;0
46;218110328;103300;1247;10;12470;0;0;10;12470;0;0;10;12470;0
46;218110329;103300;1231.16;10;12311.55;10;12311.55;0;0;0;0;10;12311.55;0
46;218110331;103300;811.01;10;8110.06;10;8110.06;0;0;0;0;10;8110.06;0
46;218110334;103300;1250.04;100;125004.4;0;0;100;125004.4;0;0;100;125004.4;0
46;218110336;103300;1941.04;5;9705.2;5;9705.2;0;0;0;0;5;9705.2;0
46;218110337;103300;1178.98;70;82528.85;10;11501.65;60;71027.2;0;0;70;82528.85;0
46;218110343;103300;1187.55;10;11875.5;10;11875.5;0;0;0;0;10;11875.5;0
46;218110346;103300;1323;20;26460;0;0;20;26460;0;0;20;26460;0
46;218110347;103300;2469.29;20;49385.7;0;0;20;49385.7;0;0;20;49385.7;0
46;218110348;103300;2404.08;5;12020.4;5;12020.4;0;0;0;0;5;12020.4;0
46;218110350;103300;571;10;5710;10;5710;0;0;0;0;10;5710;0
46;218110354;103300;1153.25;15;17298.78;15;17298.78;0;0;0;0;15;17298.78;0
46;218110355;103300;1219.14;5;6095.7;5;6095.7;0;0;0;0;5;6095.7;0
46;218110356;103300;1863.64;25;46590.95;25;46590.95;0;0;0;0;25;46590.95;0
46;218110362;103300;3820.95;10;38209.5;10;38209.5;0;0;0;0;10;38209.5;0
46;218110365;103300;1201.99;5;6009.95;5;6009.95;0;0;0;0;5;6009.95;0
46;218110367;103300;591.11;10;5911.1;10;5911.1;0;0;0;0;10;5911.1;0
46;218110375;103300;1330;60;79800;0;0;60;79800;0;0;60;79800;0
46;218110377;103300;1437;60;86220;0;0;60;86220;0;0;60;86220;0
46;218110382;103300;2447.55;10;24475.5;0;0;10;24475.5;0;0;10;24475.5;0
46;218110383;103300;3720.57;5;18602.85;5;18602.85;0;0;0;0;5;18602.85;0
46;218110384;103300;3913.77;20;78275.4;0;0;20;78275.4;0;0;20;78275.4;0
46;218110390;103300;2759.8;25;68995;5;11515;20;57480;0;0;25;68995;0
46;218110391;103300;2030.42;5;10152.1;5;10152.1;0;0;0;0;5;10152.1;0
46;218110398;103300;822.29;5;4111.45;5;4111.45;0;0;0;0;5;4111.45;0
46;218110405;103300;937;40;37480;0;0;40;37480;0;0;40;37480;0
46;218110406;103300;798;5;3990;5;3990;0;0;0;0;5;3990;0
46;218110727;103300;596;5;2980;5;2980;0;0;0;0;5;2980;0
46;218110728;103300;2371.99;25;59299.85;5;11399.85;20;47900;0;0;25;59299.85;0
46;218110735;103300;758;30;22740;0;0;30;22740;0;0;30;22740;0
46;218110745;103300;838;60;50280;0;0;60;50280;0;0;60;50280;0
46;218110746;103300;826;10;8260;10;8260;0;0;0;0;10;8260;0
46;218110749;103300;603.84;10;6038.4;10;6038.4;0;0;0;0;10;6038.4;0
46;218110751;103300;477.12;5;2385.6;5;2385.6;0;0;0;0;5;2385.6;0
46;218110752;103300;576.51;210;121066.95;10;5667;200;115399.95;0;0;210;121066.95;0
46;218110753;103300;575.4;100;57540;20;11380;80;46160;0;0;100;57540;0
46;218110754;103300;884.86;140;123880;0;0;140;123880;0;0;140;123880;0
46;218110755;103300;888.57;70;62200;0;0;70;62200;0;0;70;62200;0
46;218110756;103300;883;500;441500;0;0;500;441500;0;0;500;441500;0
46;218110757;103300;887.34;200;177467;0;0;200;177467;0;0;200;177467;0
46;218110758;103300;1268.74;280;355246.02;0;0;280;355246.02;0;0;280;355246.02;0
46;218110759;103300;618.91;100;61891.4;20;12291.4;80;49600;0;0;100;61891.4;0
46;218110760;103300;638;30;19140;0;0;30;19140;0;0;30;19140;0
46;218110761;103300;616.32;5;3081.6;5;3081.6;0;0;0;0;5;3081.6;0
46;218110762;103300;1246;60;74760;0;0;60;74760;0;0;60;74760;0
46;218110765;103300;728.8;50;36440;0;0;50;36440;0;0;50;36440;0
46;218110766;103300;732.15;125;91518.2;5;3578.2;120;87940;0;0;125;91518.2;0
46;218110768;103300;1282;35;44870;0;0;35;44870;0;0;35;44870;0
46;218110769;103300;680.86;140;95320;0;0;140;95320;0;0;140;95320;0
46;218110770;103300;825.71;140;115600;0;0;140;115600;0;0;140;115600;0
46;218110771;103300;1083.22;180;194980;0;0;180;194980;0;0;180;194980;0
46;218110772;103300;1259.5;80;100760;0;0;80;100760;0;0;80;100760;0
46;218110773;103300;614.99;20;12299.8;20;12299.8;0;0;0;0;20;12299.8;0
46;218110775;103300;1265.41;145;183484.4;5;6164.4;140;177320;0;0;145;183484.4;0
46;218110776;103300;708.1;20;14161.9;20;14161.9;0;0;0;0;20;14161.9;0
46;218110779;103300;766.08;5;3830.4;5;3830.4;0;0;0;0;5;3830.4;0
46;218110780;103300;924;60;55440;0;0;60;55440;0;0;60;55440;0
46;218110789;103300;630.84;190;119860;10;6820;180;113040;0;0;190;119860;0
46;218110791;103300;1282;60;76920;0;0;60;76920;0;0;60;76920;0
46;218110793;103300;2241.56;5;11207.8;5;11207.8;0;0;0;0;5;11207.8;0
46;218110798;103300;1033;40;41320;0;0;40;41320;0;0;40;41320;0
46;218110799;103300;1326.94;10;13269.4;10;13269.4;0;0;0;0;10;13269.4;0
46;218110800;103300;1171.1;10;11711;10;11711;0;0;0;0;10;11711;0
46;218110801;103300;711.06;30;21331.7;10;7931.7;20;13400;0;0;30;21331.7;0
46;218110804;103300;714;30;21420;0;0;30;21420;0;0;30;21420;0
46;218110805;103300;744.13;50;37206.4;10;5654.4;40;31552;0;0;50;37206.4;0
46;218110806;103300;627.2;150;94080;10;6200;140;87880;0;0;150;94080;0
46;218110808;103300;1743.21;20;34864.2;0;0;20;34864.2;0;0;20;34864.2;0
46;218110809;103300;2307.92;10;23079.2;10;23079.2;0;0;0;0;10;23079.2;0
46;218110810;103300;793.49;20;15869.7;20;15869.7;0;0;0;0;20;15869.7;0
46;218110813;103300;3697;20;73940;20;73940;0;0;0;0;20;73940;0
46;218110816;103300;1441.13;40;57645;40;57645;0;0;0;0;40;57645;0
46;218110819;103300;590.42;20;11808.3;20;11808.3;0;0;0;0;20;11808.3;0
46;218110821;103300;620;10;6200;10;6200;0;0;0;0;10;6200;0
46;218110822;103300;610.02;10;6100.2;10;6100.2;0;0;0;0;10;6100.2;0
46;218110825;103300;628.28;170;106806.8;10;6166.8;160;100640;0;0;170;106806.8;0
46;218110830;103300;710;40;28400;20;14200;20;14200;0;0;40;28400;0
46;218110831;103300;465;10;4650;10;4650;0;0;0;0;10;4650;0
46;218110833;103300;909.24;170;154570;10;8970;160;145600;0;0;170;154570;0
46;218110834;103300;13820;5;69100;5;69100;0;0;0;0;5;69100;0
46;218110835;103300;13820;5;69100;5;69100;0;0;0;0;5;69100;0
46;218110836;103300;15260;5;76300;5;76300;0;0;0;0;5;76300;0
46;218110837;103300;15260;5;76300;5;76300;0;0;0;0;5;76300;0
46;218110838;103300;17910;5;89550;5;89550;0;0;0;0;5;89550;0
46;218110839;103300;1889.08;20;37781.6;20;37781.6;0;0;0;0;20;37781.6;0
46;218110841;103300;577;160;92320;0;0;160;92320;0;0;160;92320;0
46;218110843;103300;620;100;62000;0;0;100;62000;0;0;100;62000;0
46;218110844;103300;742;30;22260;0;0;30;22260;0;0;30;22260;0
46;218110846;103300;710;40;28400;40;28400;0;0;0;0;40;28400;0
46;218110847;103300;922.14;70;64550;10;9110;60;55440;0;0;70;64550;0
46;218110849;103300;679.5;80;54360;10;6700;70;47660;0;0;80;54360;0
46;218110850;103300;1219.33;30;36580;20;26720;10;9860;0;0;30;36580;0
46;218110851;103300;1231.65;40;49266;0;0;40;49266;0;0;40;49266;0
46;218110852;103300;3116.68;10;31166.8;10;31166.8;0;0;0;0;10;31166.8;0
46;218110853;103300;1356.39;10;13563.9;10;13563.9;0;0;0;0;10;13563.9;0
46;218110855;103300;3820.95;10;38209.5;10;38209.5;0;0;0;0;10;38209.5;0
46;218110856;103300;3820.95;10;38209.5;10;38209.5;0;0;0;0;10;38209.5;0
46;218110857;103300;710;60;42600;0;0;60;42600;0;0;60;42600;0
46;218110859;103300;1650.35;5;8251.75;5;8251.75;0;0;0;0;5;8251.75;0
46;218110860;103300;1982.27;80;158581.6;10;20768.1;70;137813.5;0;0;80;158581.6;0
46;218110861;103300;2107.09;100;210709.2;20;41536;80;169173.2;0;0;100;210709.2;0
46;218110862;103300;600.8;100;60080;10;5940;90;54140;0;0;100;60080;0
46;218110863;103300;3299.4;10;32994;10;32994;0;0;0;0;10;32994;0
46;218110864;103300;4293;10;42930;10;42930;0;0;0;0;10;42930;0
46;218110866;103300;921.4;50;46070;0;0;50;46070;0;0;50;46070;0
46;218110867;103300;1568;30;47040;0;0;30;47040;0;0;30;47040;0
46;218110870;103300;625.54;260;162640;0;0;260;162640;0;0;260;162640;0
46;218110871;103300;638;220;140360;0;0;220;140360;0;0;220;140360;0
46;218110872;103300;1716.16;10;17161.6;10;17161.6;0;0;0;0;10;17161.6;0
46;218110873;103300;1716.16;10;17161.6;10;17161.6;0;0;0;0;10;17161.6;0
46;218110877;103300;720.5;120;86460;0;0;120;86460;0;0;120;86460;0
46;218110878;103300;47444;1;47444;0;0;1;47444;0;0;1;47444;0
46;218110879;103300;26330;2;52660;0;0;2;52660;0;0;2;52660;0
46;218110880;103300;84704;2;169408;0;0;2;169408;0;0;2;169408;0
46;218110881;103300;9178;4;36712;0;0;4;36712;0;0;4;36712;0
46;218110883;103300;731;60;43860;0;0;60;43860;0;0;60;43860;0
46;218110886;103300;1247;10;12470;0;0;10;12470;0;0;10;12470;0
46;218110896;103300;964;40;38560;0;0;40;38560;0;0;40;38560;0
46;218110897;103300;731;50;36550;0;0;50;36550;0;0;50;36550;0
46;218110898;103300;1375;30;41250;0;0;30;41250;0;0;30;41250;0
46;218120028;103300;636.71;10;6367.14;10;6367.14;0;0;0;0;10;6367.14;0
46;218120132;103300;1276.74;10;12767.35;10;12767.35;0;0;0;0;10;12767.35;0
46;218120134;103300;441.6;5;2208;5;2208;0;0;0;0;5;2208;0
46;218120149;103300;2055.33;10;20553.3;10;20553.3;0;0;0;0;10;20553.3;0
46;218120159;103300;1782.27;10;17822.7;10;17822.7;0;0;0;0;10;17822.7;0
46;218120166;103300;1251.25;10;12512.5;10;12512.5;0;0;0;0;10;12512.5;0
46;218120168;103300;816.98;10;8169.8;10;8169.8;0;0;0;0;10;8169.8;0
46;218120173;103300;1020.66;10;10206.55;10;10206.55;0;0;0;0;10;10206.55;0
46;218120174;103300;1226.24;10;12262.4;10;12262.4;0;0;0;0;10;12262.4;0
46;218120178;103300;1104.55;10;11045.5;10;11045.5;0;0;0;0;10;11045.5;0
46;218120179;103300;1518.73;10;15187.25;10;15187.25;0;0;0;0;10;15187.25;0
46;218120182;103300;1318.47;10;13184.7;10;13184.7;0;0;0;0;10;13184.7;0
46;218120183;103300;1781.38;150;267206.5;30;51217.3;120;215989.2;0;0;150;267206.5;0
46;218120188;103300;1423;30;42689.9;30;42689.9;0;0;0;0;30;42689.9;0
46;218120196;103300;1940.61;30;58218.3;0;0;30;58218.3;0;0;30;58218.3;0
46;218120200;103300;1176;10;11760;10;11760;0;0;0;0;10;11760;0
46;218120205;103300;660;10;6600;10;6600;0;0;0;0;10;6600;0
46;218120207;103300;1554.22;70;108795.3;10;14874.3;60;93921;0;0;70;108795.3;0
46;218120208;103300;1758.76;10;17587.62;10;17587.62;0;0;0;0;10;17587.62;0
46;218120211;103300;1676.08;50;83803.9;10;15952.9;40;67851;0;0;50;83803.9;0
46;218120238;103300;1939.2;10;19392;10;19392;0;0;0;0;10;19392;0
46;218120400;103300;1266.66;10;12666.6;10;12666.6;0;0;0;0;10;12666.6;0
46;218120401;103300;1342.12;10;13421.2;10;13421.2;0;0;0;0;10;13421.2;0
46;218120403;103300;1210.91;10;12109.05;10;12109.05;0;0;0;0;10;12109.05;0
46;218120404;103300;1471.68;5;7358.4;5;7358.4;0;0;0;0;5;7358.4;0
46;218120405;103300;1013.69;10;10136.9;10;10136.9;0;0;0;0;10;10136.9;0
46;218120407;103300;901.49;10;9014.9;10;9014.9;0;0;0;0;10;9014.9;0
46;218120408;103300;952;10;9520.02;10;9520.02;0;0;0;0;10;9520.02;0
46;218120409;103300;8784.48;4;35137.92;4;35137.92;0;0;0;0;4;35137.92;0
46;218120410;103300;1118.77;80;89501.6;20;21881.6;60;67620;0;0;80;89501.6;0
46;218120412;103300;892.26;5;4461.3;5;4461.3;0;0;0;0;5;4461.3;0
46;218120413;103300;899.71;10;8997.1;10;8997.1;0;0;0;0;10;8997.1;0
46;218120414;103300;905;10;9050;10;9050;0;0;0;0;10;9050;0
46;218120415;103300;1060.71;10;10607.1;10;10607.1;0;0;0;0;10;10607.1;0
46;218120416;103300;926;10;9260;10;9260;0;0;0;0;10;9260;0
46;218120417;103300;1215.15;10;12151.5;10;12151.5;0;0;0;0;10;12151.5;0
46;218120418;103300;1011;10;10110;10;10110;0;0;0;0;10;10110;0
46;218120420;103300;856.75;10;8567.5;10;8567.5;0;0;0;0;10;8567.5;0
46;218120421;103300;1295;10;12950;10;12950;0;0;0;0;10;12950;0
46;218120422;103300;1400;10;14000;10;14000;0;0;0;0;10;14000;0
46;218120424;103300;889;10;8890;10;8890;0;0;0;0;10;8890;0
46;218120425;103300;889;10;8890;10;8890;0;0;0;0;10;8890;0
46;218120426;103300;886;10;8860;10;8860;0;0;0;0;10;8860;0
46;218120427;103300;886;10;8860;10;8860;0;0;0;0;10;8860;0
46;218120428;103300;886;10;8860;10;8860;0;0;0;0;10;8860;0
46;218120429;103300;886;10;8860;10;8860;0;0;0;0;10;8860;0
46;218120430;103300;976.65;10;9766.5;10;9766.5;0;0;0;0;10;9766.5;0
46;218120431;103300;1040;5;5200;5;5200;0;0;0;0;5;5200;0
46;218120433;103300;950;10;9500;10;9500;0;0;0;0;10;9500;0
46;218120434;103300;1019.15;10;10191.5;10;10191.5;0;0;0;0;10;10191.5;0
46;218120435;103300;2423;10;24230;10;24230;0;0;0;0;10;24230;0
46;218120439;103300;2281;10;22810;10;22810;0;0;0;0;10;22810;0
46;218120440;103300;1015.61;10;10156.1;10;10156.1;0;0;0;0;10;10156.1;0
46;218120441;103300;899.39;10;8993.9;10;8993.9;0;0;0;0;10;8993.9;0
46;218120442;103300;1755.65;10;17556.5;10;17556.5;0;0;0;0;10;17556.5;0
46;218120443;103300;1443.5;10;14435;10;14435;0;0;0;0;10;14435;0
46;218120444;103300;1244;10;12440;10;12440;0;0;0;0;10;12440;0
46;218120445;103300;1745.55;10;17455.5;10;17455.5;0;0;0;0;10;17455.5;0
46;218120446;103300;2124.54;5;10622.7;5;10622.7;0;0;0;0;5;10622.7;0
46;218120447;103300;1250.84;40;50033.6;10;12025.7;30;38007.9;0;0;40;50033.6;0
46;218120449;103300;1314.78;90;118329.9;40;60329.9;50;58000;0;0;90;118329.9;0
46;218120450;103300;960.73;1100;1056800;0;0;1100;1056800;0;0;1100;1056800;0
46;218120451;103300;706;160;112960;0;0;160;112960;0;0;160;112960;0
46;218120454;103300;686;30;20580;0;0;30;20580;0;0;30;20580;0
46;218120458;103300;734.04;10;7340.4;10;7340.4;0;0;0;0;10;7340.4;0
46;218120459;103300;995.9;10;9959;10;9959;0;0;0;0;10;9959;0
46;218120462;103300;467;10;4670;10;4670;0;0;0;0;10;4670;0
46;218120463;103300;455.76;20;9115.1;20;9115.1;0;0;0;0;20;9115.1;0
46;218120464;103300;1770.12;10;17701.2;10;17701.2;0;0;0;0;10;17701.2;0
46;218120465;103300;2166.12;10;21661.2;10;21661.2;0;0;0;0;10;21661.2;0
46;218120466;103300;1479.06;10;14790.6;10;14790.6;0;0;0;0;10;14790.6;0
46;218120467;103300;2016.47;530;1068728.8;0;0;530;1068728.8;0;0;530;1068728.8;0
46;218120468;103300;1730.61;10;17306.1;10;17306.1;0;0;0;0;10;17306.1;0
46;218120469;103300;1278.27;10;12782.7;10;12782.7;0;0;0;0;10;12782.7;0
46;218120471;103300;1616.06;5;8080.3;5;8080.3;0;0;0;0;5;8080.3;0
46;218120472;103300;1465.38;5;7326.9;5;7326.9;0;0;0;0;5;7326.9;0
46;218120795;103300;1343.16;10;13431.6;10;13431.6;0;0;0;0;10;13431.6;0
46;218120797;103300;644;160;103040;0;0;160;103040;0;0;160;103040;0
46;218120798;103300;948;20;18960;0;0;20;18960;0;0;20;18960;0
46;218120799;103300;670;20;13400;20;13400;0;0;0;0;20;13400;0
46;218120800;103300;1000.5;60;60030;20;19720;40;40310;0;0;60;60030;0
46;218120801;103300;1567.44;20;31348.8;20;31348.8;0;0;0;0;20;31348.8;0
46;218120802;103300;1569.33;20;31386.6;20;31386.6;0;0;0;0;20;31386.6;0
46;218120804;103300;1687;80;134960;0;0;80;134960;0;0;80;134960;0
46;218120813;103300;1529;5;7645;0;0;5;7645;0;0;5;7645;0
46;218120814;103300;1593;5;7965;0;0;5;7965;0;0;5;7965;0
46;218120820;103300;742;60;44520;0;0;60;44520;0;0;60;44520;0
46;218120821;103300;638;120;76560;0;0;120;76560;0;0;120;76560;0
46;218130001;103300;8676.99;1;8676.99;1;8676.99;0;0;0;0;1;8676.99;0
46;218130003;103300;9465.89;5;47329.45;5;47329.45;0;0;0;0;5;47329.45;0
46;218130004;103300;7123.41;3;21370.23;3;21370.23;0;0;0;0;3;21370.23;0
