SM;SIFRA_M;NAZIV_M;DIMENZIJA;KVALITET;STANDARD;JM;KONTO;POCST_K;POCST_V;ULAZK;ULAZ_V;IZLAZK;IZLAZ_V;STANJE_K;STANJE_V;CENA;KOLICINA;VREDNOST
41;111130005;TRAKA FLAH A;10x30x3000mm;AL-1;;kg;101000;331;993;0;0;0;0;331;993;3;331;993
41;111130007;LIM;1x1000x2000;CUZN37-MS;;kg;101000;34;25447.3;0;0;0;0;34;25447.3;748.45;34;25447.3
41;111130018;CU-FLAH;3x25;;;kg;101000;2;1990;0;0;0;0;2;1990;995;2;1990
41;111310003;SIGNOD TRAKA;20x3;;;m;101000;1700;139230;0;0;0;0;1700;139230;81.9;1700;139230
41;111720003;LIM;0.5x1000x2000;MS;;kg;101000;26.1;16697.66;0;0;0;0;26.1;16697.66;639.76;26.1;16697.66
41;112120001;SIPKA;fi  35;AlMg-1;;kg;101000;246;738;0;0;0;0;246;738;3;246;738
41;112930289;GRIF ZICA-PL;30x30x3,1x.... 1000x20;;;kom;101000;5;1988.5;0;0;0;0;5;1988.5;397.7;5;1988.5
41;112950027;SITO MESINGA;WO-1.47 f=0.35  1000x9;;;m2;101000;0.9;3213;0;0;0;0;0.9;3213;3570;0.9;3213
41;112950028;SITO MESINGA;WO-0.76   f=0.35  1000;;;m2;101000;0.7;2012.5;0;0;0;0;0.7;2012.5;2875;0.7;2012.5
41;115250001;Z PROFIL;4X40X60X4000;AL;;kg;101000;184;2208;0;0;0;0;184;2208;12;184;2208
41;116110217;CEV BESAVNA;fi  90.00 x 17.00;PROKRON;;kg;101000;3;1368.45;0;0;0;0;3;1368.45;456.15;3;1368.45
41;116130007;CEV-CU;fi 22x0.9;CU;;m;101000;17;5417.74;0;0;0;0;17;5417.74;318.69;17;5417.74
41;171100253;TULJAK;f 56x75;SL;;kom;101000;1;720;0;0;0;0;1;720;720;1;720
41;171100395;KOCIONA PAPU;TKP 400-02-01;SL;;kom;101000;4;15360;0;0;0;0;4;15360;3840;4;15360
41;171200753;KUCISTE LEZA;30065.01.01.04 -M-levi;CL;;kom;101000;3;91444.99;0;0;0;0;3;91444.99;30481.66;3;91444.99
41;171201004;TOCAK;25101-104-03:2 (25120-;GS-40MNCRSI13;;kom;101000;1;123487.18;0;0;0;0;1;123487.18;123487.18;1;123487.18
41;171201091;POLUGA;DKM-400-21;CL 0501;;kom;101000;1;8370;0;0;0;0;1;8370;8370;1;8370
41;171201098;POLUGA;DKM 400-16;CL;;kom;101000;1;21390;0;0;0;0;1;21390;21390;1;21390
41;171201102;KUCISTE;TKP 400-01-01;CL;;kom;101000;1;18910;0;0;0;0;1;18910;18910;1;18910
41;171201377;CLANAK GUSEN;25101-104-06:3(25115-1;;;kom;101000;19;2535645;0;0;0;0;19;2535645;133455;19;2535645
41;171201394;KUCISTE LEZA;30234-05-06-02-01;;;kom;101000;1;69120;0;0;0;0;1;69120;69120;1;69120
41;171201475;CLANAK GUSEN;25115-104-06:3R;;;kom;101000;6;806400;0;0;0;0;6;806400;134400;6;806400
41;171201639;SEGMENT PAPU;2270.05.01.01;;;kom;101000;2;72000;0;0;0;0;2;72000;36000;2;72000
41;171201648;TOCAK;2270-06.02;;;kom;101000;1;41480;0;0;0;0;1;41480;41480;1;41480
41;171201678;TOCAK KRANA;;;;kom;101000;2;111600;0;0;0;0;2;111600;55800;2;111600
41;171701492;BRONZA;210/170x270;CCUAL10NI3FE2;;kom;101000;4;146600;0;0;0;0;4;146600;36650;4;146600
41;171701735;KLIZNI LEZAJ;30106.05.03.04.03;CUSN14;;kom;101000;4;18000.57;0;0;0;0;4;18000.57;4500.14;4;18000.57
41;171702221;CAURA;25130-109-05-01-04 fi3;P.CUSN12;;kom;101000;336;282240;0;0;0;0;336;282240;840;336;282240
41;171702226;CAURA;fi125/fi70x100;;;kom;101000;4;51200;0;0;0;0;4;51200;12800;4;51200
41;171702284;CAURA;288931-06-09-02-02/100;;;kom;101000;2;74400;0;0;0;0;2;74400;37200;2;74400
41;171702350;CAURA;fi 70/45x75;CUSN14;;kom;101000;4;9200;0;0;0;0;4;9200;2300;4;9200
41;171702365;CAURA;25151-104-06-07;;;kom;101000;20;270000;0;0;0;0;20;270000;13500;20;270000
41;172100480;OTKOVAK;50024-47-005/10;;;kom;101010;1;203333.07;0;0;0;0;1;203333.07;203333.07;1;203333.07
41;172100519;OTKOVAK;288931-06-09-04/otk;;;kom;101010;1;221161.29;0;0;0;0;1;221161.29;221161.29;1;221161.29
41;188600015;KERAMICKA PO;fi 8;;;m;101000;50;9500;0;0;20;3800;30;5700;190;30;5700
41;188600017;KERAMICKA TA;9-310kg/m3;;;kom;101000;2;28800;0;0;0;0;2;28800;14400;2;28800
41;191000008;TECNI METAL;3450;;;kom;101000;3;1660.5;0;0;0;0;3;1660.5;553.5;3;1660.5
41;311600910;VIJAK;M 12 x  65;;DIN 912;kom;101010;36;1836.03;0;0;0;0;36;1836.03;51;36;1836.03
41;312200036;NAVRTKA;M  20;;DIN 6925;kom;101010;50;124;0;0;0;0;50;124;2.48;50;124
41;313100247;PODLOSKA;f 13-14;;DIN 6796;kom;101010;475;536.75;0;0;0;0;475;536.75;1.13;475;536.75
41;313400041;PODLOSKA;VS 24;;;kom;101000;58;1507.36;0;0;0;0;58;1507.36;25.99;58;1507.36
41;318100001;KLIN;10x8x32;;JUS MC.2.060;kom;101000;12;72;0;0;0;0;12;72;6;12;72
41;318100002;KLIN(UL.PERO;28x16x110;;;kom;101000;10;130;0;0;0;0;10;130;13;10;130
41;318100003;KLIN;6x6x25;;JUS MC 2.060;kom;101000;12;56.4;0;0;0;0;12;56.4;4.7;12;56.4
41;318100006;KLIN;45x25x200;;JUS MC 2.060;kom;101000;6;102;0;0;0;0;6;102;17;6;102
41;319000018;EKSER;2.5x25;;;kg;101000;12;2199.99;0;0;0;0;12;2199.99;183.33;12;2199.99
41;319000030;EKSERI SITNI;;;;kg;101000;21;4201.66;0;0;0;0;21;4201.66;200.08;21;4201.66
41;319000043;EKSER; 50;;;kg;101000;53;7990.83;0;0;0;0;53;7990.83;150.77;53;7990.83
41;321100001;LEZAJ;1205 ETN9, SKF;;;kom;101010;13;10982.79;0;0;2;1689.66;11;9293.13;844.83;11;9293.13
41;321100008;LEZAJ;1220.J;;;kom;101000;26;138515.49;0;0;0;0;26;138515.49;5327.52;26;138515.49
41;321100036;LEZAJ;22224 E, SKF;;;kom;101000;5;46221.49;0;0;0;0;5;46221.49;9244.3;5;46221.49
41;321100046;LEZAJ;22312 E, SKF;;;kom;101000;1;6364.01;0;0;0;0;1;6364.01;6364.01;1;6364.01
41;321100102;LEZAJ;30210 A, FAG;;;kom;101000;2;2389.17;0;0;0;0;2;2389.17;1194.59;2;2389.17
41;321100134;LEZAJ;31315 DF;;;kom;101000;2;480;0;0;0;0;2;480;240;2;480
41;321100181;LEZAJ;32318 J2, SKF;;;kom;101000;52;70358.28;0;0;0;0;52;70358.28;1353.04;52;70358.28
41;321100207;LEZAJ;51216, SKF;;;kom;101000;3;5643.75;0;0;0;0;3;5643.75;1881.25;3;5643.75
41;321100213;LEZAJ;51248M, SKF;;;kom;101000;1;94173.54;0;0;0;0;1;94173.54;94173.54;1;94173.54
41;321100248;LEZAJ;6011, SKF;;;kom;101000;1;1779.55;0;0;0;0;1;1779.55;1779.55;1;1779.55
41;321100280;LEZAJ;6202-2Z, SKF;;;kom;101000;8;2720;0;0;1;340;7;2380;340;7;2380
41;321100291;LEZAJ;6206-ZZ (2Z);;;kom;101000;2;929.33;0;0;2;929.33;0;0;0;0;0
41;321100294;LEZAJ;6208, SKF;;;kom;101000;18;6765.55;0;0;1;375.86;17;6389.69;375.86;17;6389.69
41;321100295;LEZAJ;6208-2Z, SKF;;;kom;101000;1;652.01;0;0;0;0;1;652.01;652.01;1;652.01
41;321100318;LEZAJ;6226;;;kom;101000;1;10546.35;0;0;0;0;1;10546.35;10546.35;1;10546.35
41;321100361;LEZAJ;6322;;;kom;101010;4;46173.86;0;0;0;0;4;46173.86;11543.47;4;46173.86
41;321100434;LEZAJ;6304-ZZ, (ili 2Z);;;kom;101000;3;1522.75;0;0;0;0;3;1522.75;507.58;3;1522.75
41;321100452;LEZAJ;6207-ZZ (2Z) SKF;;;kom;101010;2;691.54;0;0;0;0;2;691.54;345.77;2;691.54
41;321100456;LEZAJ;22210;;;kom;101000;4;7993.38;0;0;0;0;4;7993.38;1998.35;4;7993.38
41;321100468;LEZAJ;22319;;;kom;101000;5;5516.25;0;0;0;0;5;5516.25;1103.25;5;5516.25
41;321100478;LEZAJ;23124;;;kom;101000;6;24060;0;0;0;0;6;24060;4010;6;24060
41;321100479;LEZAJ;23132;;;kom;101000;10;37155.54;0;0;0;0;10;37155.54;3715.55;10;37155.54
41;321100523;LEZAJ;NCF 2968 VC3;;;kom;101010;2;246941.6;0;0;2;246941.6;0;0;0;0;0
41;321100598;LEZAJ;2309;;;kom;101000;4;5182;0;0;0;0;4;5182;1295.5;4;5182
41;321100673;LEZAJ;6318;;;kom;101000;1;4476.77;0;0;0;0;1;4476.77;4476.77;1;4476.77
41;321100815;LEZAJ;31316 J1/QCL7ADF;;;kom;101010;1;31364.91;0;0;0;0;1;31364.91;31364.91;1;31364.91
41;321101013;LEZAJ;51306, SKF;;;kom;101000;2;1990;0;0;0;0;2;1990;995;2;1990
41;321101133;LEZAJ;22222;;;kom;101000;3;14730;0;0;0;0;3;14730;4910;3;14730
41;321101267;LEZAJ;3214 B.2RSR;;;kom;101000;2;23334;0;0;0;0;2;23334;11667;2;23334
41;321101296;LEZAJ;6300 2RSH;;;kom;101000;3;1194;0;0;0;0;3;1194;398;3;1194
41;321101410;LEZAJ;33209 Q;;;kom;101010;1;1765.9;0;0;0;0;1;1765.9;1765.9;1;1765.9
41;321101512;LEZAJ;22248 CC/W33;;;kom;101000;2;218856.01;0;0;0;0;2;218856.01;109428.01;2;218856.01
41;321101562;LEZAJ;6403;;;kom;101000;35;17623.55;0;0;0;0;35;17623.55;503.53;35;17623.55
41;321101588;LEZAJ;6200 2RSH;;;kom;101000;3;915;0;0;0;0;3;915;305;3;915
41;321101652;LEZAJ;22214 E/C3;;;kom;101010;1;5030.94;0;0;0;0;1;5030.94;5030.94;1;5030.94
41;321101668;LEZAJ;NU 1034 ML;;;kom;101010;9;110986.83;0;0;0;0;9;110986.83;12331.87;9;110986.83
41;321101684;LEZAJ;NU 2222;;;kom;101000;2;27126;0;0;0;0;2;27126;13563;2;27126
41;321101752;LEZAJ;QJ 226 N2MA;;;kom;101010;1;21267.98;0;0;0;0;1;21267.98;21267.98;1;21267.98
41;321101866;LEZAJ;6072 M/C3;;;kom;101010;1;220306.66;0;0;0;0;1;220306.66;220306.66;1;220306.66
41;321102014;LEZAJ;NNF 5024 A2LSV;;;kom;101010;1;30005.41;0;0;0;0;1;30005.41;30005.41;1;30005.41
41;321103156;LEZAJ;NU 318 ECM;;;kom;101010;1;18927.02;0;0;0;0;1;18927.02;18927.02;1;18927.02
41;321103162;LEZAJ;6002 2RSH;;;kom;101000;12;4380;0;0;0;0;12;4380;365;12;4380
41;321103170;LEZAJ;NJ 304 EM1;;;kom;101000;2;8303.48;0;0;0;0;2;8303.48;4151.74;2;8303.48
41;321103247;LEZAJ;29416 INTNI;;;kom;101000;1;29100;0;0;0;0;1;29100;29100;1;29100
41;321103251;PLOCICE;GS 81124;;;kom;101000;1;3767;0;0;0;0;1;3767;3767;1;3767
41;321103352;LEZAJ;NUP 222M DKF;;;kom;101000;2;58800;0;0;0;0;2;58800;29400;2;58800
41;321103412;LEZAJ;NU 2217 ECP;;;kom;101010;1;6549.42;0;0;0;0;1;6549.42;6549.42;1;6549.42
41;321103470;LEZAJ;23240 CCK/W33;;;kom;101010;4;300640.82;0;0;0;0;4;300640.82;75160.21;4;300640.82
41;321103478;LEZAJ;22240 CCK/W33;;;kom;101010;2;136916.04;0;0;0;0;2;136916.04;68458.02;2;136916.04
41;321103479;LEZAJ;AH 31326;;;kom;101010;1;11399.3;0;0;0;0;1;11399.3;11399.3;1;11399.3
41;321103485;LEZAJ;6048 M;;;kom;101010;1;50400.32;0;0;0;0;1;50400.32;50400.32;1;50400.32
41;321103493;LEZAJ;22313 CAW33;;;kom;101010;1;4557.07;0;0;0;0;1;4557.07;4557.07;1;4557.07
41;321103501;LEZAJ;NCF 2922 VC3;;;kom;101010;2;14169.51;0;0;0;0;2;14169.51;7084.76;2;14169.51
41;321103534;LEZAJ;6022-2RS;;;kom;101010;1;5939.34;0;0;0;0;1;5939.34;5939.34;1;5939.34
41;321103536;LEZAJ;32218M-90KM1;;;kom;101010;1;6524.65;0;0;0;0;1;6524.65;6524.65;1;6524.65
41;321103549;LEZAJ;6040 C3;;;kom;101010;2;75492.93;0;0;0;0;2;75492.93;37746.47;2;75492.93
41;321103560;LEZAJ;32307-90KA1;;;kom;101010;2;3431.01;0;0;0;0;2;3431.01;1715.51;2;3431.01
41;321103564;LEZAJ;6032-2RS;;;kom;101010;1;18441.63;0;0;0;0;1;18441.63;18441.63;1;18441.63
41;321103587;LEZAJ;23240 KCAW33;;;kom;101010;4;275468.87;0;0;0;0;4;275468.87;68867.22;4;275468.87
41;321103624;LEZAJ;QJ 236 NZMA;;;kom;101010;3;235578.31;0;0;0;0;3;235578.31;78526.1;3;235578.31
41;321103643;LEZAJ;23080 CC/C3W33;;;kom;101010;1;218981.65;0;0;0;0;1;218981.65;218981.65;1;218981.65
41;321103644;LEZAJ;32228 DFE 450-90 KA3;;;kom;101010;1;83136.27;0;0;0;0;1;83136.27;83136.27;1;83136.27
41;321103649;LEZAJ;21313 E;;;kom;101010;2;12584.93;0;0;0;0;2;12584.93;6292.47;2;12584.93
41;321200051;LEZAJ;GE70 ES;;;kom;101000;3;11139.87;0;0;0;0;3;11139.87;3713.29;3;11139.87
41;321300002;ZGLOBNA GLAV;SA25ES  SKF(GAR25DO  I;;;kom;101000;14;31224.07;0;0;0;0;14;31224.07;2230.29;14;31224.07
41;322110003;USKOCNIK;125;;JUS M.C2.400;kom;101000;3;1083;0;0;0;0;3;1083;361;3;1083
41;322110005;USKOCNIK;70;;JUS M.C2.400;kom;101000;4;448;0;0;0;0;4;448;112;4;448
41;322110011;USKOCNIK;40;;JUS M.C2.400;kom;101000;13;33.22;0;0;0;0;13;33.22;2.56;13;33.22
41;322110014;USKOCNIK;55;;JUS M.C2.400;kom;101000;2;132.8;0;0;0;0;2;132.8;66.4;2;132.8
41;322110015;USKOCNIK;78;;JUS M.C2.400;kom;101000;119;357;0;0;0;0;119;357;3;119;357
41;322110024;USKOCNIK;35;;JUS M.C2.400;kom;101000;4;148;0;0;0;0;4;148;37;4;148
41;322110027;USKOCNIK;58;;JUS M.C2.400;kom;101000;163;326;0;0;0;0;163;326;2;163;326
41;322110033;USKOCNIK;170;;JUS M.C2.400;kom;101000;8;4775.63;0;0;0;0;8;4775.63;596.95;8;4775.63
41;322110041;USKOCNIK;85;;JUS M.C2.400;kom;101000;1;184.84;0;0;0;0;1;184.84;184.84;1;184.84
41;322110042;USKOCNIK;175;;JUS M.C2.400;kom;101000;35;171.5;0;0;0;0;35;171.5;4.9;35;171.5
41;322110044;USKOCNIK;120;;JUS M.C2.400;kom;101000;2;720.28;0;0;0;0;2;720.28;360.14;2;720.28
41;322110045;USKOCNIK;200;;JUS M.C2.400;kom;101000;5;5324.99;0;0;0;0;5;5324.99;1065;5;5324.99
41;322110047;USKOCNIK;105;;JUS M.C2.400;kom;101000;2;380;0;0;0;0;2;380;190;2;380
41;322110050;USKOCNIK;115;;JUS M.C2.400;kom;101000;142;610.6;0;0;0;0;142;610.6;4.3;142;610.6
41;322110054;USKOCNIK;50;;JUS M.C2.400;kom;101000;9;74.41;0;0;0;0;9;74.41;8.27;9;74.41
41;322110055;USKOCNIK;90;;JUS M.C2.400;kom;101000;2;306.75;0;0;0;0;2;306.75;153.38;2;306.75
41;322110070;USKOCNIK;215;;JUS M.C2.400;kom;101000;4;8723.36;0;0;0;0;4;8723.36;2180.84;4;8723.36
41;322110094;USKOCNIK;112;;JUS M.C2.400;kom;101000;42;15330;0;0;0;0;42;15330;365;42;15330
41;322120002;USKOCNIK;33;;JUS M.C2.401;kom;101000;4;357.33;0;0;0;0;4;357.33;89.33;4;357.33
41;322120003;USKOCNIK;30;;JUS M.C2.401;kom;101000;6;288;0;0;3;144;3;144;48;3;144
41;322120005;USKOCNIK;120;;JUS M.C2.401;kom;101000;3;1190.05;0;0;2;793.37;1;396.68;396.68;1;396.68
41;322120009;USKOCNIK;200;;JUS M.C2.401;kom;101000;1;1710;0;0;0;0;1;1710;1710;1;1710
41;322120010;USKOCNIK;25;;JUS M.C2.401;kom;101000;54;466.28;0;0;6;51.81;48;414.47;8.63;48;414.47
41;322120019;USKOCNIK;38;;JUS M.C2.401;kom;101000;16;53.8;0;0;0;0;16;53.8;3.36;16;53.8
41;322120020;USKOCNIK;52;;JUS M.C2.401;kom;101000;2;3.6;0;0;0;0;2;3.6;1.8;2;3.6
41;322120021;USKOCNIK;55;;JUS M.C2.401;kom;101000;2;170;0;0;2;170;0;0;0;0;0
41;322120022;USKOCNIK;62;;JUS M.C2.401;kom;101000;2;35.59;0;0;0;0;2;35.59;17.8;2;35.59
41;322120023;USKOCNIK;65;;JUS M.C2.401;kom;101000;1;114.93;0;0;0;0;1;114.93;114.93;1;114.93
41;322120024;USKOCNIK;75;;JUS M.C2.401;kom;101000;2;147.6;0;0;0;0;2;147.6;73.8;2;147.6
41;322120025;USKOCNIK;100;;JUS M.C2.401;kom;101000;6;1120.9;0;0;4;747.27;2;373.63;186.82;2;373.63
41;322120029;USKOCNIK;110;;JUS M.C2.401;kom;101000;1;343.6;0;0;0;0;1;343.6;343.6;1;343.6
41;322120032;USKOCNIK;50;;JUS M.C2.401;kom;101000;7;391.19;0;0;0;0;7;391.19;55.88;7;391.19
41;322120033;USKOCNIK;20;;JUS M.C2.401;kom;101000;17;255.01;0;0;0;0;17;255.01;15;17;255.01
41;322120034;USKOCNIK;70;;JUS M.C2.401;kom;101000;6;889.77;0;0;0;0;6;889.77;148.3;6;889.77
41;322120040;USKOCNIK;80;;JUS M.C2.401;kom;101000;2;259.83;0;0;0;0;2;259.83;129.92;2;259.83
41;322120041;USKOCNIK;150;;JUS M.C2.401;kom;101000;1;522;0;0;0;0;1;522;522;1;522
41;322120045;USKOCNIK;68;;JUS M.C2.401;kom;101000;3;348;0;0;0;0;3;348;116;3;348
41;322120047;USKOCNIK;60;;JUS M.C2.401;kom;101000;5;269;0;0;3;161.4;2;107.6;53.8;2;107.6
41;322120069;USKOCNIK;220;;JUS M.C2.401;kom;101000;1;2758.28;0;0;0;0;1;2758.28;2758.28;1;2758.28
41;322120071;USKOCNIK;190;;JUS M.C2.401;kom;101000;2;2208.91;0;0;0;0;2;2208.91;1104.46;2;2208.91
41;322120072;USKOCNIK;35;;JUS M.C2.401;kom;101000;3;111.01;0;0;0;0;3;111.01;37;3;111.01
41;322120074;USKOCNIK;d 90;;JUS M.C2.401;kom;101000;10;1514.6;0;0;0;0;10;1514.6;151.46;10;1514.6
41;322120087;USKOCNIK;72;;JUS M.C2.401;kom;101000;4;460;0;0;0;0;4;460;115;4;460
41;322120095;USKOCNIK;280;;JUS M.C2.401;kom;101000;8;27360;0;0;0;0;8;27360;3420;8;27360
41;322200001;OSIGURAC MB;MB 6    30;;JUS M.B2.139;kom;101010;4;167.1;0;0;0;0;4;167.1;41.78;4;167.1
41;322200002;OSIGURAC MB;MB 9    45;;JUS M.B2.139;kom;101000;6;341.6;0;0;0;0;6;341.6;56.93;6;341.6
41;322200004;OSIGURAC MB;MB 16   80;;JUS M.B2.139;kom;101000;2;232.27;0;0;0;0;2;232.27;116.14;2;232.27
41;322200005;OSIGURAC MB;MB 10   50;;JUS M.B2.139;kom;101000;4;222.66;0;0;0;0;4;222.66;55.67;4;222.66
41;322200006;OSIGURAC MB;MB 18   90;;JUS M.B2.139;kom;101000;1;181.15;0;0;1;181.15;0;0;0;0;0
41;322200009;OSIGURAC MB;MB 5    25;;JUS M.B2.139;kom;101010;5;170.18;0;0;0;0;5;170.18;34.04;5;170.18
41;322200011;OSIGURAC MB;MB 27   135;;JUS M.B2.139;kom;101010;4;2011.36;0;0;0;0;4;2011.36;502.84;4;2011.36
41;322200013;OSIGURAC MB;MB 17   85;;JUS M.B2.139;kom;101000;3;691.12;0;0;0;0;3;691.12;230.37;3;691.12
41;322200015;OSIGURAC MB;MB 7    35;;JUS M.B2.139;kom;101000;2;103.09;0;0;0;0;2;103.09;51.55;2;103.09
41;322200019;OSIGURAC MB;MB 13   65;;JUS M.B2.139;kom;101010;3;227.98;0;0;0;0;3;227.98;75.99;3;227.98
41;322200021;OSIGURAC MB;MB 15   75;;JUS M.B2.139;kom;101000;4;454.18;0;0;0;0;4;454.18;113.55;4;454.18
41;322200022;OSIGURAC MB;MB 20   100;;JUS M.B2.139;kom;101000;5;1290.62;0;0;0;0;5;1290.62;258.12;5;1290.62
41;322200023;OSIGURAC MB;MB 25   125;;JUS M.B2.139;kom;101010;9;3320.94;0;0;0;0;9;3320.94;368.99;9;3320.94
41;322200025;OSIGURAC MB;MB 28;;;kom;101010;3;1622.24;0;0;0;0;3;1622.24;540.75;3;1622.24
41;322200026;OSIGURAC MB;MB 26   SKF;;;kom;101010;1;431.91;0;0;0;0;1;431.91;431.91;1;431.91
41;322200030;OSIGURAC MB;MB 34;;;kom;101010;5;6118.63;0;0;0;0;5;6118.63;1223.73;5;6118.63
41;322200034;OSIGURAC MB;MB 21;;;kom;101000;8;2278.65;0;0;0;0;8;2278.65;284.83;8;2278.65
41;322200041;OSIGURAC MB;MB 29;;;kom;101010;1;580.5;0;0;0;0;1;580.5;580.5;1;580.5
41;322300001;NAVRTKA KM;KM 8;;;kom;101010;3;755.28;0;0;0;0;3;755.28;251.76;3;755.28
41;322300005;NAVRTKA KM;KM  4      M20x1;;;kom;101000;54;2522.09;0;0;0;0;54;2522.09;46.71;54;2522.09
41;322300006;NAVRTKA KM *;KM 5      M25x1.5;;JUS M.B1.710;kom;101010;4;662.81;0;0;0;0;4;662.81;165.7;4;662.81
41;322300008;NAVRTKA KM;KM 7      M35x1.5;;JUS M.B1.710;kom;101010;14;3346.61;0;0;0;0;14;3346.61;239.04;14;3346.61
41;322300009;NAVRTKA KM;KM 10     M 50x1.5;;JUS M.B1.710;kom;101010;2;660.85;0;0;2;660.85;0;0;0;0;0
41;322300017;NAVRTKA KM;KM 24     M 120x2;;JUS M.B1.710;kom;101000;1;2570.49;0;0;0;0;1;2570.49;2570.49;1;2570.49
41;322300019;NAVRTKA KM *;KM 27     M 135x2;;;kom;101000;55;82652.44;0;0;0;0;55;82652.44;1502.77;55;82652.44
41;322300022;NAVRTKA KM;KM 28     M 140x2;;JUS M.B1.710;kom;101010;1;3275.11;0;0;0;0;1;3275.11;3275.11;1;3275.11
41;322300024;NAVRTKA KM;KM 9      M 45x1.5;;JUS M.B1.710;kom;101000;2;667.68;0;0;0;0;2;667.68;333.84;2;667.68
41;322300026;NAVRTKA KM;KM 16     M 80x2;;;kom;101000;4;2434.61;0;0;0;0;4;2434.61;608.65;4;2434.61
41;322300027;NAVRTKA KM;KM 26   SKF;;;kom;101010;5;11993.25;0;0;0;0;5;11993.25;2398.65;5;11993.25
41;322300028;NAVRTKA KM;KM 15 M75x2;;JUS M.B1.710;kom;101010;2;982.36;0;0;2;982.36;0;0;0;0;0
41;322300030;NAVRTKA KM;KM 13;;;kom;101010;4;1761.86;0;0;0;0;4;1761.86;440.47;4;1761.86
41;322300031;NAVRTKA KM;KM 12;;JUS M.B1.710;kom;101000;6;2154.66;0;0;0;0;6;2154.66;359.11;6;2154.66
41;322300035;NAVRTKA KM;KM 20     M100x2;;;kom;101000;6;8386.14;0;0;0;0;6;8386.14;1397.69;6;8386.14
41;322300036;NAVRTKA KM;KM 10  (50x1.5);;;kom;101000;3;865.39;0;0;0;0;3;865.39;288.46;3;865.39
41;322300038;NAVRTKA KM *;KM 22     M 110x2;;;kom;101000;70;50845.55;0;0;0;0;70;50845.55;726.37;70;50845.55
41;322300039;NAVRTKA KM;KM  4      M 20x1.5;;JUS M.B2.710;kom;101000;7;986.72;0;0;0;0;7;986.72;140.96;7;986.72
41;322300049;NAVRTKA KM;KM 12     M 60x2;;;kom;101000;255;70193.49;0;0;0;0;255;70193.49;275.27;255;70193.49
41;322300055;NAVRTKA KM;KM 36;;;kom;101000;33;32656.87;0;0;0;0;33;32656.87;989.6;33;32656.87
41;322300061;NAVRTKA KM;KM 14     M70x2;;;kom;101010;16;7843.7;0;0;0;0;16;7843.7;490.23;16;7843.7
41;322300064;NAVRTKA KM;KM 31;;;kom;101010;1;3569.12;0;0;0;0;1;3569.12;3569.12;1;3569.12
41;322300067;NAVRTKA KM;KM 21;;;kom;101000;1;1584.11;0;0;0;0;1;1584.11;1584.11;1;1584.11
41;322300070;NAVRTKA KM;KM 40;;;kom;101000;1;6295.06;0;0;0;0;1;6295.06;6295.06;1;6295.06
41;322300074;NAVRTKA;KM 29;;;kom;101010;7;23248.26;0;0;0;0;7;23248.26;3321.18;7;23248.26
41;322300079;NAVRTKA KM;KM TA 11;;;kom;101000;20;50394.2;0;0;0;0;20;50394.2;2519.71;20;50394.2
41;322500009;HILZNA;H-313   85/65x50;;JUS M.C3.541;kom;101000;1;1049.63;0;0;0;0;1;1049.63;1049.63;1;1049.63
41;322500026;HILZNA;H-3140   SKF;;;kom;101010;1;14474.96;0;0;0;0;1;14474.96;14474.96;1;14474.96
41;322500036;HILZNA;H-2340;;;kom;101010;4;90875.06;0;0;0;0;4;90875.06;22718.77;4;90875.06
41;322500087;HILZNA;OH 2340 H;;;kom;101010;4;101525.51;0;0;0;0;4;101525.51;25381.38;4;101525.51
41;341310023;"VENTIL OD 1""";NP 16;;;kom;101000;6;186;0;0;0;0;6;186;31;6;186
41;341600031;KOLENO SP.;20x20;;;kom;101000;2;233.33;0;0;0;0;2;233.33;116.67;2;233.33
41;341700049;POLUSPOJKA;"1/2""";;;kom;101000;3;545.83;0;0;0;0;3;545.83;181.94;3;545.83
41;342700001;NASTAVAK HID;B/2C;;;kom;101000;3;20406.43;0;0;0;0;3;20406.43;6802.14;3;20406.43
41;342700002;T/KLJUC ZA H;;;;kom;101000;3;19290;0;0;0;0;3;19290;6430;3;19290
41;361100251;OPRUGA;30055-08-03-02-04;;;kom;101000;2;985.22;0;0;0;0;2;985.22;492.61;2;985.22
41;361100254;OPRUGA;30056-02-02-01-05-04;;;kom;101000;2;640;0;0;0;0;2;640;320;2;640
41;361100270;OPRUGA;30056.18.01.12;;;kom;101000;1;2345;0;0;0;0;1;2345;2345;1;2345
41;361100304;OPRUGA;30054-07-03-12;;;kom;101000;3;17127.65;0;0;0;0;3;17127.65;5709.22;3;17127.65
41;361100305;OPRUGA DA;30063-04-01-05-15/R;;;kom;101000;2;840.56;0;0;0;0;2;840.56;420.28;2;840.56
41;361100309;OPRUGA;30063-04-01-06-03-05;;;kom;101000;2;560;0;0;0;0;2;560;280;2;560
41;361100327;OPRUGA;30055-09-09;;;kom;101000;4;1965.7;0;0;0;0;4;1965.7;491.43;4;1965.7
41;361100354;OPRUGA;30078-11-05-10-09-01;;;kom;101000;1;810;0;0;0;0;1;810;810;1;810
41;361100446;OPRUGA;DKM-400-38;;;kom;101000;3;540;0;0;0;0;3;540;180;3;540
41;361100450;OPRUGA;DKM-400-23;;;kom;101000;3;150;0;0;0;0;3;150;50;3;150
41;361100463;OPRUGA;TKP 600-23;;;kom;101000;5;250;0;0;0;0;5;250;50;5;250
41;361100472;OPRUGA;DKM-400-39;;;kom;101000;2;7600;0;0;0;0;2;7600;3800;2;7600
