MBRD;UKKONTR;M_G;SSZNE;SIZNE;SIZN;SSNNE;SINNE;IZNETO;IZBRUTO;POREZ1;POREZ2;IZBRPR;IZBRBOL;SID;SIDBOL;SIPPR;SIPBOL;SIP;POSPOR;SIP_D;SIOB;IZNETO2;OLAKSICA;EFSATI;AKONT;NEAK;AK;NRAKON;VAKON;UKNETO;ZARKR;KOEF;RBTC;RBIM;UKIS;UKSIOB;UKZARKR;UKAKONT;UKNRAKON;UKVAKON;DEO1;REC;HKMB;RBPS;IZBRBO1;SIN;RAD2;RAD3;RAD4;UKUPNO;ISPLATA;VISP;MINIM;OSNOV;DEOIM;PRIZ;PRCAS;IZN2;BROJ;MRBTC;POROSL;GOD_30;GOD_50;NETO;BROSN;PIOR;ZDRR;ONEZR;PIOP;ZDRP;ONEZP;SOP;DBEN;EFIZNO;BMIN;UKUPNO1;PIOR1;ZDRR1;ONEZR1;PIOP1;ZDRP1;ONEZP1;BROSN1;POROSL1;SIP1;IZNETO1;N
0006264;;0124;201.0;84948.94;;1.0;0.00;84948.94;84948.94;;0.00;84948.94;;16904.84;0.00;5994.89;0.00;5994.89;0.00;;620.49;0.00;367.21;135.00;10000.00;0.00;;0.00;0.00;;24199.50;;32210000;910;27229.220;620.490;24199.500;10000.000;0.000;0.000;;1;0006264;03;0.00;0.00;1;0;0;84948.94;;;374.70;73808.87;;69256.83;153.0;;;;25000.00;0.00;0.00;62049.21;84948.94;11892.85;4374.87;637.12;8494.89;4374.87;0.00;092;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006266;;0124;200.0;101693.25;;1.0;0.00;101693.25;101693.25;;0.00;101693.25;;20236.96;0.00;7669.33;0.00;7669.33;0.00;;0.00;0.00;367.21;159.00;10000.00;0.00;;0.00;0.00;;1850.00;;32120000;930;61936.960;0.000;1850.000;10000.000;0.000;0.000;;1;0006266;02;0.00;0.00;1;0;0;101693.25;;;468.07;73441.66;;88506.82;176.0;;;;25000.00;0.00;0.00;73786.96;101693.25;14237.06;5237.20;762.70;10169.33;5237.20;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006267;;0124;215.0;157839.25;;0.0;0.00;157839.25;157839.25;;0.00;157839.25;;31410.01;0.00;13283.93;0.00;13283.93;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;7985.16;;32320000;997;95160.150;0.000;7985.160;10000.000;0.000;0.000;;1;0006267;03;0.00;0.00;1;0;0;157839.25;;;597.03;78949.79;;127294.40;191.0;;;;25000.00;0.00;0.00;113145.31;157839.25;22097.50;8128.72;1183.79;15783.93;8128.72;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006288;;0124;189.0;84053.63;;0.0;0.00;84053.63;84053.63;;0.00;84053.63;;16726.67;0.00;6557.54;0.00;6557.54;0.00;;607.69;0.00;367.21;112.00;0.00;0.00;;0.00;0.00;;60161.73;;32110000;997;0.000;607.690;60161.730;0.000;0.000;0.000;;1;0006288;03;0.00;0.00;1;0;0;84053.63;;;370.62;69402.37;;73893.58;165.0;;;;18478.26;0.00;0.00;60769.42;84053.63;11767.51;4328.76;630.40;8405.36;4328.76;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0006289;;0124;218.0;169077.32;;2.0;0.00;169077.32;169077.32;;0.00;169077.32;;33646.39;0.00;14407.73;0.00;14407.73;0.00;;0.00;0.00;367.21;158.00;10000.00;0.00;;0.00;0.00;;0.00;;32230000;930;111023.200;0.000;0.000;10000.000;0.000;0.000;;1;0006289;03;0.00;0.00;1;0;0;169077.32;;;648.26;80051.41;;145079.55;194.0;;;;25000.00;0.00;0.00;121023.20;169077.32;23670.82;8707.48;1268.08;16907.73;8707.48;0.00;109;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006290;;0124;143.0;62640.45;;69.0;23406.94;86047.39;86047.39;;0.00;86047.39;;17123.43;0.00;6104.74;0.00;6104.74;0.00;;0.00;0.00;367.21;91.00;10000.00;0.00;;0.00;0.00;;7856.00;;32220000;991;44963.220;0.000;7856.000;10000.000;0.000;0.000;;1;0006290;03;0.00;0.00;1;0;0;86047.39;;;367.82;52510.79;;52133.58;119.0;;;;25000.00;0.00;0.00;62819.22;86047.39;12046.63;4431.44;645.36;8604.74;4431.44;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006293;;0124;252.0;111010.05;;0.0;0.00;111010.05;111010.05;;0.00;111010.05;;22091.00;0.00;8601.01;0.00;8601.01;0.00;;803.18;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;150.00;;32120000;997;69364.860;803.180;150.000;10000.000;0.000;0.000;;1;0006293;03;0.00;0.00;1;0;0;111010.05;;;370.23;92536.50;;100535.22;228.0;;;;25000.00;0.00;0.00;80318.04;111010.05;15541.41;5717.02;832.58;11101.01;5717.02;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006400;;0124;184.0;111556.55;;0.0;0.00;111556.55;111556.55;;0.00;111556.55;;22199.75;0.00;8655.66;0.00;8655.66;0.00;;807.01;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;150.00;;32320000;920;69744.130;807.010;150.000;10000.000;0.000;0.000;;1;0006400;03;0.00;0.00;1;0;0;111556.55;;;523.26;67566.33;;87937.99;160.0;;;;25000.00;0.00;0.00;80701.14;111556.55;15617.92;5745.16;836.67;11155.66;5745.16;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006401;;0124;202.0;112784.81;;0.0;0.00;112784.81;112784.81;;0.00;112784.81;;22444.18;0.00;8778.48;0.00;8778.48;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;6772.47;;32320000;991;64789.680;0.000;6772.470;10000.000;0.000;0.000;;1;0006401;03;0.00;0.00;1;0;0;112784.81;;;514.24;74176.08;;98670.46;178.0;;;;25000.00;0.00;0.00;81562.15;112784.81;15789.87;5808.42;845.89;11278.48;5808.42;0.00;109;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006402;;0124;208.0;146314.70;;0.0;0.00;146314.70;146314.70;;0.00;146314.70;;29116.63;0.00;12131.47;0.00;12131.47;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;0.00;;32320000;920;95066.600;0.000;0.000;10000.000;0.000;0.000;;1;0006402;03;0.00;0.00;1;0;0;146314.70;;;632.68;76379.33;;130937.06;184.0;;;;25000.00;0.00;0.00;105066.60;146314.70;20484.06;7535.21;1097.36;14631.47;7535.21;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006405;;0124;234.0;157303.39;;0.0;0.00;157303.39;157303.39;;0.00;157303.39;;31303.37;0.00;13230.34;0.00;13230.34;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;2287.00;;32260000;992;100482.680;0.000;2287.000;10000.000;0.000;0.000;;1;0006405;04;0.00;0.00;1;0;0;157303.39;;;582.82;85926.75;;140407.07;210.0;;;;25000.00;0.00;0.00;112769.68;157303.39;22022.47;8101.12;1179.78;15730.34;8101.12;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006406;;0124;211.0;153799.98;;0.0;0.00;153799.98;153799.98;;0.00;153799.98;;30606.20;0.00;12880.00;0.00;12880.00;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;0.00;;32240000;930;100313.780;0.000;0.000;10000.000;0.000;0.000;;1;0006406;02;0.00;0.00;1;0;0;153799.98;;;651.72;77480.95;;137408.62;187.0;;;;25000.00;0.00;0.00;110313.78;153799.98;21532.00;7920.70;1153.50;15380.00;7920.70;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006407;;0124;184.0;50769.99;;0.0;0.00;68755.99;68755.99;;0.00;68755.99;;13682.44;0.00;4375.60;0.00;4375.60;0.00;;0.00;0.00;367.21;0.00;10000.00;0.00;;0.00;0.00;;499.00;;32120000;920;40198.950;0.000;499.000;10000.000;0.000;0.000;;1;0006407;01;68755.99;0.00;0;1;0;68755.99;;;269.46;67566.33;;0.00;0.0;;;;25000.00;0.00;0.00;50697.95;68755.99;9625.84;3540.93;515.67;6875.60;3540.93;0.00;109;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006408;;0124;224.0;149326.93;;0.0;0.00;149326.93;149326.93;;0.00;149326.93;;29716.06;0.00;12432.69;0.00;12432.69;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;599.00;;32260000;910;96579.180;0.000;599.000;10000.000;0.000;0.000;;1;0006408;03;0.00;0.00;1;0;0;149326.93;;;581.44;82254.66;;132224.25;200.0;;;;25000.00;0.00;0.00;107178.18;149326.93;20905.77;7690.34;1119.95;14932.69;7690.34;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006409;;0124;196.0;83650.76;;0.0;0.00;83650.76;83650.76;;0.00;83650.76;;16646.50;0.00;5865.08;0.00;5865.08;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;6799.66;;32320000;910;44339.520;0.000;6799.660;10000.000;0.000;0.000;;1;0006409;02;0.00;0.00;1;0;0;83650.76;;;387.10;71972.83;;72928.32;172.0;;;;25000.00;0.00;0.00;61139.18;83650.76;11711.11;4308.01;627.38;8365.08;4308.01;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006411;;0124;180.0;81992.22;;4.0;0.00;81992.22;81992.22;;0.00;81992.22;;16316.45;0.00;5699.22;0.00;5699.22;0.00;;0.00;0.00;367.21;156.00;10000.00;0.00;;0.00;0.00;;3912.85;;32240000;930;46063.700;0.000;3912.850;10000.000;0.000;0.000;;1;0006411;03;0.00;0.00;1;0;0;81992.22;;;432.94;66097.50;;70566.41;156.0;;;;25000.00;0.00;0.00;59976.55;81992.22;11478.91;4222.60;614.94;8199.22;4222.60;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006414;;0124;226.0;158343.13;;0.0;0.00;158343.13;158343.13;;0.00;158343.13;;31510.28;0.00;13334.31;0.00;13334.31;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;8741.00;;31200000;930;94757.540;0.000;8741.000;10000.000;0.000;0.000;;1;0006414;08;0.00;0.00;1;0;0;158343.13;;;612.48;82989.08;;141033.42;202.0;;;;25000.00;0.00;0.00;113498.54;158343.13;22168.04;8154.67;1187.57;15834.31;8154.67;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006415;;0124;227.0;155855.33;;0.0;0.00;155855.33;155855.33;;0.00;155855.33;;31015.21;0.00;13085.53;0.00;13085.53;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;4800.00;;32260000;930;96954.590;0.000;4800.000;10000.000;0.000;0.000;;1;0006415;03;0.00;0.00;1;0;0;155855.33;;;585.53;83356.29;;138917.61;203.0;;;;25000.00;0.00;0.00;111754.59;155855.33;21819.75;8026.55;1168.91;15585.53;8026.55;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006420;;0124;208.0;102130.55;;0.0;0.00;102130.55;102130.55;;0.00;102130.55;;20323.98;0.00;7713.06;0.00;7713.06;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;0.00;;32340000;920;64093.510;0.000;0.000;10000.000;0.000;0.000;;1;0006420;03;0.00;0.00;1;0;0;102130.55;;;420.89;76379.33;;90246.64;184.0;;;;25000.00;0.00;0.00;74093.51;102130.55;14298.28;5259.72;765.98;10213.06;5259.72;0.00;109;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006424;;0124;210.0;144772.55;;0.0;0.00;144772.55;144772.55;;0.00;144772.55;;28809.74;0.00;11977.26;0.00;11977.26;0.00;;0.00;0.00;385.57;160.00;10000.00;0.00;;0.00;0.00;;0.00;;32240000;910;93985.550;0.000;0.000;10000.000;0.000;0.000;;1;0006424;02;0.00;0.00;1;0;0;144772.55;;;609.05;77113.75;;128079.66;186.0;;;;25000.00;0.00;0.00;103985.55;144772.55;20268.16;7455.79;1085.79;14477.26;7455.79;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006425;;0124;176.0;111349.02;;32.0;16989.06;128338.08;128338.08;;0.00;128338.08;;25539.28;0.00;10333.81;0.00;10333.81;0.00;;0.00;0.00;367.21;128.00;10000.00;0.00;;0.00;0.00;;0.00;;23100000;930;82464.990;0.000;0.000;10000.000;0.000;0.000;;1;0006425;07;0.00;0.00;1;0;0;128338.08;;;566.59;64628.66;;96522.19;152.0;;;;25000.00;0.00;0.00;92464.99;128338.08;17967.33;6609.41;962.54;12833.81;6609.41;0.00;101;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006433;;0124;179.0;108753.11;;16.0;7647.72;116400.83;116400.83;;0.00;116400.83;;23163.77;0.00;9140.08;0.00;9140.08;0.00;;0.00;0.00;367.21;144.00;10000.00;0.00;;0.00;0.00;;5692.89;;32340000;910;68404.090;0.000;5692.890;10000.000;0.000;0.000;;1;0006433;03;0.00;0.00;1;0;0;116400.83;;;470.73;65730.29;;87963.82;155.0;;;;25000.00;0.00;0.00;84096.98;116400.83;16296.12;5994.64;873.01;11640.08;5994.64;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006434;;0124;287.0;172870.25;;0.0;0.00;172870.25;172870.25;;0.00;172870.25;;34401.18;0.00;14787.03;0.00;14787.03;0.00;;0.00;0.00;385.57;160.00;10000.00;0.00;;0.00;0.00;;914.00;;32210000;920;112768.040;0.000;914.000;10000.000;0.000;0.000;;1;0006434;03;0.00;0.00;1;0;0;172870.25;;;456.16;105388.79;;153948.52;263.0;;;;25000.00;0.00;0.00;123682.04;172870.25;24201.84;8902.82;1296.53;17287.03;8902.82;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006443;;0124;219.0;121885.68;;0.0;0.00;121885.68;121885.68;;0.00;121885.68;;24255.25;0.00;9688.57;0.00;9688.57;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;4825.00;;32210000;930;73116.860;0.000;4825.000;10000.000;0.000;0.000;;1;0006443;02;0.00;0.00;1;0;0;121885.68;;;433.46;80418.62;;103622.18;195.0;;;;25000.00;0.00;0.00;87941.86;121885.68;17064.00;6277.11;914.14;12188.57;6277.11;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006444;;0124;216.0;128824.83;;2.0;0.00;128824.83;128824.83;;0.00;128824.83;;25636.14;0.00;10382.48;0.00;10382.48;0.00;;928.06;0.00;330.49;158.00;10000.00;0.00;;0.00;0.00;;17639.36;;32220000;991;64238.790;928.060;17639.360;10000.000;0.000;0.000;;1;0006444;02;0.00;0.00;1;0;0;128824.83;;;501.43;79317.00;;108506.08;192.0;;;;25000.00;0.00;0.00;92806.21;128824.83;18035.48;6634.48;966.19;12882.48;6634.48;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006445;;0124;216.0;155195.54;;0.0;0.00;155195.54;155195.54;;0.00;155195.54;;30883.91;0.00;13019.55;0.00;13019.55;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;1680.00;;32250000;910;99612.080;0.000;1680.000;10000.000;0.000;0.000;;1;0006445;03;0.00;0.00;1;0;0;155195.54;;;583.44;79317.00;;127280.62;192.0;;;;25000.00;0.00;0.00;111292.08;155195.54;21727.38;7992.57;1163.97;15519.55;7992.57;0.00;109;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006448;;0124;213.0;146317.05;;0.0;0.00;146317.05;146317.05;;0.00;146317.05;;29117.09;0.00;12131.71;0.00;12131.71;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;0.00;;32250000;910;95068.250;0.000;0.000;10000.000;0.000;0.000;;1;0006448;03;0.00;0.00;1;0;0;146317.05;;;599.67;78215.37;;126424.54;189.0;;;;25000.00;0.00;0.00;105068.25;146317.05;20484.39;7535.33;1097.38;14631.71;7535.33;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006449;;0124;247.0;147727.95;;0.0;0.00;147727.95;147727.95;;0.00;147727.95;;29397.86;0.00;12272.80;0.00;12272.80;0.00;;0.00;0.00;385.57;160.00;10000.00;0.00;;0.00;0.00;;5832.61;;32110000;997;90224.680;0.000;5832.610;10000.000;0.000;0.000;;1;0006449;03;0.00;0.00;1;0;0;147727.95;;;510.65;90700.45;;134554.14;223.0;;;;25000.00;0.00;0.00;106057.29;147727.95;20681.91;7607.99;1107.96;14772.80;7607.99;0.00;109;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006450;;0124;184.0;79548.67;;0.0;0.00;79548.67;79548.67;;0.00;79548.67;;15830.19;0.00;5454.87;0.00;5454.87;0.00;;582.64;0.00;348.85;160.00;10000.00;0.00;;0.00;0.00;;11232.13;;32320000;930;36448.840;582.640;11232.130;10000.000;0.000;0.000;;1;0006450;03;0.00;0.00;1;0;0;79548.67;;;410.17;67566.33;;68885.42;160.0;;;;25000.00;0.00;0.00;58263.61;79548.67;11136.81;4096.76;596.62;7954.87;4096.76;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006451;;0124;203.0;110087.66;;0.0;0.00;110087.66;110087.66;;0.00;110087.66;;21907.44;0.00;8508.77;0.00;8508.77;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;0.00;;32250000;930;69671.450;0.000;0.000;10000.000;0.000;0.000;;1;0006451;03;0.00;0.00;1;0;0;110087.66;;;432.63;74543.29;;86729.58;179.0;;;;25000.00;0.00;0.00;79671.45;110087.66;15412.27;5669.51;825.66;11008.77;5669.51;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006453;;0124;211.0;104351.47;;5.0;0.00;104351.47;104351.47;;0.00;104351.47;;20765.94;0.00;7935.15;0.00;7935.15;0.00;;0.00;0.00;367.21;155.00;10000.00;0.00;;0.00;0.00;;5421.56;;32110000;910;60228.820;0.000;5421.560;10000.000;0.000;0.000;;1;0006453;02;0.00;0.00;1;0;0;104351.47;;;433.86;77480.95;;92617.12;187.0;;;;25000.00;0.00;0.00;75650.38;104351.47;14609.21;5374.10;782.64;10435.15;5374.10;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006455;;0124;196.0;83172.60;;3.0;0.00;83172.60;83172.60;;0.00;83172.60;;16551.35;0.00;5817.26;0.00;5817.26;0.00;;0.00;0.00;367.21;157.00;10000.00;0.00;;0.00;0.00;;5230.36;;32270000;920;45573.630;0.000;5230.360;10000.000;0.000;0.000;;1;0006455;02;0.00;0.00;1;0;0;83172.60;;;385.41;71972.83;;71765.32;172.0;;;;25000.00;0.00;0.00;60803.99;83172.60;11644.16;4283.39;623.79;8317.26;4283.39;0.00;109;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006458;;0124;226.0;139336.75;;2.0;0.00;139336.75;139336.75;;0.00;139336.75;;27728.01;0.00;11433.68;0.00;11433.68;0.00;;0.00;0.00;367.21;158.00;10000.00;0.00;;0.00;0.00;;0.00;;32270000;930;90175.060;0.000;0.000;10000.000;0.000;0.000;;1;0006458;03;0.00;0.00;1;0;0;139336.75;;;534.42;82989.08;;123400.36;202.0;;;;25000.00;0.00;0.00;100175.06;139336.75;19507.15;7175.84;1045.03;13933.68;7175.84;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006459;;0124;0.0;0.00;;0.0;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;367.21;0.00;0.00;0.00;;0.00;0.00;;0.00;;32240000;991;0.000;0.000;0.000;0.000;0.000;0.000;;1;0006459;02;0.00;0.00;1;0;0;0.00;;;0.00;0.00;;0.00;0.0;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0006460;;0124;219.0;119887.72;;0.0;0.00;119887.72;119887.72;;0.00;119887.72;;23857.66;0.00;9488.77;0.00;9488.77;0.00;;0.00;0.00;385.57;160.00;10000.00;0.00;;0.00;0.00;;655.00;;32260000;991;75886.290;0.000;655.000;10000.000;0.000;0.000;;1;0006460;03;0.00;0.00;1;0;0;119887.72;;;454.39;80418.62;;98875.52;195.0;;;;25000.00;0.00;0.00;86541.29;119887.72;16784.28;6174.22;899.16;11988.77;6174.22;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006461;;0124;257.0;183952.68;;0.0;0.00;183952.68;183952.68;;0.00;183952.68;;36606.58;0.00;15895.27;0.00;15895.27;0.00;;0.00;0.00;385.57;160.00;10000.00;0.00;;0.00;0.00;;476.00;;32260000;930;120974.830;0.000;476.000;10000.000;0.000;0.000;;1;0006461;04;0.00;0.00;1;0;0;183952.68;;;610.66;94372.54;;166957.81;233.0;;;;25000.00;0.00;0.00;131450.83;183952.68;25753.38;9473.56;1379.65;18395.27;9473.56;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006467;;0124;225.0;157499.26;;0.0;0.00;157499.26;157499.26;;0.00;157499.26;;31342.35;0.00;13249.93;0.00;13249.93;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;1889.00;;32260000;902;101017.980;0.000;1889.000;10000.000;0.000;0.000;;1;0006467;03;0.00;0.00;1;0;0;157499.26;;;584.38;82621.87;;136555.37;201.0;;;;25000.00;0.00;0.00;112906.98;157499.26;22049.90;8111.21;1181.24;15749.93;8111.21;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006469;;0124;236.0;140170.28;;0.0;0.00;140170.28;140170.28;;0.00;140170.28;;27893.89;0.00;11517.03;0.00;11517.03;0.00;;1007.59;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;150.00;;32320000;930;89601.770;1007.590;150.000;10000.000;0.000;0.000;;1;0006469;03;0.00;0.00;1;0;0;140170.28;;;515.78;86661.16;;126014.98;212.0;;;;25000.00;0.00;0.00;100759.36;140170.28;19623.84;7218.77;1051.28;14017.03;7218.77;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006474;;0124;184.0;84914.79;;0.0;0.00;84914.79;84914.79;;0.00;84914.79;;16898.04;0.00;5991.48;0.00;5991.48;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;4011.00;;21000000;991;48014.270;0.000;4011.000;10000.000;0.000;0.000;;1;0006474;06;0.00;0.00;1;0;0;84914.79;;;440.49;67566.33;;73672.65;160.0;;;;25000.00;0.00;0.00;62025.27;84914.79;11888.07;4373.11;636.86;8491.48;4373.11;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006480;;0124;205.0;179928.52;;0.0;0.00;179928.52;179928.52;;0.00;179928.52;;35805.78;0.00;15492.85;0.00;15492.85;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;4333.00;;31200000;920;114296.890;0.000;4333.000;10000.000;0.000;0.000;;1;0006480;08;0.00;0.00;1;0;0;179928.52;;;737.44;75277.70;;147915.22;181.0;;;;25000.00;0.00;0.00;128629.89;179928.52;25189.99;9266.32;1349.46;17992.85;9266.32;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006483;;0124;179.0;81721.45;;8.0;0.00;81721.45;81721.45;;0.00;81721.45;;16262.57;0.00;5672.15;0.00;5672.15;0.00;;0.00;0.00;367.21;152.00;10000.00;0.00;;0.00;0.00;;2115.00;;32240000;992;47671.730;0.000;2115.000;10000.000;0.000;0.000;;1;0006483;03;0.00;0.00;1;0;0;81721.45;;;432.85;65730.29;;70637.62;155.0;;;;25000.00;0.00;0.00;59786.73;81721.45;11441.00;4208.65;612.91;8172.15;4208.65;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006484;;0124;226.0;98039.18;;0.0;0.00;98039.18;98039.18;;0.00;98039.18;;19509.80;0.00;7303.92;0.00;7303.92;0.00;;712.26;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;150.00;;23200000;930;60363.200;712.260;150.000;10000.000;0.000;0.000;;1;0006484;03;0.00;0.00;1;0;0;98039.18;;;385.15;82989.08;;88063.64;202.0;;;;25000.00;0.00;0.00;71225.46;98039.18;13725.49;5049.02;735.29;9803.92;5049.02;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006485;;0124;210.0;95270.63;;0.0;0.00;95498.79;95498.79;;0.00;95498.79;;19004.26;0.00;7049.88;0.00;7049.88;0.00;;5000.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;5100.00;;32230000;992;49344.650;5000.000;5100.000;10000.000;0.000;0.000;;1;0006485;03;95498.79;0.00;0;1;0;95498.79;;;365.97;77113.75;;77692.03;186.0;;;;25000.00;0.00;0.00;69444.65;95498.79;13369.83;4918.19;716.24;9549.88;4918.19;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
0006486;;0124;198.0;141397.12;;0.0;0.00;141397.12;141397.12;;0.00;141397.12;;28138.03;0.00;11639.71;0.00;11639.71;0.00;;0.00;0.00;367.21;160.00;10000.00;0.00;;0.00;0.00;;2818.00;;32280000;910;88801.380;0.000;2818.000;10000.000;0.000;0.000;;1;0006486;07;0.00;0.00;1;0;0;141397.12;;;652.17;72707.25;;124125.00;174.0;;;;25000.00;0.00;0.00;101619.38;141397.12;19795.60;7281.95;1060.48;14139.71;7281.95;0.00;093;;;;;5620.02;2067.36;301.07;4014.30;2067.36;0.00;40143.00;17500.00;54.27;18042.73;
