MBRD;UKKONTR;M_G;SSZNE;SIZNE;SIZN;SSNNE;SINNE;IZNETO;IZBRUTO;POREZ1;POREZ2;IZBRPR;IZBRBOL;SID;SIDBOL;SIPPR;SIPBOL;SIP;POSPOR;SIP_D;SIOB;IZNETO2;OLAKSICA;EFSATI;AKONT;NEAK;AK;NRAKON;VAKON;UKNETO;ZARKR;KOEF;RBTC;RBIM;UKIS;UKSIOB;UKZARKR;UKAKONT;UKNRAKON;UKVAKON;DEO1;REC;HKMB;RBPS;IZBRBO1;SIN;RAD2;RAD3;RAD4;UKUPNO;ISPLATA;VISP;MINIM;OSNOV;DEOIM;PRIZ;PRCAS;IZN2;BROJ;MRBTC;POROSL;GOD_30;GOD_50;NETO;BROSN;PIOR;ZDRR;ONEZR;PIOP;ZDRP;ONEZP;SOP;DBEN;EFIZNO;BMIN;UKUPNO1;PIOR1;ZDRR1;ONEZR1;PIOP1;ZDRP1;ONEZP1;BROSN1;POROSL1;SIP1;IZNETO1;N
0004013;;0324;220.0;114206.09;;4.0;0.00;114206.09;114206.09;;0.00;114206.09;;22727.01;0.00;8920.61;0.00;8920.61;0.00;;825.59;0.00;365.36;164.00;0.00;0.00;;0.00;0.00;;10463.95;;32210000;930;71268.930;825.590;10463.950;0.000;0.000;0.000;;1;0001675;06;0.00;0.00;1;0;0;114206.09;;;411.98;80379.72;;103395.65;220.0;;;;25000.00;0.00;0.00;82558.47;114206.09;15988.85;5881.61;856.55;11420.61;5881.61;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004021;;0324;168.0;58060.04;;0.0;0.00;71713.40;71713.40;;0.00;71713.40;;14270.97;0.00;4671.34;0.00;4671.34;0.00;;527.71;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;16566.82;;10000000;930;35676.560;527.710;16566.820;0.000;0.000;0.000;;1;0001677;08;71713.40;0.00;0;1;0;71713.40;;;284.09;61380.88;;50423.67;168.0;;;;25000.00;0.00;0.00;52771.09;71713.40;10039.88;3693.24;537.85;7171.34;3693.24;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004026;;0324;138.0;80140.40;;48.0;21855.73;101996.13;101996.13;;0.00;101996.13;;20297.23;0.00;7699.61;0.00;7699.61;0.00;;0.00;0.00;365.36;120.00;0.00;0.00;;0.00;0.00;;25008.00;;30000000;910;48991.290;0.000;25008.000;0.000;0.000;0.000;;1;0001678;06;0.00;0.00;1;0;0;101996.13;;;459.10;50420.01;;67491.16;138.0;;;;25000.00;0.00;0.00;73999.29;101996.13;14279.46;5252.80;764.97;10199.61;5252.80;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004086;;0324;168.0;108256.61;;0.0;0.00;108256.61;108256.61;;0.00;108256.61;;21543.07;0.00;8325.66;0.00;8325.66;0.00;;0.00;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;19304.26;;41000000;930;59083.620;0.000;19304.260;0.000;0.000;0.000;;1;0001507;06;0.00;0.00;1;0;0;108256.61;;;541.67;61380.88;;93696.58;168.0;;;;25000.00;0.00;0.00;78387.88;108256.61;15155.93;5575.22;811.92;10825.66;5575.22;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004137;;0324;0.0;0.00;;0.0;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;365.36;0.00;0.00;0.00;;0.00;0.00;;0.00;;32260000;930;0.000;0.000;0.000;0.000;0.000;0.000;;1;0001705;03;0.00;0.00;1;0;0;0.00;;;0.00;0.00;;0.00;0.0;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004139;;0324;262.0;153462.22;;0.0;0.00;153462.22;153462.22;;0.00;153462.22;;30538.98;0.00;12846.22;0.00;12846.22;0.00;;0.00;0.00;383.63;168.00;0.00;0.00;;0.00;0.00;;6000.00;;32260000;997;104077.020;0.000;6000.000;0.000;0.000;0.000;;1;0001706;04;0.00;0.00;1;0;0;153462.22;;;458.11;95724.94;;141455.98;262.0;;;;25000.00;0.00;0.00;110077.02;153462.22;21484.71;7903.30;1150.97;15346.22;7903.30;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004162;;0324;176.0;78111.82;;0.0;0.00;79366.70;79366.70;;0.00;79366.70;;15793.97;0.00;5436.67;0.00;5436.67;0.00;;582.55;0.00;365.36;88.00;0.00;0.00;;0.00;0.00;;3631.09;;32330000;980;53922.420;582.550;3631.090;0.000;0.000;0.000;;1;0001715;03;79366.70;0.00;0;1;0;79366.70;;;358.23;64303.78;;42655.99;88.0;;;;25000.00;0.00;0.00;58136.06;79366.70;11111.34;4087.39;595.25;7936.67;4087.39;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004166;;0324;160.0;69901.77;;8.0;3053.89;72955.66;72955.66;;0.00;72955.66;;14518.18;0.00;4795.57;0.00;4795.57;0.00;;536.42;0.00;365.36;120.00;0.00;0.00;;0.00;0.00;;31429.19;;31300000;910;21676.300;536.420;31429.190;0.000;0.000;0.000;;1;0001718;06;0.00;0.00;1;0;0;72955.66;;;365.74;58457.98;;50391.31;120.0;;;;25000.00;0.00;0.00;53641.91;72955.66;10213.79;3757.22;547.17;7295.57;3757.22;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004202;;0324;168.0;58060.04;;0.0;0.00;71713.40;71713.40;;0.00;71713.40;;14270.97;0.00;4671.34;0.00;4671.34;0.00;;527.71;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;150.00;;10000000;930;52093.380;527.710;150.000;0.000;0.000;0.000;;1;0001727;08;71713.40;0.00;0;1;0;71713.40;;;284.09;61380.88;;50423.67;168.0;;;;25000.00;0.00;0.00;52771.09;71713.40;10039.88;3693.24;537.85;7171.34;3693.24;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004208;;0324;168.0;79954.10;;0.0;0.00;79954.10;79954.10;;0.00;79954.10;;15910.87;0.00;5495.41;0.00;5495.41;0.00;;0.00;0.00;365.36;128.00;0.00;0.00;;0.00;0.00;;3323.00;;32250000;920;55224.820;0.000;3323.000;0.000;0.000;0.000;;1;0001729;03;0.00;0.00;1;0;0;79954.10;;;401.11;61380.88;;58938.12;128.0;;;;25000.00;0.00;0.00;58547.82;79954.10;11193.57;4117.64;599.66;7995.41;4117.64;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004221;;0324;195.0;121279.02;;0.0;0.00;121279.02;121279.02;;0.00;121279.02;;24134.52;0.00;9627.90;0.00;9627.90;0.00;;875.17;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;2088.00;;22200000;930;84553.430;875.170;2088.000;0.000;0.000;0.000;;1;0001734;06;0.00;0.00;1;0;0;121279.02;;;509.25;71245.66;;107932.69;195.0;;;;25000.00;0.00;0.00;87516.60;121279.02;16979.06;6245.87;909.59;12127.90;6245.87;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004244;;0324;0.0;0.00;;0.0;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;365.36;0.00;0.00;0.00;;0.00;0.00;;0.00;;32230000;997;0.000;0.000;0.000;0.000;0.000;0.000;;1;0001741;03;0.00;0.00;1;0;0;0.00;;;0.00;0.00;;0.00;0.0;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004247;;0324;0.0;0.00;;0.0;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;365.36;0.00;0.00;0.00;;0.00;0.00;;0.00;;32320000;930;0.000;0.000;0.000;0.000;0.000;0.000;;1;0001744;03;0.00;0.00;1;0;0;0.00;;;0.00;0.00;;0.00;0.0;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004248;;0324;196.0;140926.44;;0.0;0.00;140926.44;140926.44;;0.00;140926.44;;28044.36;0.00;11592.64;0.00;11592.64;0.00;;1012.89;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;11201.00;;32320000;910;89075.550;1012.890;11201.000;0.000;0.000;0.000;;1;0001745;03;0.00;0.00;1;0;0;140926.44;;;590.30;71611.03;;125455.87;196.0;;;;25000.00;0.00;0.00;101289.44;140926.44;19729.70;7257.71;1056.95;14092.64;7257.71;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004250;;0324;0.0;0.00;;0.0;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;365.36;0.00;0.00;0.00;;0.00;0.00;;0.00;;32250000;980;0.000;0.000;0.000;0.000;0.000;0.000;;1;0001747;03;0.00;0.00;1;0;0;0.00;;;0.00;0.00;;0.00;0.0;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004255;;0324;186.0;79779.35;;0.0;0.00;82512.71;82512.71;;0.00;82512.71;;16420.03;0.00;5751.27;0.00;5751.27;0.00;;603.41;0.00;365.36;120.00;0.00;0.00;;0.00;0.00;;7396.00;;32320000;997;52342.000;603.410;7396.000;0.000;0.000;0.000;;1;0001748;03;82512.71;0.00;0;1;0;82512.71;;;349.09;67957.40;;58504.15;138.0;;;;25000.00;0.00;0.00;60341.41;82512.71;11551.78;4249.40;618.85;8251.27;4249.40;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004261;;0324;214.0;108781.43;;0.0;0.00;108781.43;108781.43;;0.00;108781.43;;21647.50;0.00;8378.14;0.00;8378.14;0.00;;787.56;0.00;383.63;168.00;0.00;0.00;;0.00;0.00;;1187.00;;32270000;930;76781.230;787.560;1187.000;0.000;0.000;0.000;;1;0001749;03;0.00;0.00;1;0;0;108781.43;;;407.05;78187.55;;98113.45;214.0;;;;25000.00;0.00;0.00;78755.79;108781.43;15229.40;5602.24;815.86;10878.14;5602.24;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004269;;0324;192.0;144280.31;;0.0;0.00;144280.31;144280.31;;0.00;144280.31;;28711.78;0.00;11928.03;0.00;11928.03;0.00;;1036.41;0.00;383.63;168.00;0.00;0.00;;0.00;0.00;;2108.00;;32250000;930;100496.090;1036.410;2108.000;0.000;0.000;0.000;;1;0001750;03;0.00;0.00;1;0;0;144280.31;;;619.81;70149.58;;128036.21;192.0;;;;25000.00;0.00;0.00;103640.50;144280.31;20199.24;7430.44;1082.10;14428.03;7430.44;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004288;;0324;203.0;132467.16;;0.0;0.00;132467.16;132467.16;;0.00;132467.16;;26360.96;0.00;10746.72;0.00;10746.72;0.00;;953.60;0.00;328.83;168.00;0.00;0.00;;0.00;0.00;;150.00;;32320000;992;94255.880;953.600;150.000;0.000;0.000;0.000;;1;0001752;03;0.00;0.00;1;0;0;132467.16;;;531.27;74168.56;;118543.65;203.0;;;;25000.00;0.00;0.00;95359.48;132467.16;18545.40;6822.06;993.50;13246.72;6822.06;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004302;;0324;168.0;98447.92;;0.0;0.00;98447.92;98447.92;;0.00;98447.92;;19591.14;0.00;7344.79;0.00;7344.79;0.00;;0.00;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;2937.00;;31400000;930;68574.990;0.000;2937.000;0.000;0.000;0.000;;1;0001756;06;0.00;0.00;1;0;0;98447.92;;;493.04;61380.88;;85526.43;168.0;;;;25000.00;0.00;0.00;71511.99;98447.92;13782.71;5070.07;738.36;9844.79;5070.07;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004322;;0324;192.0;121286.14;;0.0;0.00;121286.14;121286.14;;0.00;121286.14;;24135.94;0.00;9628.61;0.00;9628.61;0.00;;5079.22;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;950.00;;32320000;401;81492.370;5079.220;950.000;0.000;0.000;0.000;;1;0001763;03;0.00;0.00;1;0;0;121286.14;;;517.35;70149.58;;107379.73;192.0;;;;25000.00;0.00;0.00;87521.59;121286.14;16980.06;6246.24;909.65;12128.61;6246.24;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004324;;0324;130.0;77389.84;;48.0;21846.47;99236.31;99236.31;;0.00;99236.31;;19748.03;0.00;7423.63;0.00;7423.63;0.00;;720.65;0.00;365.36;120.00;0.00;0.00;;0.00;0.00;;13525.61;;32220000;980;57818.390;720.650;13525.610;0.000;0.000;0.000;;1;0001764;03;0.00;0.00;1;0;0;99236.31;;;464.84;47497.11;;64894.98;130.0;;;;25000.00;0.00;0.00;72064.65;99236.31;13893.08;5110.67;744.27;9923.63;5110.67;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004326;;0324;198.0;111688.46;;0.0;0.00;111688.46;111688.46;;0.00;111688.46;;22226.00;0.00;8668.85;0.00;8668.85;0.00;;0.00;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;6375.00;;32230000;930;74418.610;0.000;6375.000;0.000;0.000;0.000;;1;0004326;03;0.00;0.00;1;0;0;111688.46;;;468.72;72341.75;;101609.10;198.0;;;;25000.00;0.00;0.00;80793.61;111688.46;15636.38;5751.96;837.66;11168.85;5751.96;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004331;;0324;227.0;115711.30;;0.0;0.00;115711.30;115711.30;;0.00;115711.30;;23026.55;0.00;9071.13;0.00;9071.13;0.00;;836.14;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;1755.00;;32400000;920;81022.480;836.140;1755.000;0.000;0.000;0.000;;1;0001767;03;0.00;0.00;1;0;0;115711.30;;;403.88;82937.26;;104855.07;227.0;;;;25000.00;0.00;0.00;83613.62;115711.30;16199.58;5959.13;867.83;11571.13;5959.13;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004341;;0324;183.0;100624.88;;0.0;0.00;100624.88;100624.88;;0.00;100624.88;;20024.35;0.00;7562.49;0.00;7562.49;0.00;;730.38;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;150.00;;31300000;997;72157.660;730.380;150.000;0.000;0.000;0.000;;1;0001773;06;0.00;0.00;1;0;0;100624.88;;;452.51;66861.32;;88461.42;183.0;;;;25000.00;0.00;0.00;73038.04;100624.88;14087.48;5182.18;754.69;10062.49;5182.18;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004349;;0324;0.0;0.00;;0.0;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;365.36;0.00;0.00;0.00;;0.00;0.00;;0.00;;32220000;930;0.000;0.000;0.000;0.000;0.000;0.000;;1;0001774;03;0.00;0.00;1;0;0;0.00;;;0.00;0.00;;0.00;0.0;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004354;;0324;168.0;74521.37;;0.0;0.00;74521.37;74521.37;;0.00;74521.37;;14829.75;0.00;4952.14;0.00;4952.14;0.00;;547.40;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;1951.00;;42000000;910;52241.080;547.400;1951.000;0.000;0.000;0.000;;1;0001776;03;0.00;0.00;1;0;0;74521.37;;;369.84;61380.88;;64828.73;168.0;;;;25000.00;0.00;0.00;54739.48;74521.37;10432.99;3837.85;558.91;7452.14;3837.85;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004366;;0324;138.0;122888.94;;72.0;48589.22;171478.16;171478.16;;0.00;171478.16;;34124.15;0.00;14647.82;0.00;14647.82;0.00;;1227.06;0.00;365.36;96.00;0.00;0.00;;0.00;0.00;;150.00;;32220000;930;121329.130;1227.060;150.000;0.000;0.000;0.000;;1;0002056;03;0.00;0.00;1;0;0;171478.16;;;658.96;50420.01;;105176.18;138.0;;;;25000.00;0.00;0.00;122706.19;171478.16;24006.94;8831.13;1286.09;17147.82;8831.13;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004371;;0324;168.0;87429.12;;0.0;0.00;87429.12;87429.12;;0.00;87429.12;;17398.39;0.00;6242.91;0.00;6242.91;0.00;;637.88;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;0.00;;32260000;920;63149.940;637.880;0.000;0.000;0.000;0.000;;1;0001782;03;0.00;0.00;1;0;0;87429.12;;;436.30;61380.88;;75994.60;168.0;;;;25000.00;0.00;0.00;63787.82;87429.12;12240.08;4502.60;655.72;8742.91;4502.60;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004389;;0324;258.0;208731.85;;0.0;0.00;208731.85;208731.85;;0.00;208731.85;;41537.64;0.00;18373.19;0.00;18373.19;0.00;;0.00;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;3703.98;;32320000;997;145117.040;0.000;3703.980;0.000;0.000;0.000;;1;0001787;03;0.00;0.00;1;0;0;208731.85;;;638.93;94263.49;;191986.74;258.0;;;;25000.00;0.00;0.00;148821.02;208731.85;29222.46;10749.69;1565.49;20873.19;10749.69;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004392;;0324;220.0;141364.89;;0.0;0.00;141364.89;141364.89;;0.00;141364.89;;28131.61;0.00;11636.49;0.00;11636.49;0.00;;1020.73;0.00;365.36;200.00;0.00;0.00;;0.00;0.00;;1155.00;;32330000;930;99421.060;1020.730;1155.000;0.000;0.000;0.000;;1;0001788;03;0.00;0.00;1;0;0;141364.89;;;501.14;80379.72;;126130.20;220.0;;;;25000.00;0.00;0.00;101596.79;141364.89;19791.08;7280.29;1060.24;14136.49;7280.29;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004393;;0324;188.0;103200.97;;0.0;0.00;103200.97;103200.97;;0.00;103200.97;;20536.99;0.00;7820.10;0.00;7820.10;0.00;;751.42;0.00;365.36;188.00;0.00;0.00;;0.00;0.00;;18030.35;;32330000;910;56062.110;751.420;18030.350;0.000;0.000;0.000;;1;0001789;03;0.00;0.00;1;0;0;103200.97;;;428.19;68688.13;;90642.91;188.0;;;;25000.00;0.00;0.00;74843.88;103200.97;14448.14;5314.85;774.01;10320.10;5314.85;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004396;;0324;202.0;128399.12;;0.0;0.00;128399.12;128399.12;;0.00;128399.12;;25551.42;0.00;10339.91;0.00;10339.91;0.00;;928.65;0.00;365.36;192.00;0.00;0.00;;0.00;0.00;;16080.00;;32330000;997;75499.140;928.650;16080.000;0.000;0.000;0.000;;1;0001790;03;0.00;0.00;1;0;0;128399.12;;;501.14;73803.20;;113773.81;202.0;;;;25000.00;0.00;0.00;92507.79;128399.12;17975.88;6612.55;962.99;12839.91;6612.55;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004397;;0324;177.0;89066.49;;8.0;3182.63;92249.12;92249.12;;0.00;92249.12;;18357.57;0.00;6724.91;0.00;6724.91;0.00;;671.67;0.00;365.36;160.00;0.00;0.00;;0.00;0.00;;7042.00;;32310000;991;59452.970;671.670;7042.000;0.000;0.000;0.000;;1;0001791;06;0.00;0.00;1;0;0;92249.12;;;411.31;64669.14;;78563.31;177.0;;;;25000.00;0.00;0.00;67166.64;92249.12;12914.88;4750.83;691.87;9224.91;4750.83;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004400;;0324;107.0;82792.19;;72.0;44090.92;126883.11;126883.11;;0.00;126883.11;;25249.74;0.00;10188.31;0.00;10188.31;0.00;;0.00;0.00;365.36;96.00;0.00;0.00;;0.00;0.00;;0.00;;32250000;930;91445.060;0.000;0.000;0.000;0.000;0.000;;1;0001792;04;0.00;0.00;1;0;0;126883.11;;;599.76;39093.77;;67476.72;107.0;;;;25000.00;0.00;0.00;91445.06;126883.11;17763.64;6534.48;951.62;12688.31;6534.48;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004430;;0324;236.0;139472.87;;3.0;0.00;139472.87;139472.87;;0.00;139472.87;;27755.10;0.00;11447.29;0.00;11447.29;0.00;;1002.71;0.00;365.36;165.00;0.00;0.00;;0.00;0.00;;13968.75;;32270000;910;85299.020;1002.710;13968.750;0.000;0.000;0.000;;1;0001800;03;0.00;0.00;1;0;0;139472.87;;;468.72;86225.52;;127717.37;236.0;;;;25000.00;0.00;0.00;100270.48;139472.87;19526.20;7182.85;1046.05;13947.29;7182.85;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004434;;0324;184.0;97382.22;;2.0;0.00;97382.22;97382.22;;0.00;97382.22;;19379.06;0.00;7238.22;0.00;7238.22;0.00;;707.65;0.00;365.36;166.00;0.00;0.00;;0.00;0.00;;15440.32;;32250000;910;54616.970;707.650;15440.320;0.000;0.000;0.000;;1;0001801;03;0.00;0.00;1;0;0;97382.22;;;436.30;67226.68;;86373.53;184.0;;;;25000.00;0.00;0.00;70764.94;97382.22;13633.51;5015.18;730.37;9738.22;5015.18;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004463;;0324;208.0;95874.15;;0.0;0.00;95874.15;95874.15;;0.00;95874.15;;19078.96;0.00;7087.42;0.00;7087.42;0.00;;697.08;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;18474.67;;32290000;910;50536.020;697.080;18474.670;0.000;0.000;0.000;;1;0001804;03;0.00;0.00;1;0;0;95874.15;;;369.84;75995.38;;86181.50;208.0;;;;25000.00;0.00;0.00;69707.77;95874.15;13422.38;4937.52;719.06;9587.41;4937.52;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004473;;0324;168.0;107528.61;;0.0;0.00;107528.61;107528.61;;0.00;107528.61;;21398.19;0.00;8252.86;0.00;8252.86;0.00;;778.78;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;5262.68;;41000000;930;71836.100;778.780;5262.680;0.000;0.000;0.000;;1;0001806;06;0.00;0.00;1;0;0;107528.61;;;541.67;61380.88;;93696.58;168.0;;;;25000.00;0.00;0.00;77877.56;107528.61;15054.01;5537.72;806.46;10752.86;5537.72;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004479;;0324;204.0;111411.89;;0.0;0.00;111411.89;111411.89;;0.00;111411.89;;22170.97;0.00;8641.19;0.00;8641.19;0.00;;809.57;0.00;365.36;192.00;0.00;0.00;;0.00;0.00;;9043.00;;32330000;980;70747.160;809.570;9043.000;0.000;0.000;0.000;;1;0001807;03;0.00;0.00;1;0;0;111411.89;;;428.19;74533.93;;98915.49;204.0;;;;25000.00;0.00;0.00;80599.73;111411.89;15597.66;5737.71;835.59;11141.19;5737.71;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004485;;0324;190.0;94960.16;;8.0;3323.01;98283.17;98283.17;;0.00;98283.17;;19558.35;0.00;7328.32;0.00;7328.32;0.00;;713.97;0.00;365.36;160.00;0.00;0.00;;0.00;0.00;;2863.19;;32400000;910;67819.340;713.970;2863.190;0.000;0.000;0.000;;1;0001809;06;0.00;0.00;1;0;0;98283.17;;;404.43;69418.85;;84632.77;190.0;;;;25000.00;0.00;0.00;71396.50;98283.17;13759.64;5061.58;737.12;9828.32;5061.58;0.00;109;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004486;;0324;234.0;182171.11;;0.0;0.00;182171.11;182171.11;;0.00;182171.11;;36252.05;0.00;15717.11;0.00;15717.11;0.00;;1302.02;0.00;383.63;168.00;0.00;0.00;;0.00;0.00;;0.00;;32240000;930;128899.930;1302.020;0.000;0.000;0.000;0.000;;1;0001810;04;0.00;0.00;1;0;0;182171.11;;;611.30;85494.80;;165739.25;234.0;;;;25000.00;0.00;0.00;130201.95;182171.11;25503.96;9381.81;1366.28;18217.11;9381.81;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004496;;0324;0.0;0.00;;0.0;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;365.36;0.00;0.00;0.00;;0.00;0.00;;0.00;;32230000;992;0.000;0.000;0.000;0.000;0.000;0.000;;1;0001813;04;0.00;0.00;1;0;0;0.00;;;0.00;0.00;;0.00;0.0;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004500;;0324;168.0;47873.20;;0.0;0.00;67920.64;67920.64;;0.00;67920.64;;13516.21;0.00;4292.06;0.00;4292.06;0.00;;0.00;0.00;365.36;16.00;0.00;0.00;;0.00;0.00;;576.00;;32220000;910;49536.370;0.000;576.000;0.000;0.000;0.000;;1;0001815;03;67920.64;0.00;0;1;0;67920.64;;;246.03;61380.88;;6174.16;16.0;;;;25000.00;0.00;0.00;50112.37;67920.64;9508.89;3497.91;509.40;6792.06;3497.91;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
0004504;;0324;168.0;106318.49;;0.0;0.00;106318.49;106318.49;;0.00;106318.49;;21157.38;0.00;8131.85;0.00;8131.85;0.00;;770.29;0.00;365.36;168.00;0.00;0.00;;0.00;0.00;;150.00;;32320000;930;76108.970;770.290;150.000;0.000;0.000;0.000;;1;0001816;03;0.00;0.00;1;0;0;106318.49;;;533.56;61380.88;;92334.89;168.0;;;;25000.00;0.00;0.00;77029.26;106318.49;14884.59;5475.40;797.39;10631.85;5475.40;0.00;093;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
