MBRD,RBVP,SLOV,SATI,IZNO,PERC,KOEF,RJ,BRIG,POK2,RBTC,KONT,RBKO
0005605,025,O,1,,,71082.45,603,00000,K,31300000,,
0005605,019,L,212,,,71082.45,603,00000,I,31300000,,
0005875,001,A,40,,,65091.01,603,00000,G,31300000,,
0005875,012,C,144,,,65091.01,603,00000,G,31300000,,
0005875,019,L,40,,,65091.01,603,00000,I,31300000,,
0004302,001,A,183,,,86774.32,604,00000,G,31400000,,
0004302,025,O,1,,,86774.32,604,00000,K,31400000,,
0004302,019,L,183,,,86774.32,604,00000,I,31400000,,
0005116,001,A,180,,,75362.05,604,00000,G,31400000,,
0005116,024,O,4,,,75362.05,604,00000,K,31400000,,
0005116,001,A,0,,,75362.05,604,00000,G,31400000,,
0005116,019,L,180,,,75362.05,604,00000,I,31400000,,
0004389,001,A,184,,,112451.93,202,00000,G,32320000,,
0004389,002,G,99,,,112451.93,202,00000,K,32320000,,
0004389,019,L,283,,,112451.93,202,00000,I,32320000,,
0006134,001,A,162,,,103892.72,202,00000,G,32320000,,
0006134,002,G,24,,,103892.72,202,00000,K,32320000,,
0006134,010,O,16,,,103892.72,202,00000,G,32320000,,
0006134,024,O,3,,,103892.72,202,00000,K,32320000,,
0006134,025,O,3,,,103892.72,202,00000,K,32320000,,
0006134,019,L,186,,,103892.72,202,00000,I,32320000,,
0000800,001,A,177,,,103892.72,202,00800,G,32320000,,
0000800,002,G,12,,,103892.72,202,00800,K,32320000,,
0000800,025,O,7,,,103892.72,202,00800,K,32320000,,
0000800,019,L,189,,,103892.72,202,00800,I,32320000,,
0004248,002,G,6,,,103892.72,202,04248,K,32320000,,
0004248,009,O,104,,,103892.72,202,04248,G,32320000,,
0004248,012,C,80,,,103892.72,202,04248,G,32320000,,
0004248,019,L,6,,,103892.72,202,04248,I,32320000,,
0004255,001,A,181,,,68229.39,307,04255,G,32320000,,
0004255,002,G,18,,,68229.39,307,04255,K,32320000,,
0004255,025,O,3,,,68229.39,307,04255,K,32320000,,
0004255,019,L,199,,,68229.39,307,04255,I,32320000,,
0004288,001,A,183,,,103892.72,202,04288,G,32320000,,
0004288,002,G,49,,,103892.72,202,04288,K,32320000,,
0004288,025,O,1,,,103892.72,202,04288,K,32320000,,
0004288,019,L,232,,,103892.72,202,04288,I,32320000,,
0004322,001,A,56,,,91053.92,202,04322,G,32320000,,
0004322,002,G,18,,,91053.92,202,04322,K,32320000,,
0004322,009,O,72,,,91053.92,202,04322,G,32320000,,
0004322,012,C,56,,,91053.92,202,04322,G,32320000,,
0004322,019,L,74,,,91053.92,202,04322,I,32320000,,
0004504,001,A,184,,,93906.99,202,04504,G,32320000,,
0004504,019,L,184,0,,93906.99,202,04504,I,32320000,,
0004565,009,O,64,,,111025.39,202,04565,G,32320000,,
0004565,012,C,120,,,111025.39,202,04565,G,32320000,,
0004594,001,A,184,,,111025.39,202,04594,G,32320000,,
0004594,019,L,184,,,111025.39,202,04594,I,32320000,,
0004698,001,A,184,,,118158.06,202,04698,G,32320000,,
0004698,002,G,21,,,118158.06,202,04698,K,32320000,,
0004698,019,L,205,,,118158.06,202,04698,I,32320000,,
0004721,001,A,184,,,91053.92,202,04721,G,32320000,,
0004721,002,G,110,,,91053.92,202,04721,K,32320000,,
0004721,019,L,294,,,91053.92,202,04721,I,32320000,,
0004773,013,C,184,0,,102466.19,407,00000,G,32320000,,
0004866,001,A,184,,,106745.79,202,04866,G,32320000,,
0004866,002,G,80,,,106745.79,202,04866,K,32320000,,
0004866,019,L,264,0,,106745.79,202,04866,I,32320000,,
0005164,001,A,176,,,103892.72,202,05164,G,32320000,,
0005164,002,G,66,,,103892.72,202,05164,K,32320000,,
0005164,025,O,8,,,103892.72,202,05164,K,32320000,,
0005164,019,L,242,,,103892.72,202,05164,I,32320000,,
0005377,001,A,184,,,105319.26,202,05377,G,32320000,,
0005377,002,G,38,,,105319.26,202,05377,K,32320000,,
0005377,019,L,222,,,105319.26,202,05377,I,32320000,,
0005431,001,A,184,,,118158.06,202,05431,G,32320000,,
0005431,002,G,37,,,118158.06,202,05431,K,32320000,,
0005431,019,L,221,,,118158.06,202,05431,I,32320000,,
0005432,001,A,8,,,92480.46,404,00000,G,32320000,,
0005432,012,C,176,,,92480.46,404,00000,G,32320000,,
0005432,019,L,8,0,,92480.46,404,00000,I,32320000,,
0005566,001,A,180,,,76788.59,202,05566,G,32320000,,
0005566,002,G,24,,,76788.59,202,05566,K,32320000,,
0005566,025,O,4,,,76788.59,202,05566,K,32320000,,
0005566,019,L,204,,,76788.59,202,05566,I,32320000,,
0005635,001,A,184,,,105319.26,202,05635,G,32320000,,
0005635,002,G,50,,,105319.26,202,05635,K,32320000,,
0005635,019,L,234,,,105319.26,202,05635,I,32320000,,
0005709,001,A,184,,,103892.72,202,05709,G,32320000,,
0005709,002,G,23,,,103892.72,202,05709,K,32320000,,
0005709,019,L,207,,,103892.72,202,05709,I,32320000,,
0005713,001,A,177,,,113878.46,202,05713,G,32320000,,
0005713,002,G,10,,,113878.46,202,05713,K,32320000,,
0005713,025,O,7,,,113878.46,202,05713,K,32320000,,
0005713,019,L,187,,,113878.46,202,05713,I,32320000,,
0005723,001,A,88,,,113409.42,202,05723,G,32320000,,
0005723,012,C,96,,,113409.42,202,05723,G,32320000,,
0005723,019,L,88,,,113409.42,202,05723,I,32320000,,
0005723,,,,,,113409.42,202,05723,,32320000,,
0005793,001,A,63,,,103892.72,202,05793,G,32320000,,
0005793,009,O,120,,,103892.72,202,05793,G,32320000,,
0005793,025,O,1,,,103892.72,202,05793,K,32320000,,
0005793,019,L,63,,,103892.72,202,05793,I,32320000,,
0005793,,,,,,103892.72,202,05793,,32320000,,
0005797,001,A,179,,,102466.19,401,00000,G,32320000,,
0005797,002,G,18,,,102466.19,401,00000,K,32320000,,
0005797,025,O,5,,,102466.19,401,00000,K,32320000,,
0005797,019,L,197,,,102466.19,401,00000,I,32320000,,
0005890,001,A,179,,,99613.12,202,05890,G,32320000,,
0005890,002,G,19,,,99613.12,202,05890,K,32320000,,
0005890,023,O,6,,,99613.12,202,05890,G,32320000,,
0005890,019,L,197,,,99613.12,202,05890,I,32320000,,
0005922,001,A,184,,,93906.99,202,05922,G,32320000,,
0005922,002,G,32,,,93906.99,202,05922,K,32320000,,
0005922,019,L,216,,,93906.99,202,05922,I,32320000,,
0005938,001,A,64,,,118158.06,305,05938,G,32320000,,
0005938,002,G,12,,,118158.06,305,05938,K,32320000,,
0005938,009,O,120,,,118158.06,305,05938,G,32320000,,
0005938,019,L,76,,,118158.06,305,05938,I,32320000,,
0005943,001,A,64,,,65091.01,202,05943,G,32320000,,
0005943,002,G,12,,,65091.01,202,05943,K,32320000,,
0005943,009,O,120,,,65091.01,202,05943,G,32320000,,
0005943,019,L,76,,,65091.01,202,05943,I,32320000,,
0005943,,,,,,65091.01,202,05943,,32320000,,
0005950,001,A,181,,,103892.72,202,05950,G,32320000,,
0005950,002,G,8,,,103892.72,202,05950,K,32320000,,
0005950,025,O,3,,,103892.72,202,05950,K,32320000,,
0005950,019,L,189,,,103892.72,202,05950,I,32320000,,
0005987,001,A,63,,,103892.72,202,05987,G,32320000,,
0005987,002,G,36,,,103892.72,202,05987,K,32320000,,
0005987,009,O,120,,,103892.72,202,05987,G,32320000,,
0005987,025,O,1,,,103892.72,202,05987,K,32320000,,
0005987,019,L,99,,,103892.72,202,05987,I,32320000,,
0006059,001,A,181,,,113878.46,202,06059,G,32320000,,
0006059,025,O,2,,,113878.46,202,06059,K,32320000,,
0006059,018,O,1,,,113878.46,202,06059,K,32320000,,
0006059,019,L,181,,,113878.46,202,06059,I,32320000,,
0006084,001,A,184,,,113878.46,302,06084,G,32320000,,
0006084,002,G,8,,,113878.46,302,06084,K,32320000,,
0006084,019,L,192,,,113878.46,302,06084,I,32320000,,
0006100,001,A,120,,,103892.72,202,06100,G,32320000,,
0006100,002,G,12,,,103892.72,202,06100,K,32320000,,
0006100,012,C,64,,,103892.72,202,06100,G,32320000,,
0006100,019,L,132,0,,103892.72,202,06100,I,32320000,,
0006119,009,O,72,,,118158.06,202,06119,G,32320000,,
0006119,012,C,112,0,,118158.06,202,06119,G,32320000,,
0006120,001,A,184,,,103892.72,202,06120,G,32320000,,
0006120,002,G,6,,,103892.72,202,06120,K,32320000,,
0006120,019,L,190,,,103892.72,202,06120,I,32320000,,
0006133,001,A,184,,,118158.06,202,06133,G,32320000,,
0006133,002,G,6,,,118158.06,202,06133,K,32320000,,
0006133,019,L,190,,,118158.06,202,06133,I,32320000,,
0006164,001,A,179,,,102466.19,602,06164,G,32320000,,
0006164,002,G,18,,,102466.19,602,06164,K,32320000,,
0006164,025,O,5,,,102466.19,602,06164,K,32320000,,
0006164,019,L,197,,,102466.19,602,06164,I,32320000,,
0006166,001,A,176,,,102466.19,202,06166,G,32320000,,
0006166,002,G,12,,,102466.19,202,06166,K,32320000,,
0006166,025,O,8,,,102466.19,202,06166,K,32320000,,
0006166,019,L,188,,,102466.19,202,06166,I,32320000,,
0006168,001,A,183,,,92480.46,202,06168,G,32320000,,
0006168,002,G,23,,,92480.46,202,06168,K,32320000,,
0006168,025,O,1,,,92480.46,202,06168,K,32320000,,
0006168,019,L,206,0,,92480.46,202,06168,I,32320000,,
0006174,001,A,181,,,92480.46,202,06174,G,32320000,,
0006174,002,G,41,,,92480.46,202,06174,K,32320000,,
0006174,023,O,3,,,92480.46,202,06174,G,32320000,,
0006174,019,L,222,,,92480.46,202,06174,I,32320000,,
0006211,001,A,183,,,113878.46,304,06211,G,32320000,,
0006211,002,G,14,,,113878.46,304,06211,K,32320000,,
0006211,023,O,1,,,113878.46,304,06211,G,32320000,,
0006211,019,L,197,0,,113878.46,304,06211,I,32320000,,
0006234,012,C,184,,,78215.12,202,06234,G,32320000,,
0006235,001,A,184,,,103892.72,202,06235,G,32320000,,
0006235,002,G,12,,,103892.72,202,06235,K,32320000,,
0006235,019,L,196,,,103892.72,202,06235,I,32320000,,
0006257,001,A,170,,,91053.92,202,06257,G,32320000,,
0006257,002,G,3,,,91053.92,202,06257,K,32320000,,
0006257,025,O,14,,,91053.92,202,06257,K,32320000,,
0006257,019,L,173,,,91053.92,202,06257,I,32320000,,
0006267,001,A,64,,,105319.26,403,06267,G,32320000,,
0006267,002,G,24,,,105319.26,403,06267,K,32320000,,
0006267,009,O,120,,,105319.26,403,06267,G,32320000,,
0006267,019,L,88,,,105319.26,403,06267,I,32320000,,
0006400,001,A,181,,,93906.99,401,06400,G,32320000,,
0006400,025,O,3,,,93906.99,401,06400,K,32320000,,
0006400,019,L,181,,,93906.99,401,06400,I,32320000,,
0006401,001,A,177,,,91053.92,401,06401,G,32320000,,
0006401,002,G,24,,,91053.92,401,06401,K,32320000,,
0006401,023,O,7,,,91053.92,401,06401,G,32320000,,
0006401,019,L,201,0,,91053.92,401,06401,I,32320000,,
0006402,001,A,184,,,113878.46,401,06402,G,32320000,,
0006402,002,G,12,,,113878.46,401,06402,K,32320000,,
0006402,019,L,196,,,113878.46,401,06402,I,32320000,,
0006409,001,A,184,,,68229.39,401,00000,G,32320000,,
0006409,002,G,24,,,68229.39,401,00000,K,32320000,,
0006409,019,L,208,,,68229.39,401,00000,I,32320000,,
0006450,001,A,104,,,76788.59,401,06450,G,32320000,,
0006450,012,C,80,,,76788.59,401,06450,G,32320000,,
0006450,019,L,104,0,,76788.59,401,06450,I,32320000,,
0006469,001,A,182,0,,91053.92,401,06469,G,32320000,,
0006469,002,G,48,,,91053.92,401,06469,K,32320000,,
0006469,023,O,1,,,91053.92,401,06469,G,32320000,,
0006469,025,O,1,,,91053.92,401,06469,K,32320000,,
0006469,019,L,230,,,91053.92,401,06469,I,32320000,,
0006521,001,A,64,,,93906.99,202,06521,G,32320000,,
0006521,002,G,18,,,93906.99,202,06521,K,32320000,,
0006521,009,O,120,,,93906.99,202,06521,G,32320000,,
0006521,019,L,82,,,93906.99,202,06521,I,32320000,,
0006539,001,A,64,,,99613.12,401,06539,G,32320000,,
0006539,002,G,18,,,99613.12,401,06539,K,32320000,,
0006539,009,O,120,,,99613.12,401,06539,G,32320000,,
0006539,019,L,82,,,99613.12,401,06539,I,32320000,,
0006549,009,O,72,,,74893.01,602,06549,G,32320000,,
0006549,012,C,112,,,74893.01,602,06549,G,32320000,,
0006554,001,A,182,,,103892.72,401,06554,G,32320000,,
0006554,002,G,24,,,103892.72,401,06554,K,32320000,,
0006554,025,O,2,,,103892.72,401,06554,K,32320000,,
0006554,019,L,206,,,103892.72,401,06554,I,32320000,,
0006555,001,A,160,,,98186.59,404,06555,G,32320000,,
0006555,025,O,18,,,98186.59,404,06555,K,32320000,,
0006555,018,O,6,,,98186.59,404,06555,K,32320000,,
0006555,019,L,160,,,98186.59,404,06555,I,32320000,,
0006557,002,G,18,,,91053.92,401,06557,K,32320000,,
0006557,019,L,202,,,91053.92,401,06557,I,32320000,,
0006563,001,A,184,,,102466.19,401,06563,G,32320000,,
0006563,002,G,12,,,102466.19,401,06563,K,32320000,,
0006563,004,B,30,,,102466.19,401,06563,K,32320000,,
0006563,019,L,196,0,,102466.19,401,06563,I,32320000,,
0006565,001,A,28,,,78215.12,401,06565,G,32320000,,
0006565,009,O,24,,,78215.12,401,06565,G,32320000,,
0006565,012,C,128,,,78215.12,401,06565,G,32320000,,
0006565,025,O,4,,,78215.12,401,06565,K,32320000,,
0006565,019,L,28,0,,78215.12,401,06565,I,32320000,,
0006571,001,A,168,,,92480.46,401,06571,G,32320000,,
0006571,002,G,60,,,92480.46,401,06571,K,32320000,,
0006571,009,O,16,,,92480.46,401,06571,G,32320000,,
0006571,019,L,228,,,92480.46,401,06571,I,32320000,,
0006573,001,A,184,,,91053.92,202,06573,G,32320000,,
0006573,002,G,12,,,91053.92,202,06573,K,32320000,,
0006573,019,L,196,,,91053.92,202,06573,I,32320000,,
0006588,001,A,166,,,76788.59,401,06588,G,32320000,,
0006588,002,G,3,,,76788.59,401,06588,K,32320000,,
0006588,025,O,18,,,76788.59,401,06588,K,32320000,,
0006588,019,L,169,,,76788.59,401,06588,I,32320000,,
0006593,002,G,18,,,113878.46,202,06593,K,32320000,,
0006593,019,L,202,0,,113878.46,202,06593,I,32320000,,
0006649,012,C,184,,,65091.01,406,06649,G,32320000,,
0006660,001,A,184,,,91053.92,301,06660,G,32320000,,
0006660,002,G,24,,,91053.92,301,06660,K,32320000,,
0006660,019,L,208,,,91053.92,301,06660,I,32320000,,
0006674,001,A,136,,,78215.12,401,06539,G,32320000,,
0006674,002,G,6,,,78215.12,401,06539,K,32320000,,
0006674,012,C,48,,,78215.12,401,06539,G,32320000,,
0006674,019,L,142,0,,78215.12,401,06539,I,32320000,,
0006675,001,A,54,,,76788.59,401,06539,G,32320000,,
0006675,002,G,6,,,76788.59,401,06539,K,32320000,,
0006675,019,L,0,,,76788.59,401,06539,I,32320000,,
0006675,019,L,60,,,76788.59,401,06539,I,32320000,,
0006675,009,O,120,,,76788.59,401,06539,G,32320000,,
0006675,025,O,10,,,76788.59,401,06539,K,32320000,,
0006678,001,A,184,,,76788.59,667,86539,G,32320000,,
0006678,002,G,24,,,76788.59,667,86539,K,32320000,,
0006678,019,L,208,0,,76788.59,667,86539,I,32320000,,
0006682,009,O,112,,,65091.01,401,06682,G,32320000,,
0006682,012,C,72,,,65091.01,401,06682,G,32320000,,
0006682,,,,,,65091.01,401,06682,,32320000,,
0006687,001,A,120,,,65091.01,403,06687,G,32320000,,
0006687,012,C,48,,,65091.01,403,06687,G,32320000,,
0006687,025,O,16,,,65091.01,403,06687,K,32320000,,
0006687,019,L,120,,,65091.01,403,06687,I,32320000,,
0006688,001,A,146,,,65091.01,403,06688,G,32320000,,
0006688,002,G,2,,,65091.01,403,06688,K,32320000,,
0006688,012,C,24,,,65091.01,403,06688,G,32320000,,
0006688,025,O,14,,,65091.01,403,06688,K,32320000,,
0006688,019,L,148,,,65091.01,403,06688,I,32320000,,
0006692,001,A,140,,,65091.01,404,06692,G,32320000,,
0006692,002,G,4,,,65091.01,404,06692,K,32320000,,
0006692,012,C,44,,,65091.01,404,06692,G,32320000,,
0006692,019,L,144,,,65091.01,404,06692,I,32320000,,
0006706,001,A,43,,,65091.01,404,06706,G,32320000,,
0006706,012,C,136,,,65091.01,404,06706,G,32320000,,
0006706,025,O,5,,,65091.01,404,06706,K,32320000,,
0006706,019,L,43,,,65091.01,404,06706,I,32320000,,
0006706,,,,,,65091.01,404,06706,,32320000,,
0006707,001,A,183,,,76788.59,404,06707,G,32320000,,
0006707,002,G,18,,,76788.59,404,06707,K,32320000,,
0006707,025,O,1,,,76788.59,404,06707,K,32320000,,
0006707,019,L,201,0,,76788.59,404,06707,I,32320000,,
0006709,001,A,181,,,65091.01,404,06709,G,32320000,,
0006709,002,G,24,,,65091.01,404,06709,K,32320000,,
0006709,025,O,3,,,65091.01,404,06709,K,32320000,,
0006709,019,L,205,0,,65091.01,404,06709,I,32320000,,
0006725,001,A,184,,,103892.72,404,06725,G,32320000,,
0006725,002,G,23,,,103892.72,404,06725,K,32320000,,
0006725,019,L,207,,,103892.72,404,06725,I,32320000,,
0006729,001,A,184,,,76788.59,401,06729,G,32320000,,
0006729,002,G,18,,,76788.59,401,06729,K,32320000,,
0006729,019,L,202,,,76788.59,401,06729,I,32320000,,
0009215,001,A,182,,,118158.06,202,09215,G,32320000,,
0009215,025,O,2,,,118158.06,202,09215,K,32320000,,
0009215,019,L,182,,,118158.06,202,09215,I,32320000,,
0009611,001,A,184,,,113878.46,202,09611,G,32320000,,
0009611,002,G,24,,,113878.46,202,09611,K,32320000,,
0009611,019,L,208,,,113878.46,202,09611,I,32320000,,
0010355,001,A,184,,,91053.92,202,10355,G,32320000,,
0010355,019,L,184,,,91053.92,202,10355,I,32320000,,
0004162,001,A,24,,,75362.05,203,04162,G,32330000,,
0004162,002,G,12,,,75362.05,203,04162,K,32330000,,
0004162,004,B,8,,,75362.05,203,04162,K,32330000,,
0004162,012,C,152,,,75362.05,203,04162,G,32330000,,
0004162,019,L,36,,,75362.05,203,04162,I,32330000,,
0004392,012,C,184,,,88200.86,203,04392,G,32330000,,
0004393,001,A,190,,,75362.05,203,04393,G,32330000,,
0004393,004,B,56,,,75362.05,203,04393,K,32330000,,
0004393,025,O,2,,,75362.05,203,04393,K,32330000,,
0004393,019,L,190,,,75362.05,203,04393,I,32330000,,
0004396,001,A,152,,,88200.86,203,04396,G,32330000,,
0004396,002,G,36,,,88200.86,203,04396,K,32330000,,
0004396,004,B,72,,,88200.86,203,04396,K,32330000,,
0004396,009,O,40,,,88200.86,203,04396,G,32330000,,
0004396,019,L,188,,,88200.86,203,04396,I,32330000,,
0004479,001,A,188,,,75362.05,203,04479,G,32330000,,
0004479,002,G,28,,,75362.05,203,04479,K,32330000,,
0004479,004,B,72,,,75362.05,203,04479,K,32330000,,
0004479,023,O,2,,,75362.05,203,04479,G,32330000,,
0004479,019,L,216,,,75362.05,203,04479,I,32330000,,
0004510,001,A,196,,,65091.01,451,04510,G,32330000,,
0004510,004,B,64,,,65091.01,451,04510,K,32330000,,
0004510,019,L,196,0,,65091.01,451,04510,I,32330000,,
0004729,001,A,60,,,88200.86,203,04729,G,32330000,,
0004729,004,B,24,,,88200.86,203,04729,K,32330000,,
0004729,009,O,120,,,88200.86,203,04729,G,32330000,,
0004729,023,O,2,,,88200.86,203,04729,G,32330000,,
0004729,025,O,1,,,88200.86,203,04729,K,32330000,,
0004729,019,L,60,,,88200.86,203,04729,I,32330000,,
0004730,001,A,200,,,75362.05,203,00000,G,32330000,,
0004730,004,B,64,,,75362.05,203,00000,K,32330000,,
0004730,019,L,200,,,75362.05,203,00000,I,32330000,,
0004759,001,A,192,,,88200.86,203,04759,G,32330000,,
0004759,002,G,12,,,88200.86,203,04759,K,32330000,,
0004759,004,B,64,,,88200.86,203,04759,K,32330000,,
0004759,019,L,204,,,88200.86,203,04759,I,32330000,,
0006622,001,A,196,,,65091.01,403,00000,G,32330000,,
0006622,002,G,16,,,65091.01,403,00000,K,32330000,,
0006622,004,B,64,,,65091.01,403,00000,K,32330000,,
0006622,019,L,212,,,65091.01,403,00000,I,32330000,,
0006645,001,A,188,,,65091.01,204,00000,G,32330000,,
0006645,004,B,64,,,65091.01,204,00000,K,32330000,,
0006645,019,L,188,,,65091.01,204,00000,I,32330000,,
0003981,001,A,154,,,82494.72,204,00000,G,32340000,,
0003981,002,G,32,,,82494.72,204,00000,K,32340000,,
0003981,004,B,64,,,82494.72,204,00000,K,32340000,,
0003981,010,O,40,,,82494.72,204,00000,G,32340000,,
0003981,019,L,186,,,82494.72,204,00000,I,32340000,,
0004663,001,A,186,,,82494.72,204,04663,G,32340000,,
0004663,002,G,36,,,82494.72,204,04663,K,32340000,,
0004663,004,B,64,,,82494.72,204,04663,K,32340000,,
0004663,019,L,222,,,82494.72,204,04663,I,32340000,,
0004663,,,,,,82494.72,204,04663,,32340000,,
0004695,001,A,122,,,82494.72,204,00000,G,32340000,,
0004695,009,O,48,,,82494.72,204,00000,G,32340000,,
0004695,024,O,5,,,82494.72,204,00000,K,32340000,,
0004695,025,O,9,,,82494.72,204,00000,K,32340000,,
0004695,019,L,122,,,82494.72,204,00000,I,32340000,,
0004699,001,A,190,,,82494.72,204,00000,G,32340000,,
0004699,002,G,62,,,82494.72,204,00000,K,32340000,,
0004699,004,B,72,,,82494.72,204,00000,K,32340000,,
0004699,019,L,252,,,82494.72,204,00000,I,32340000,,
0004703,001,A,198,,,82494.72,204,00000,G,32340000,,
0004703,002,G,38,,,82494.72,204,00000,K,32340000,,
0004703,004,B,64,,,82494.72,204,00000,K,32340000,,
0004703,019,L,236,,,82494.72,204,00000,I,32340000,,
0005139,001,A,184,,,82494.72,204,00000,G,32340000,,
0005139,002,G,12,,,82494.72,204,00000,K,32340000,,
0005139,019,L,196,,,82494.72,204,00000,I,32340000,,
0005499,012,C,184,,,82494.72,204,00000,G,32340000,,
0005600,001,A,46,,,73935.52,204,00000,G,32340000,,
0005600,004,B,24,,,73935.52,204,00000,K,32340000,,
0005600,009,O,120,,,73935.52,204,00000,G,32340000,,
0005600,023,O,16,,,73935.52,204,00000,G,32340000,,
0005600,019,L,46,,,73935.52,204,00000,I,32340000,,
0005724,001,A,184,,,66802.85,204,00000,G,32340000,,
0005724,002,G,24,,,66802.85,204,00000,K,32340000,,
0005724,019,L,208,,,66802.85,204,00000,I,32340000,,
0006420,001,A,183,,,73935.52,204,00000,G,32340000,,
0006420,002,G,24,,,73935.52,204,00000,K,32340000,,
0006420,007,E,60,,,73935.52,204,00000,K,32340000,,
0006420,025,O,1,,,73935.52,204,00000,K,32340000,,
0006420,019,L,207,,,73935.52,204,00000,I,32340000,,
0006433,001,A,135,,,82494.72,204,00000,G,32340000,,
0006433,002,G,17,,,82494.72,204,00000,K,32340000,,
0006433,007,E,40,,,82494.72,204,00000,K,32340000,,
0006433,009,O,48,,,82494.72,204,00000,G,32340000,,
0006433,025,O,1,,,82494.72,204,00000,K,32340000,,
0006433,019,L,152,,,82494.72,204,00000,I,32340000,,
0006679,001,A,181,,,66802.85,401,06539,G,32340000,,
0006679,002,G,18,,,66802.85,401,06539,K,32340000,,
0006679,007,E,60,,,66802.85,401,06539,K,32340000,,
0006679,024,O,1,,,66802.85,401,06539,K,32340000,,
0006679,025,O,2,,,66802.85,401,06539,K,32340000,,
0006679,019,L,199,,,66802.85,401,06539,I,32340000,,
0006679,,,,,,66802.85,401,06539,,32340000,,
0006689,001,A,184,,,105319.26,403,06689,G,32340000,,
0006689,002,G,6,,,105319.26,403,06689,K,32340000,,
0006689,007,E,60,,,105319.26,403,06689,K,32340000,,
0006689,019,L,190,,,105319.26,403,06689,I,32340000,,
0003117,001,A,184,,,92480.46,201,00000,G,32310000,,
0003117,002,G,12,,,92480.46,201,00000,K,32310000,,
0003117,019,L,196,,,92480.46,201,00000,I,32310000,,
0004525,001,A,184,,,79641.65,201,00000,G,32310000,,
0004525,002,G,10,,,79641.65,201,00000,K,32310000,,
0004525,019,L,194,,,79641.65,201,00000,I,32310000,,
0004397,001,A,40,,,72508.99,201,00000,G,32310000,,
0004397,009,O,56,,,72508.99,201,00000,G,32310000,,
0004397,012,C,88,,,72508.99,201,00000,G,32310000,,
0004397,019,L,40,,,72508.99,201,00000,I,32310000,,
0004532,001,A,139,,,65376.32,201,00000,G,32310000,,
0004532,002,G,18,,,65376.32,201,00000,K,32310000,,
0004532,012,C,40,,,65376.32,201,00000,G,32310000,,
0004532,025,O,5,,,65376.32,201,00000,K,32310000,,
0004532,019,L,157,,,65376.32,201,00000,I,32310000,,
0004668,001,A,54,,,65091.01,201,00000,G,32310000,,
0004668,012,C,80,,,65091.01,201,00000,G,32310000,,
0004668,017,O,50,,,65091.01,201,00000,K,32310000,,
0004668,019,L,54,,,65091.01,201,00000,I,32310000,,
0004739,001,A,24,,,68229.39,201,04739,G,32310000,,
0004739,012,C,160,,,68229.39,201,04739,G,32310000,,
0004739,019,L,24,,,68229.39,201,04739,I,32310000,,
0005330,001,A,184,,,71082.45,201,00000,G,32310000,,
0005330,002,G,12,,,71082.45,201,00000,K,32310000,,
0005330,019,L,196,,,71082.45,201,00000,I,32310000,,
0005536,001,A,182,,,71082.45,201,00000,G,32310000,,
0005536,002,G,12,,,71082.45,201,00000,K,32310000,,
0005536,025,O,2,,,71082.45,201,00000,K,32310000,,
0005536,019,L,194,,,71082.45,201,00000,I,32310000,,
0006222,001,A,184,,,71082.45,201,00000,G,32310000,,
0006222,002,G,24,,,71082.45,201,00000,K,32310000,,
0006222,019,L,208,,,71082.45,201,00000,I,32310000,,
0006562,001,A,184,,,65376.32,401,00000,G,32310000,,
0006562,002,G,18,,,65376.32,401,00000,K,32310000,,
0006562,019,L,202,,,65376.32,401,00000,I,32310000,,
