MBRD,RBVP,SLOV,SATI,IZNO,PERC,KOEF,RJ,BRIG,POK2,RBTC,KONT,RBKO
0004473,001,A,168,0,0,95333.52,900,00000,G,41000000,,
0004473,019,L,168,0,0,95333.52,900,00000,I,41000000,,
0004479,001,A,192,0,0,75362.05,203,04479,G,32330000,,
0004479,002,G,12,0,0,75362.05,203,04479,K,32330000,,
0004479,004,B,56,0,0,75362.05,203,04479,K,32330000,,
0004479,019,L,204,0,0,75362.05,203,04479,I,32330000,,
0004485,001,A,160,0,0,71082.45,407,00000,G,32400000,,
0004485,002,G,30,0,0,71082.45,407,00000,K,32400000,,
0004485,010,O,8,0,0,71082.45,407,00000,G,32400000,,
0004485,019,L,190,0,0,71082.45,407,00000,I,32400000,,
0004486,001,A,168,0,0,102466.19,304,04486,G,32240000,,
0004486,002,G,66,0,0,102466.19,304,04486,K,32240000,,
0004486,007,E,40,0,0,102466.19,304,04486,K,32240000,,
0004486,019,L,234,0,0,102466.19,304,04486,I,32240000,,
0004496,014,O,0,0,72,65091.01,303,04496,G,32230000,,
0004500,001,A,16,0,0,65091.01,302,04500,G,32220000,,
0004500,012,C,152,0,0,65091.01,302,04500,G,32220000,,
0004500,019,L,16,0,0,65091.01,302,04500,I,32220000,,
0004504,001,A,168,0,0,93906.99,202,04504,G,32320000,,
0004504,019,L,168,0,0,93906.99,202,04504,I,32320000,,
0004507,001,A,168,0,0,73935.52,500,00000,G,23100000,,
0004507,002,G,4,0,0,73935.52,500,00000,K,23100000,,
0004507,019,L,172,0,0,73935.52,500,00000,I,23100000,,
0004510,001,A,192,0,0,65091.01,451,04510,G,32330000,,
0004510,004,B,64,0,0,65091.01,451,04510,K,32330000,,
0004510,010,O,8,0,0,65091.01,451,04510,G,32330000,,
0004510,019,L,192,0,0,65091.01,451,04510,I,32330000,,
0004513,001,A,160,0,0,79641.65,603,00000,G,31300000,,
0004513,002,G,34,0,0,79641.65,603,00000,K,31300000,,
0004513,010,O,8,0,0,79641.65,603,00000,G,31300000,,
0004513,019,L,194,0,0,79641.65,603,00000,I,31300000,,
0004514,001,A,160,0,0,118158.06,307,00000,G,32270000,,
0004514,002,G,58,0,0,118158.06,307,00000,K,32270000,,
0004514,010,O,8,0,0,118158.06,307,00000,G,32270000,,
0004514,019,L,218,0,0,118158.06,307,00000,I,32270000,,
0004515,001,A,168,0,0,72508.99,301,00000,G,32210000,,
0004515,002,G,6,0,0,72508.99,301,00000,K,32210000,,
0004515,019,L,174,0,0,72508.99,301,00000,I,32210000,,
0004525,001,A,168,0,0,79641.65,201,00000,G,32310000,,
0004525,002,G,15,0,0,79641.65,201,00000,K,32310000,,
0004525,019,L,183,0,0,79641.65,201,00000,I,32310000,,
0004532,001,A,168,0,0,65376.32,201,00000,G,32310000,,
0004532,002,G,12,0,0,65376.32,201,00000,K,32310000,,
0004532,019,L,180,0,0,65376.32,201,00000,I,32310000,,
0004548,001,A,165,0,0,101039.66,303,04548,G,32230000,,
0004548,002,G,37,0,0,101039.66,303,04548,K,32230000,,
0004548,007,E,40,0,0,101039.66,303,04548,K,32230000,,
0004548,017,O,3,0,0,101039.66,303,04548,K,32230000,,
0004548,019,L,202,0,0,101039.66,303,04548,I,32230000,,
0004553,001,A,160,0,0,73935.52,800,00000,G,33200000,,
0004553,002,G,36,0,0,73935.52,800,00000,K,33200000,,
0004553,010,O,8,0,0,73935.52,800,00000,G,33200000,,
0004553,019,L,196,0,0,73935.52,800,00000,I,33200000,,
0004560,001,A,168,0,0,92480.46,407,00000,G,32400000,,
0004560,002,G,50,0,0,92480.46,407,00000,K,32400000,,
0004560,019,L,218,0,0,92480.46,407,00000,I,32400000,,
0004565,001,A,128,0,0,111025.39,202,04565,G,32320000,,
0004565,002,G,12,0,0,111025.39,202,04565,K,32320000,,
0004565,010,O,40,0,0,111025.39,202,04565,G,32320000,,
0004565,019,L,140,0,0,111025.39,202,04565,I,32320000,,
0004583,001,A,160,0,0,96760.06,602,00000,G,31200000,,
0004583,002,G,25,0,0,96760.06,602,00000,K,31200000,,
0004583,010,O,8,0,0,96760.06,602,00000,G,31200000,,
0004583,019,L,185,0,0,96760.06,602,00000,I,31200000,,
0004586,001,A,168,0,0,103892.72,305,04586,G,32250000,,
0004586,002,G,18,0,0,103892.72,305,04586,K,32250000,,
0004586,019,L,186,0,0,103892.72,305,04586,I,32250000,,
0004594,001,A,168,0,0,111025.39,202,04594,G,32320000,,
0004594,019,L,168,0,0,111025.39,202,04594,I,32320000,,
0004611,001,A,165,0,0,68229.39,602,04611,G,32120000,,
0004611,002,G,97,0,0,68229.39,602,04611,K,32120000,,
0004611,017,O,3,0,0,68229.39,602,04611,K,32120000,,
0004611,019,L,262,0,0,68229.39,602,04611,I,32120000,,
0004618,001,A,167,0,0,65091.01,306,04618,G,32260000,,
0004618,002,G,17,0,0,65091.01,306,04618,K,32260000,,
0004618,017,O,1,0,0,65091.01,306,04618,K,32260000,,
0004618,019,L,184,0,0,65091.01,306,04618,I,32260000,,
0004623,001,A,160,0,0,125290.73,602,00000,G,31200000,,
0004623,002,G,25,0,0,125290.73,602,00000,K,31200000,,
0004623,010,O,8,0,0,125290.73,602,00000,G,31200000,,
0004623,019,L,185,0,0,125290.73,602,00000,I,31200000,,
0004634,001,A,128,0,0,78215.12,405,00000,G,42000000,,
0004634,009,O,40,0,0,78215.12,405,00000,G,42000000,,
0004634,019,L,128,0,0,78215.12,405,00000,I,42000000,,
0004638,001,A,87,0,0,68229.39,301,00000,G,32210000,,
0004638,007,E,30,0,0,68229.39,301,00000,K,32210000,,
0004638,012,C,80,0,0,68229.39,301,00000,G,32210000,,
0004638,017,O,1,0,0,68229.39,301,00000,K,32210000,,
0004638,019,L,87,0,0,68229.39,301,00000,I,32210000,,
0004657,001,A,168,0,0,71082.45,500,00000,G,23100000,,
0004657,019,L,168,0,0,71082.45,500,00000,I,23100000,,
0004663,001,A,190,0,0,82494.72,204,04663,G,32340000,,
0004663,004,B,56,0,0,82494.72,204,04663,K,32340000,,
0004663,019,L,190,0,0,82494.72,204,04663,I,32340000,,
0004668,001,A,120,0,0,65091.01,201,00000,G,32310000,,
0004668,010,O,8,0,0,65091.01,201,00000,G,32310000,,
0004668,012,C,40,0,0,65091.01,201,00000,G,32310000,,
0004668,019,L,120,0,0,65091.01,201,00000,I,32310000,,
0004669,001,A,102,0,0,76788.59,306,04669,G,32250000,,
0004669,002,G,26,0,0,76788.59,306,04669,K,32250000,,
0004669,012,C,64,0,0,76788.59,306,04669,G,32250000,,
0004669,017,O,2,0,0,76788.59,306,04669,K,32250000,,
0004669,019,L,128,0,0,76788.59,306,04669,I,32250000,,
0004677,001,A,168,0,0,76788.59,306,04677,G,32260000,,
0004677,019,L,168,0,0,76788.59,306,04677,I,32260000,,
0004683,001,A,168,0,0,103892.72,305,04683,G,32250000,,
0004683,002,G,30,0,0,103892.72,305,04683,K,32250000,,
0004683,019,L,198,0,0,103892.72,305,04683,I,32250000,,
0004693,001,A,160,0,0,102466.19,302,04693,G,32220000,,
0004693,002,G,17,0,0,102466.19,302,04693,K,32220000,,
0004693,007,E,60,0,0,102466.19,302,04693,K,32220000,,
0004693,017,O,8,0,0,102466.19,302,04693,K,32220000,,
0004693,019,L,177,0,0,102466.19,302,04693,I,32220000,,
0004694,001,A,75,0,0,72508.99,800,00000,G,33100000,,
0004694,009,O,72,0,0,72508.99,800,00000,G,33100000,,
0004694,017,O,0,0,21,72508.99,800,00000,K,33100000,,
0004694,019,L,75,0,0,72508.99,800,00000,I,33100000,,
0004695,001,A,168,0,0,82494.72,204,00000,G,32340000,,
0004695,019,L,168,0,0,82494.72,204,00000,I,32340000,,
0004698,001,A,168,0,0,118158.06,202,04698,G,32320000,,
0004698,002,G,22,0,0,118158.06,202,04698,K,32320000,,
0004698,019,L,190,0,0,118158.06,202,04698,I,32320000,,
0004699,001,A,186,0,0,82494.72,204,00000,G,32340000,,
0004699,002,G,28,0,0,82494.72,204,00000,K,32340000,,
0004699,004,B,64,0,0,82494.72,204,00000,K,32340000,,
0004699,019,L,214,0,0,82494.72,204,00000,I,32340000,,
0004701,001,A,168,0,0,91053.92,305,04701,G,32250000,,
0004701,002,G,30,0,0,91053.92,305,04701,K,32250000,,
0004701,019,L,198,0,0,91053.92,305,04701,I,32250000,,
0004703,001,A,194,0,0,82494.72,204,00000,G,32340000,,
0004703,004,B,64,0,0,82494.72,204,00000,K,32340000,,
0004703,019,L,194,0,0,82494.72,204,00000,I,32340000,,
0004712,001,A,168,0,0,91053.92,303,04712,G,32230000,,
0004712,019,L,168,0,0,91053.92,303,04712,I,32230000,,
0004719,001,A,168,0,0,65091.01,407,00000,G,32400000,,
0004719,019,L,168,0,0,65091.01,407,00000,I,32400000,,
0004721,001,A,168,0,0,91053.92,202,04721,G,32320000,,
0004721,002,G,100,0,0,91053.92,202,04721,K,32320000,,
0004721,019,L,268,0,0,91053.92,202,04721,I,32320000,,
0004722,001,A,168,0,0,71082.45,407,00000,G,32400000,,
0004722,002,G,32,0,0,71082.45,407,00000,K,32400000,,
0004722,019,L,200,0,0,71082.45,407,00000,I,32400000,,
0004723,001,A,168,0,0,89627.39,309,00000,G,32290000,,
0004723,002,G,48,0,0,89627.39,309,00000,K,32290000,,
0004723,007,E,20,0,0,89627.39,309,00000,K,32290000,,
0004723,019,L,216,0,0,89627.39,309,00000,I,32290000,,
0004729,001,A,108,0,0,88200.86,203,04729,G,32330000,,
0004729,004,B,40,0,0,88200.86,203,04729,K,32330000,,
0004729,009,O,72,0,0,88200.86,203,04729,G,32330000,,
0004729,019,L,108,0,0,88200.86,203,04729,I,32330000,,
0004730,001,A,196,0,0,75362.05,203,00000,G,32330000,,
0004730,002,G,12,0,0,75362.05,203,00000,K,32330000,,
0004730,004,B,64,0,0,75362.05,203,00000,K,32330000,,
0004730,019,L,208,0,0,75362.05,203,00000,I,32330000,,
0004734,001,A,168,0,0,65091.01,301,00000,G,32210000,,
0004734,002,G,16,0,0,65091.01,301,00000,K,32210000,,
0004734,019,L,184,0,0,65091.01,301,00000,I,32210000,,
0004739,001,A,168,0,0,68229.39,201,04739,G,32310000,,
0004739,019,L,168,0,0,68229.39,201,04739,I,32310000,,
0004743,001,A,168,0,0,82494.72,309,00000,G,32290000,,
0004743,002,G,65,0,0,82494.72,309,00000,K,32290000,,
0004743,007,E,10,0,0,82494.72,309,00000,K,32290000,,
0004743,019,L,233,0,0,82494.72,309,00000,I,32290000,,
0004759,001,A,188,0,0,88200.86,203,04759,G,32330000,,
0004759,004,B,64,0,0,88200.86,203,04759,K,32330000,,
0004759,019,L,188,0,0,88200.86,203,04759,I,32330000,,
0004763,001,A,160,0,0,89627.39,309,00000,G,32290000,,
0004763,002,G,90,0,0,89627.39,309,00000,K,32290000,,
0004763,007,E,40,0,0,89627.39,309,00000,K,32290000,,
0004763,008,E,40,0,0,89627.39,309,00000,K,32290000,,
0004763,010,O,8,0,0,89627.39,309,00000,G,32290000,,
0004763,019,L,250,0,0,89627.39,309,00000,I,32290000,,
0004769,001,A,168,0,0,103892.72,305,04769,G,32250000,,
0004769,002,G,36,0,0,103892.72,305,04769,K,32250000,,
0004769,019,L,204,0,0,103892.72,305,04769,I,32250000,,
0004770,001,A,168,0,0,130996.86,200,00000,G,21000000,,
0004770,019,L,160,0,0,130996.86,200,00000,I,21000000,,
0004773,001,A,168,0,0,102466.19,407,00000,G,32320000,,
0004773,002,G,30,0,0,102466.19,407,00000,K,32320000,,
0004773,019,L,198,0,0,102466.19,407,00000,I,32320000,,
0004791,001,A,168,0,0,76788.59,500,00000,G,23200000,,
0004791,002,G,25,0,0,76788.59,500,00000,K,23200000,,
0004791,019,L,193,0,0,76788.59,500,00000,I,23200000,,
0004836,001,A,168,0,0,72508.99,301,00000,G,32210000,,
0004836,002,G,16,0,0,72508.99,301,00000,K,32210000,,
0004836,019,L,184,0,0,72508.99,301,00000,I,32210000,,
0004842,001,A,168,0,0,66802.85,407,00000,G,32400000,,
0004842,002,G,35,0,0,66802.85,407,00000,K,32400000,,
0004842,019,L,203,0,0,66802.85,407,00000,I,32400000,,
0004845,001,A,96,0,0,103892.72,305,04845,G,32250000,,
0004845,002,G,38,0,0,103892.72,305,04845,K,32250000,,
0004845,009,O,72,0,0,103892.72,305,04845,G,32250000,,
0004845,019,L,134,0,0,103892.72,305,04845,I,32250000,,
0004846,001,A,168,0,0,76788.59,500,00000,G,23200000,,
0004846,002,G,52,0,0,76788.59,500,00000,K,23200000,,
0004846,007,E,220,0,0,76788.59,500,00000,K,23200000,,
0004846,019,L,220,0,0,76788.59,500,00000,I,23200000,,
0004856,001,A,161,0,0,76788.59,306,04856,G,32260000,,
0004856,002,G,6,0,0,76788.59,306,04856,K,32260000,,
0004856,017,O,7,0,0,76788.59,306,04856,K,32260000,,
0004856,019,L,167,0,0,76788.59,306,04856,I,32260000,,
0004864,001,A,134,0,0,91053.92,306,04864,G,32260000,,
0004864,002,G,12,0,0,91053.92,306,04864,K,32260000,,
0004864,012,C,32,0,0,91053.92,306,04864,G,32260000,,
0004864,017,O,2,0,0,91053.92,306,04864,K,32260000,,
0004864,019,L,146,0,0,91053.92,306,04864,I,32260000,,
0004866,001,A,128,0,0,106745.79,202,04866,G,32320000,,
0004866,002,G,65,0,0,106745.79,202,04866,K,32320000,,
0004866,012,C,40,0,0,106745.79,202,04866,G,32320000,,
0004866,019,L,193,0,0,106745.79,202,04866,I,32320000,,
0004868,001,A,168,0,0,85347.79,601,00000,G,32120000,,
0004868,002,G,86,0,0,85347.79,601,00000,K,32120000,,
0004868,019,L,254,0,0,85347.79,601,00000,I,32120000,,
0004873,001,A,168,0,0,75362.05,301,00000,G,32210000,,
0004873,002,G,41,0,0,75362.05,301,00000,K,32210000,,
0004873,008,E,100,0,0,75362.05,301,00000,K,32210000,,
0004873,019,L,209,0,0,75362.05,301,00000,I,32210000,,
0004879,001,A,96,0,0,103892.72,305,04879,G,32250000,,
0004879,002,G,111,0,0,103892.72,305,04879,K,32250000,,
0004879,009,O,72,0,0,103892.72,305,04879,G,32250000,,
0004879,019,L,207,0,0,103892.72,305,04879,I,32250000,,
0004890,001,A,96,0,0,118158.06,305,04890,G,32250000,,
0004890,002,G,45,0,0,118158.06,305,04890,K,32250000,,
0004890,009,O,72,0,0,118158.06,305,04890,G,32250000,,
0004890,019,L,141,0,0,118158.06,305,04890,I,32250000,,
0004897,001,A,168,0,0,102466.19,306,04897,G,32260000,,
0004897,002,G,36,0,0,102466.19,306,04897,K,32260000,,
0004897,019,L,204,0,0,102466.19,306,04897,I,32260000,,
0004905,001,A,168,0,0,75362.05,300,00000,G,22300000,,
0004905,019,L,168,0,0,75362.05,300,00000,I,22300000,,
0004908,001,A,168,0,0,150968.33,300,00000,G,21000000,,
0004908,002,G,24,0,0,150968.33,300,00000,K,21000000,,
0004908,019,L,176,0,0,150968.33,300,00000,I,21000000,,
0004912,001,A,48,0,0,68229.39,300,00000,G,22300000,,
0004912,002,G,6,0,0,68229.39,300,00000,K,22300000,,
0004912,012,C,120,0,0,68229.39,300,00000,G,22300000,,
0004912,019,L,54,0,0,68229.39,300,00000,I,22300000,,
0004914,001,A,145,0,0,78215.12,201,00000,G,32210000,,
0004914,002,G,13,0,0,78215.12,201,00000,K,32210000,,
0004914,017,O,0,0,23,78215.12,201,00000,K,32210000,,
0004914,019,L,158,0,0,78215.12,201,00000,I,32210000,,
0004921,001,A,168,0,0,85347.79,300,00000,G,22200000,,
0004921,002,G,24,0,0,85347.79,300,00000,K,22200000,,
0004921,019,L,192,0,0,85347.79,300,00000,I,22200000,,
0004929,001,A,160,0,0,75362.05,800,00000,G,33300000,,
0004929,010,O,8,0,0,75362.05,800,00000,G,33300000,,
0004929,019,L,160,0,0,75362.05,800,00000,I,33300000,,
0004934,012,C,168,0,0,79641.65,300,00000,G,22300000,,
0004949,001,A,168,0,0,69655.92,301,00000,G,22000000,,
0004949,002,G,10,0,0,69655.92,301,00000,K,22000000,,
0004949,019,L,178,0,0,69655.92,301,00000,I,22000000,,
0005030,001,A,168,0,0,78215.12,300,00000,G,22200000,,
0005030,019,L,168,0,0,78215.12,300,00000,I,22200000,,
0005084,001,A,61,0,0,91053.92,306,05084,G,32260000,,
0005084,002,G,26,0,0,91053.92,306,05084,K,32260000,,
0005084,007,E,8,0,0,91053.92,306,05084,K,32260000,,
0005084,012,C,104,0,0,91053.92,306,05084,G,32260000,,
0005084,017,O,3,0,0,91053.92,306,05084,K,32260000,,
0005084,019,L,87,0,0,91053.92,306,05084,I,32260000,,
0005091,001,A,152,0,0,92480.46,200,00000,G,32210000,,
0005091,010,O,16,0,0,92480.46,200,00000,G,32210000,,
0005091,019,L,152,0,0,92480.46,200,00000,I,32210000,,
0005097,001,A,168,0,0,142409.13,305,00000,G,32250000,,
0005097,002,G,18,0,0,142409.13,305,00000,K,32250000,,
