MBRD,RBVP,SLOV,SATI,IZNO,PERC,KOEF,RJ,BRIG,POK2,RBTC,KONT,RBKO
0005097,019,L,186,0,0,142409.13,305,00000,I,32250000,,
0005098,001,A,168,0,0,103892.72,305,05098,G,32250000,,
0005098,002,G,21,0,0,103892.72,305,05098,K,32250000,,
0005098,019,L,189,0,0,103892.72,305,05098,I,32250000,,
0005116,001,A,168,0,0,75362.05,604,00000,G,31400000,,
0005116,019,L,168,0,0,75362.05,604,00000,I,31400000,,
0005134,001,A,122,0,0,83921.26,306,05134,G,32250000,,
0005134,010,O,40,0,0,83921.26,306,05134,G,32250000,,
0005134,017,O,6,0,0,83921.26,306,05134,K,32250000,,
0005134,019,L,122,0,0,83921.26,306,05134,I,32250000,,
0005136,001,A,168,0,0,91053.92,602,05136,G,32120000,,
0005136,019,L,168,0,0,91053.92,602,05136,I,32120000,,
0005137,001,A,136,0,0,66802.85,407,00000,G,32400000,,
0005137,002,G,28,0,0,66802.85,407,00000,K,32400000,,
0005137,010,O,8,0,0,66802.85,407,00000,G,32400000,,
0005137,012,C,24,0,0,66802.85,407,00000,G,32400000,,
0005137,019,L,164,0,0,66802.85,407,00000,I,32400000,,
0005139,001,A,168,0,0,82494.72,204,00000,G,32340000,,
0005139,002,G,22,0,0,82494.72,204,00000,K,32340000,,
0005139,019,L,190,0,0,82494.72,204,00000,I,32340000,,
0005154,001,A,168,0,0,92480.46,602,05154,G,32120000,,
0005154,002,G,63,0,0,92480.46,602,05154,K,32120000,,
0005154,019,L,231,0,0,92480.46,602,05154,I,32120000,,
0005161,001,A,168,0,0,91053.92,306,05161,G,32250000,,
0005161,002,G,34,0,0,91053.92,306,05161,K,32250000,,
0005161,019,L,202,0,0,91053.92,306,05161,I,32250000,,
0005164,001,A,168,0,0,103892.72,202,05164,G,32320000,,
0005164,002,G,80,0,0,103892.72,202,05164,K,32320000,,
0005164,019,L,248,0,0,103892.72,202,05164,I,32320000,,
0005186,001,A,160,0,0,66802.85,407,00000,G,32400000,,
0005186,002,G,25,0,0,66802.85,407,00000,K,32400000,,
0005186,010,O,8,0,0,66802.85,407,00000,G,32400000,,
0005186,019,L,185,0,0,66802.85,407,00000,I,32400000,,
0005189,001,A,168,0,0,72508.99,500,00000,G,23200000,,
0005189,002,G,52,0,0,72508.99,500,00000,K,23200000,,
0005189,019,L,220,0,0,72508.99,500,00000,I,23200000,,
0005202,001,A,168,0,0,88200.86,309,00000,G,32290000,,
0005202,002,G,65,0,0,88200.86,309,00000,K,32290000,,
0005202,007,E,40,0,0,88200.86,309,00000,K,32290000,,
0005202,008,E,40,0,0,88200.86,309,00000,K,32290000,,
0005202,019,L,233,0,0,88200.86,309,00000,I,32290000,,
0005224,009,O,8,0,0,69655.92,500,00000,G,23200000,,
0005224,012,C,160,0,0,69655.92,500,00000,G,23200000,,
0005226,001,A,168,0,0,76788.59,800,00000,G,33200000,,
0005226,002,G,5,0,0,76788.59,800,00000,K,33200000,,
0005226,019,L,173,0,0,76788.59,800,00000,I,33200000,,
0005245,001,A,168,0,0,50000,100,00000,G,10000000,,
0005245,019,L,168,0,0,50000,100,00000,I,10000000,,
0005249,001,A,168,0,0,91053.92,403,00030,G,32230000,,
0005249,002,G,66,0,0,91053.92,403,00030,K,32230000,,
0005249,007,E,40,0,0,91053.92,403,00030,K,32230000,,
0005249,019,L,234,0,0,91053.92,403,00030,I,32230000,,
0005255,001,A,164,0,0,113878.46,302,05255,G,32220000,,
0005255,002,G,44,0,0,113878.46,302,05255,K,32220000,,
0005255,007,E,35,0,0,113878.46,302,05255,K,32220000,,
0005255,017,O,4,0,0,113878.46,302,05255,K,32220000,,
0005255,019,L,208,0,0,113878.46,302,05255,I,32220000,,
0005256,001,A,168,0,0,103892.72,305,05256,G,32250000,,
0005256,002,G,35,0,0,103892.72,305,05256,K,32250000,,
0005256,019,L,203,0,0,103892.72,305,05256,I,32250000,,
0005261,001,A,168,0,0,82494.72,307,05261,G,32270000,,
0005261,002,G,60,0,0,82494.72,307,05261,K,32270000,,
0005261,019,L,228,0,0,82494.72,307,05261,I,32270000,,
0005266,001,A,165,0,0,102466.19,302,05266,G,32220000,,
0005266,002,G,32,0,0,102466.19,302,05266,K,32220000,,
0005266,007,E,50,0,0,102466.19,302,05266,K,32220000,,
0005266,017,O,3,0,0,102466.19,302,05266,K,32220000,,
0005266,019,L,197,0,0,102466.19,302,05266,I,32220000,,
0005273,001,A,165,0,0,65091.01,403,05273,G,32230000,,
0005273,017,O,3,0,0,65091.01,403,05273,K,32230000,,
0005273,019,L,165,0,0,65091.01,403,05273,I,32230000,,
0005275,014,O,0,0,168,66802.85,309,00000,G,32290000,,
0005278,001,A,136,0,0,103892.72,305,05278,G,32250000,,
0005278,002,G,18,0,0,103892.72,305,05278,K,32250000,,
0005278,012,C,32,0,0,103892.72,305,05278,G,32250000,,
0005278,019,L,154,0,0,103892.72,305,05278,I,32250000,,
0005294,001,A,166,0,0,91053.92,800,00000,G,33100000,,
0005294,002,G,45,0,0,91053.92,800,00000,K,33100000,,
0005294,017,O,2,0,0,91053.92,800,00000,K,33100000,,
0005294,019,L,211,0,0,91053.92,800,00000,I,33100000,,
0005312,001,A,160,0,0,68229.39,301,00000,G,32210000,,
0005312,002,G,19,0,0,68229.39,301,00000,K,32210000,,
0005312,017,O,8,0,0,68229.39,301,00000,K,32210000,,
0005312,019,L,179,0,0,68229.39,301,00000,I,32210000,,
0005314,001,A,168,0,0,103892.72,305,05314,G,32250000,,
0005314,019,L,168,0,0,103892.72,305,05314,I,32250000,,
0005315,014,O,0,0,168,102466.19,302,05315,G,32220000,,
0005317,001,A,167,0,0,65091.01,302,05317,G,32220000,,
0005317,017,O,1,0,0,65091.01,302,05317,K,32220000,,
0005317,019,L,167,0,0,65091.01,302,05317,I,32220000,,
0005318,012,C,168,0,0,66802.85,309,00000,G,32290000,,
0005325,001,A,168,0,0,82494.72,309,00000,G,32290000,,
0005325,002,G,30,0,0,82494.72,309,00000,K,32290000,,
0005325,007,E,20,0,0,82494.72,309,00000,K,32290000,,
0005325,019,L,198,0,0,82494.72,309,00000,I,32290000,,
0005330,001,A,168,0,0,71082.45,201,00000,G,32310000,,
0005330,002,G,12,0,0,71082.45,201,00000,K,32310000,,
0005330,019,L,180,0,0,71082.45,201,00000,I,32310000,,
0005331,001,A,165,0,0,122437.66,308,00000,G,32280000,,
0005331,002,G,14,0,0,122437.66,308,00000,K,32280000,,
0005331,017,O,3,0,0,122437.66,308,00000,K,32280000,,
0005331,019,L,179,0,0,122437.66,308,00000,I,32280000,,
0005336,001,A,167,0,0,68229.39,601,00000,G,32110000,,
0005336,002,G,73,0,0,68229.39,601,00000,K,32110000,,
0005336,004,B,120,0,0,68229.39,601,00000,K,32110000,,
0005336,007,E,120,0,0,68229.39,601,00000,K,32110000,,
0005336,017,O,1,0,0,68229.39,601,00000,K,32110000,,
0005336,019,L,240,0,0,68229.39,601,00000,I,32110000,,
0005342,001,A,40,0,0,76788.59,303,05342,G,32230000,,
0005342,002,G,10,0,0,76788.59,303,05342,K,32230000,,
0005342,009,O,120,0,0,76788.59,303,05342,G,32230000,,
0005342,017,O,8,0,0,76788.59,303,05342,K,32230000,,
0005342,019,L,50,0,0,76788.59,303,05342,I,32230000,,
0005362,001,A,160,0,0,82494.72,800,00000,G,33100000,,
0005362,002,G,51,0,0,82494.72,800,00000,K,33100000,,
0005362,010,O,8,0,0,82494.72,800,00000,G,33100000,,
0005362,019,L,211,0,0,82494.72,800,00000,I,33100000,,
0005368,001,A,96,0,0,103892.72,305,05368,G,32250000,,
0005368,002,G,53,0,0,103892.72,305,05368,K,32250000,,
0005368,009,O,72,0,0,103892.72,305,05368,G,32250000,,
0005368,019,L,149,0,0,103892.72,305,05368,I,32250000,,
0005371,001,A,168,0,0,88200.86,800,00000,G,33100000,,
0005371,002,G,43,0,0,88200.86,800,00000,K,33100000,,
0005371,019,L,211,0,0,88200.86,800,00000,I,33100000,,
0005377,001,A,168,0,0,105319.26,202,05377,G,32320000,,
0005377,002,G,30,0,0,105319.26,202,05377,K,32320000,,
0005377,019,L,198,0,0,105319.26,202,05377,I,32320000,,
0005399,001,A,168,0,0,50000,100,00000,G,10000000,,
0005399,019,L,168,0,0,50000,100,00000,I,10000000,,
0005415,001,A,96,0,0,91053.92,306,05415,G,32250000,,
0005415,002,G,29,0,0,91053.92,306,05415,K,32250000,,
0005415,009,O,72,0,0,91053.92,306,05415,G,32250000,,
0005415,019,L,125,0,0,91053.92,306,05415,I,32250000,,
0005420,001,A,168,0,0,91053.92,306,05420,G,32260000,,
0005420,002,G,55,0,0,91053.92,306,05420,K,32260000,,
0005420,019,L,223,0,0,91053.92,306,05420,I,32260000,,
0005425,001,A,87,0,0,103892.72,305,05425,G,32250000,,
0005425,002,G,36,0,0,103892.72,305,05425,K,32250000,,
0005425,009,O,72,0,0,103892.72,305,05425,G,32250000,,
0005425,017,O,9,0,0,103892.72,305,05425,K,32250000,,
0005425,019,L,123,0,0,103892.72,305,05425,I,32250000,,
0005431,001,A,168,0,0,118158.06,202,05431,G,32320000,,
0005431,002,G,34,0,0,118158.06,202,05431,K,32320000,,
0005431,019,L,202,0,0,118158.06,202,05431,I,32320000,,
0005432,012,C,40,0,0,92480.46,404,00000,G,32320000,,
0005432,014,O,0,0,128,92480.46,404,00000,G,32320000,,
0005484,001,A,24,0,0,91053.92,305,05484,G,32250000,,
0005484,002,G,23,0,0,91053.92,305,05484,K,32250000,,
0005484,009,O,72,0,0,91053.92,305,05484,G,32250000,,
0005484,019,L,47,0,0,91053.92,305,05484,I,32250000,,
0005494,001,A,168,0,0,150968.33,203,00000,G,32330000,,
0005494,002,G,8,0,0,150968.33,203,00000,K,32330000,,
0005494,019,L,176,0,0,150968.33,203,00000,I,32330000,,
0005499,001,A,96,0,0,82494.72,204,00000,G,32340000,,
0005499,002,G,24,0,0,82494.72,204,00000,K,32340000,,
0005499,007,E,30,0,0,82494.72,204,00000,K,32340000,,
0005499,009,O,72,0,0,82494.72,204,00000,G,32340000,,
0005499,019,L,120,0,0,82494.72,204,00000,I,32340000,,
0005505,001,A,168,0,0,114222.54,300,00000,G,22200000,,
0005505,002,G,24,0,0,114222.54,300,00000,K,22200000,,
0005505,019,L,192,0,0,114222.54,300,00000,I,22200000,,
0005506,014,O,0,0,168,82494.72,309,00000,G,32290000,,
0005509,001,A,168,0,0,115304.99,308,00000,G,32280000,,
0005509,002,G,17,0,0,115304.99,308,00000,K,32280000,,
0005509,019,L,185,0,0,115304.99,308,00000,I,32280000,,
0005519,001,A,168,0,0,65091.01,300,00000,G,22300000,,
0005519,019,L,168,0,0,65091.01,300,00000,I,22300000,,
0005524,001,A,168,0,0,69655.92,300,00000,G,22000000,,
0005524,002,G,10,0,0,69655.92,300,00000,K,22000000,,
0005524,019,L,178,0,0,69655.92,300,00000,I,22000000,,
0005536,001,A,168,0,0,71082.45,201,00000,G,32310000,,
0005536,002,G,18,0,0,71082.45,201,00000,K,32310000,,
0005536,019,L,186,0,0,71082.45,201,00000,I,32310000,,
0005538,013,C,168,0,0,71082.45,300,00000,G,22300000,,
0005540,001,A,168,0,0,130996.86,304,00000,G,32240000,,
0005540,002,G,42,0,0,130996.86,304,00000,K,32240000,,
0005540,019,L,210,0,0,130996.86,304,00000,I,32240000,,
0005541,001,A,168,0,0,72508.99,301,00000,G,32210000,,
0005541,002,G,30,0,0,72508.99,301,00000,K,32210000,,
0005541,019,L,198,0,0,72508.99,301,00000,I,32210000,,
0005548,001,A,168,0,0,50000,500,00000,G,23000000,,
0005548,019,L,168,0,0,50000,500,00000,I,23000000,,
0005554,001,A,168,0,0,76788.59,306,05554,G,32250000,,
0005554,019,L,168,0,0,76788.59,306,05554,I,32250000,,
0005558,001,A,168,0,0,139556.06,200,00000,G,21000000,,
0005558,019,L,128,0,0,139556.06,200,00000,I,21000000,,
0005561,001,A,168,0,0,78215.12,101,00000,G,20000000,,
0005561,019,L,168,0,0,78215.12,101,00000,I,20000000,,
0005563,001,A,162,0,0,65091.01,301,00000,G,32210000,,
0005563,017,O,6,0,0,65091.01,301,00000,K,32210000,,
0005563,019,L,162,0,0,65091.01,301,00000,I,32210000,,
0005565,001,A,168,0,0,76788.59,900,00000,G,23200000,,
0005565,002,G,29,0,0,76788.59,900,00000,K,23200000,,
0005565,019,L,197,0,0,76788.59,900,00000,I,23200000,,
0005566,001,A,168,0,0,76788.59,202,05566,G,32320000,,
0005566,002,G,30,0,0,76788.59,202,05566,K,32320000,,
0005566,019,L,198,0,0,76788.59,202,05566,I,32320000,,
0005567,001,A,168,0,0,102466.19,306,05567,G,32260000,,
0005567,002,G,26,0,0,102466.19,306,05567,K,32260000,,
0005567,019,L,194,0,0,102466.19,306,05567,I,32260000,,
0005571,001,A,168,0,0,82494.72,309,00000,G,32290000,,
0005571,002,G,30,0,0,82494.72,309,00000,K,32290000,,
0005571,007,E,10,0,0,82494.72,309,00000,K,32290000,,
0005571,019,L,198,0,0,82494.72,309,00000,I,32290000,,
0005572,001,A,91,0,0,76788.59,800,00000,G,33200000,,
0005572,002,G,17,0,0,76788.59,800,00000,K,33200000,,
0005572,009,O,72,0,0,76788.59,800,00000,G,33200000,,
0005572,017,O,5,0,0,76788.59,800,00000,K,33200000,,
0005572,019,L,108,0,0,76788.59,800,00000,I,33200000,,
0005574,001,A,168,0,0,72508.99,500,00000,G,23200000,,
0005574,002,G,53,0,0,72508.99,500,00000,K,23200000,,
0005574,019,L,221,0,0,72508.99,500,00000,I,23200000,,
0005576,001,A,168,0,0,73935.52,300,00000,G,22200000,,
0005576,002,G,25,0,0,73935.52,300,00000,K,22200000,,
0005576,019,L,193,0,0,73935.52,300,00000,I,22200000,,
0005577,001,A,160,0,0,86774.32,100,00000,G,10000000,,
0005577,010,O,8,0,0,86774.32,100,00000,G,10000000,,
0005577,019,L,160,0,0,86774.32,100,00000,I,10000000,,
0005579,001,A,168,0,0,69655.92,800,00000,G,23200000,,
0005579,019,L,168,0,0,69655.92,800,00000,I,23200000,,
0005588,001,A,168,0,0,91053.92,306,05588,G,32250000,,
0005588,002,G,42,0,0,91053.92,306,05588,K,32250000,,
0005588,019,L,210,0,0,91053.92,306,05588,I,32250000,,
0005592,014,O,0,0,168,72508.99,602,00000,G,31300000,,
0005593,001,A,168,0,0,85347.79,304,00000,G,32240000,,
0005593,002,G,52,0,0,85347.79,304,00000,K,32240000,,
0005593,019,L,220,0,0,85347.79,304,00000,I,32240000,,
0005598,001,A,168,0,0,111025.39,900,00000,G,41000000,,
0005598,019,L,168,0,0,111025.39,900,00000,I,41000000,,
0005599,001,A,144,0,0,125290.73,300,00000,G,22100000,,
0005599,012,C,24,0,0,125290.73,300,00000,G,22100000,,
0005599,019,L,144,0,0,125290.73,300,00000,I,22100000,,
0005600,001,A,190,0,0,73935.52,204,00000,G,32340000,,
0005600,002,G,32,0,0,73935.52,204,00000,K,32340000,,
0005600,004,B,56,0,0,73935.52,204,00000,K,32340000,,
0005600,019,L,222,0,0,73935.52,204,00000,I,32340000,,
0005605,001,A,160,0,0,71082.45,603,00000,G,31300000,,
0005605,002,G,23,0,0,71082.45,603,00000,K,31300000,,
0005605,010,O,8,0,0,71082.45,603,00000,G,31300000,,
0005605,019,L,183,0,0,71082.45,603,00000,I,31300000,,
0005607,001,A,163,0,0,89627.39,602,00000,G,32120000,,
0005607,002,G,12,0,0,89627.39,602,00000,K,32120000,,
0005607,017,O,5,0,0,89627.39,602,00000,K,32120000,,
0005607,019,L,175,0,0,89627.39,602,00000,I,32120000,,
0005609,001,A,128,0,0,65091.01,405,00000,G,42000000,,
0005609,009,O,40,0,0,65091.01,405,00000,G,42000000,,
0005609,019,L,128,0,0,65091.01,405,00000,I,42000000,,
0005610,001,A,160,0,0,92480.46,601,00000,G,31200000,,
0005610,002,G,24,0,0,92480.46,601,00000,K,31200000,,
0005610,010,O,8,0,0,92480.46,601,00000,G,31200000,,
0005610,019,L,184,0,0,92480.46,601,00000,I,31200000,,
0005613,001,A,168,0,0,79641.65,100,00000,G,10000000,,
0005613,002,G,36,0,0,79641.65,100,00000,K,10000000,,
0005613,004,B,36,0,0,79641.65,100,00000,K,10000000,,
0005613,019,L,204,0,0,79641.65,100,00000,I,10000000,,
0005616,001,A,112,0,0,65091.01,405,00000,G,42000000,,
0005616,009,O,56,0,0,65091.01,405,00000,G,42000000,,
0005616,019,L,112,0,0,65091.01,405,00000,I,42000000,,
0005617,001,A,128,0,0,65091.01,405,00000,G,42000000,,
0005617,009,O,40,0,0,65091.01,405,00000,G,42000000,,
0005617,019,L,128,0,0,65091.01,405,00000,I,42000000,,
0005621,001,A,168,0,0,50000,400,00000,G,30000000,,
0005621,019,L,168,0,0,50000,400,00000,I,30000000,,
0005624,001,A,168,0,0,82494.72,300,00000,G,22300000,,
0005624,002,G,20,0,0,82494.72,300,00000,K,22300000,,
0005624,019,L,188,0,0,82494.72,300,00000,I,22300000,,
0005625,001,A,168,0,0,82494.72,300,00000,G,22100000,,
0005625,019,L,168,0,0,82494.72,300,00000,I,22100000,,
0005627,001,A,168,0,0,75362.05,300,00000,G,22100000,,
0005627,002,G,10,0,0,75362.05,300,00000,K,22100000,,
0005627,019,L,178,0,0,75362.05,300,00000,I,22100000,,
0005628,001,A,135,0,0,68229.39,601,00000,G,31200000,,
0005628,010,O,8,0,0,68229.39,601,00000,G,31200000,,
0005628,012,C,24,0,0,68229.39,601,00000,G,31200000,,
0005628,018,O,1,0,0,68229.39,601,00000,K,31200000,,
0005628,019,L,135,0,0,68229.39,601,00000,I,31200000,,
0005631,001,A,168,0,0,89627.39,309,00000,G,32290000,,
0005631,002,G,34,0,0,89627.39,309,00000,K,32290000,,
0005631,007,E,10,0,0,89627.39,309,00000,K,32290000,,
0005631,019,L,202,0,0,89627.39,309,00000,I,32290000,,
0005635,001,A,152,0,0,105319.26,202,05635,G,32320000,,
0005635,002,G,60,0,0,105319.26,202,05635,K,32320000,,
0005635,010,O,16,0,0,105319.26,202,05635,G,32320000,,
0005635,019,L,212,0,0,105319.26,202,05635,I,32320000,,
0005638,001,A,168,0,0,78215.12,800,00000,G,33200000,,
0005638,019,L,168,0,0,78215.12,800,00000,I,33200000,,
0005639,001,A,168,0,0,66802.85,500,00000,G,23100000,,
0005639,002,G,32,0,0,66802.85,500,00000,K,23100000,,
0005639,019,L,200,0,0,66802.85,500,00000,I,23100000,,
0005641,001,A,168,0,0,69655.92,800,00000,G,33300000,,
0005641,002,G,42,0,0,69655.92,800,00000,K,33300000,,
0005641,019,L,210,0,0,69655.92,800,00000,I,33300000,,
0005642,001,A,168,0,0,133849.93,601,00000,G,32100000,,
0005642,002,G,55,0,0,133849.93,601,00000,K,32100000,,
0005642,019,L,223,0,0,133849.93,601,00000,I,32100000,,
0005643,001,A,168,0,0,73935.52,300,00000,G,22000000,,
0005643,002,G,30,0,0,73935.52,300,00000,K,22000000,,
0005643,019,L,198,0,0,73935.52,300,00000,I,22000000,,
0005649,001,A,119,0,0,65091.01,304,05649,G,32240000,,
0005649,002,G,22,0,0,65091.01,304,05649,K,32240000,,
0005649,012,C,40,0,0,65091.01,304,05649,G,32240000,,
0005649,017,O,3,0,0,65091.01,304,05649,K,32240000,,
0005649,018,O,6,0,0,65091.01,304,05649,K,32240000,,
0005649,019,L,141,0,0,65091.01,304,05649,I,32240000,,
0005652,001,A,168,0,0,50000,300,00000,G,20000000,,
0005652,019,L,168,0,0,50000,300,00000,I,20000000,,
0005653,001,A,168,0,0,119072.75,300,00000,G,32200000,,
0005653,019,L,168,0,0,119072.75,300,00000,I,32200000,,
0005662,001,A,168,0,0,50000,600,00000,G,31000000,,
0005662,019,L,168,0,0,50000,600,00000,I,31000000,,
0005669,001,A,167,0,0,82494.72,301,00000,G,32210000,,
0005669,017,O,1,0,0,82494.72,301,00000,K,32210000,,
0005669,019,L,167,0,0,82494.72,301,00000,I,32210000,,
0005680,001,A,88,0,0,72508.99,800,00000,G,33300000,,
0005680,012,C,80,0,0,72508.99,800,00000,G,33300000,,
0005680,019,L,88,0,0,72508.99,800,00000,I,33300000,,
0005682,001,A,168,0,0,79641.65,500,00000,G,23100000,,
0005682,019,L,168,0,0,79641.65,500,00000,I,23100000,,
0005685,001,A,163,0,0,101039.66,302,05685,G,32220000,,
0005685,002,G,34,0,0,101039.66,302,05685,K,32220000,,
0005685,007,E,50,0,0,101039.66,302,05685,K,32220000,,
0005685,017,O,5,0,0,101039.66,302,05685,K,32220000,,
0005685,019,L,197,0,0,101039.66,302,05685,I,32220000,,
0005688,001,A,167,0,0,102466.19,304,05688,G,32240000,,
0005688,002,G,40,0,0,102466.19,304,05688,K,32240000,,
0005688,007,E,60,0,0,102466.19,304,05688,K,32240000,,
0005688,017,O,1,0,0,102466.19,304,05688,K,32240000,,
0005688,019,L,207,0,0,102466.19,304,05688,I,32240000,,
0005689,001,A,166,0,0,102466.19,302,05689,G,32220000,,
0005689,002,G,36,0,0,102466.19,302,05689,K,32220000,,
0005689,007,E,60,0,0,102466.19,302,05689,K,32220000,,
0005689,017,O,2,0,0,102466.19,302,05689,K,32220000,,
0005689,019,L,202,0,0,102466.19,302,05689,I,32220000,,
0005692,001,A,96,0,0,92480.46,306,05692,G,32250000,,
0005692,002,G,18,0,0,92480.46,306,05692,K,32250000,,
0005692,009,O,72,0,0,92480.46,306,05692,G,32250000,,
0005692,019,L,114,0,0,92480.46,306,05692,I,32250000,,
0005703,001,A,92,0,0,82494.72,800,00000,G,33100000,,
0005703,002,G,51,0,0,82494.72,800,00000,K,33100000,,
0005703,009,O,72,0,0,82494.72,800,00000,G,33100000,,
0005703,017,O,4,0,0,82494.72,800,00000,K,33100000,,
0005703,019,L,143,0,0,82494.72,800,00000,I,33100000,,
0005706,001,A,168,0,0,79641.65,301,00000,G,32210000,,
0005706,002,G,92,0,0,79641.65,301,00000,K,32210000,,
0005706,019,L,260,0,0,79641.65,301,00000,I,32210000,,
0005707,001,A,168,0,0,82494.72,309,00000,G,32290000,,
0005707,002,G,65,0,0,82494.72,309,00000,K,32290000,,
0005707,007,E,40,0,0,82494.72,309,00000,K,32290000,,
0005707,008,E,40,0,0,82494.72,309,00000,K,32290000,,
0005707,019,L,233,0,0,82494.72,309,00000,I,32290000,,
0005708,001,A,168,0,0,91053.92,304,05708,G,32240000,,
0005708,002,G,27,0,0,91053.92,304,05708,K,32240000,,
0005708,007,E,30,0,0,91053.92,304,05708,K,32240000,,
0005708,019,L,195,0,0,91053.92,304,05708,I,32240000,,
0005709,001,A,168,0,0,103892.72,202,05709,G,32320000,,
0005709,002,G,12,0,0,103892.72,202,05709,K,32320000,,
0005709,019,L,180,0,0,103892.72,202,05709,I,32320000,,
0005710,001,A,168,0,0,118158.06,305,05710,G,32250000,,
0005710,002,G,42,0,0,118158.06,305,05710,K,32250000,,
0005710,019,L,210,0,0,118158.06,305,05710,I,32250000,,
0005713,001,A,152,0,0,113878.46,202,05713,G,32320000,,
0005713,002,G,16,0,0,113878.46,202,05713,K,32320000,,
0005713,010,O,16,0,0,113878.46,202,05713,G,32320000,,
0005713,019,L,168,0,0,113878.46,202,05713,I,32320000,,
0005714,001,A,168,0,0,82494.72,309,00000,G,32290000,,
0005714,002,G,10,0,0,82494.72,309,00000,K,32290000,,
0005714,007,E,40,0,0,82494.72,309,00000,K,32290000,,
0005714,008,E,40,0,0,82494.72,309,00000,K,32290000,,
0005714,019,L,178,0,0,82494.72,309,00000,I,32290000,,
0005721,001,A,96,0,0,103892.72,305,05721,G,32250000,,
0005721,002,G,61,0,0,103892.72,305,05721,K,32250000,,
0005721,009,O,72,0,0,103892.72,305,05721,G,32250000,,
0005721,019,L,157,0,0,103892.72,305,05721,I,32250000,,
0005722,001,A,136,0,0,89627.39,300,00000,G,22200000,,
0005722,012,C,32,0,0,89627.39,300,00000,G,22200000,,
0005722,019,L,96,0,0,89627.39,300,00000,I,22200000,,
0005723,001,A,168,0,0,105319.26,202,05723,G,32320000,,
0005723,002,G,30,0,0,105319.26,202,05723,K,32320000,,
0005723,019,L,198,0,0,105319.26,202,05723,I,32320000,,
0005724,001,A,168,0,0,66802.85,204,00000,G,32340000,,
0005724,002,G,30,0,0,66802.85,204,00000,K,32340000,,
0005724,019,L,198,0,0,66802.85,204,00000,I,32340000,,
0005726,001,A,168,0,0,71082.45,301,00000,G,32210000,,
0005726,002,G,57,0,0,71082.45,301,00000,K,32210000,,
0005726,007,E,40,0,0,71082.45,301,00000,K,32210000,,
0005726,019,L,225,0,0,71082.45,301,00000,I,32210000,,
0005729,001,A,168,0,0,91053.92,306,05729,G,32260000,,
0005729,002,G,39,0,0,91053.92,306,05729,K,32260000,,
0005729,019,L,107,0,0,91053.92,306,05729,I,32260000,,
0005731,001,A,158,0,0,76788.59,306,05731,G,32250000,,
0005731,017,O,10,0,0,76788.59,306,05731,K,32250000,,
0005731,019,L,158,0,0,76788.59,306,05731,I,32250000,,
0005733,001,A,168,0,0,76788.59,900,00000,G,41000000,,
0005733,019,L,168,0,0,76788.59,900,00000,I,41000000,,
0005735,001,A,88,0,0,73935.52,800,00000,G,33200000,,
0005735,002,G,18,0,0,73935.52,800,00000,K,33200000,,
0005735,009,O,72,0,0,73935.52,800,00000,G,33200000,,
0005735,010,O,8,0,0,73935.52,800,00000,G,33200000,,
0005735,019,L,106,0,0,73935.52,800,00000,I,33200000,,
0005737,001,A,168,0,0,82494.72,800,00000,G,33100000,,
0005737,002,G,46,0,0,82494.72,800,00000,K,33100000,,
0005737,019,L,214,0,0,82494.72,800,00000,I,33100000,,
0005740,001,A,168,0,0,146688.73,309,00000,G,32290000,,
0005740,002,G,100,0,0,146688.73,309,00000,K,32290000,,
0005740,007,E,40,0,0,146688.73,309,00000,K,32290000,,
0005740,019,L,268,0,0,146688.73,309,00000,I,32290000,,
0005750,001,A,166,0,0,101039.66,304,05750,G,32240000,,
0005750,002,G,34,0,0,101039.66,304,05750,K,32240000,,
0005750,007,E,60,0,0,101039.66,304,05750,K,32240000,,
0005750,017,O,2,0,0,101039.66,304,05750,K,32240000,,
0005750,019,L,200,0,0,101039.66,304,05750,I,32240000,,
0005751,001,A,152,0,0,65091.01,302,05751,G,32220000,,
0005751,002,G,13,0,0,65091.01,302,05751,K,32220000,,
0005751,017,O,8,0,0,65091.01,302,05751,K,32220000,,
0005751,018,O,8,0,0,65091.01,302,05751,K,32220000,,
0005751,019,L,165,0,0,65091.01,302,05751,I,32220000,,
0005757,001,A,167,0,0,113878.46,302,05757,G,32220000,,
0005757,002,G,33,0,0,113878.46,302,05757,K,32220000,,
0005757,017,O,1,0,0,113878.46,302,05757,K,32220000,,
0005757,019,L,200,0,0,113878.46,302,05757,I,32220000,,
0005760,001,A,168,0,0,92480.46,406,05760,G,32120000,,
0005760,002,G,46,0,0,92480.46,406,05760,K,32120000,,
0005760,019,L,214,0,0,92480.46,406,05760,I,32120000,,
0005769,012,C,168,0,0,91053.92,304,05769,G,32240000,,
0005774,001,A,168,0,0,113878.46,303,05774,G,32230000,,
0005774,002,G,42,0,0,113878.46,303,05774,K,32230000,,
0005774,019,L,210,0,0,113878.46,303,05774,I,32230000,,
0005775,001,A,48,0,0,93906.99,403,00040,G,32270000,,
0005775,002,G,19,0,0,93906.99,403,00040,K,32270000,,
0005775,009,O,120,0,0,93906.99,403,00040,G,32270000,,
0005775,019,L,67,0,0,93906.99,403,00040,I,32270000,,
0005779,001,A,108,0,0,96760.06,403,05779,G,32220000,,
0005779,009,O,56,0,0,96760.06,403,05779,G,32220000,,
0005779,017,O,4,0,0,96760.06,403,05779,K,32220000,,
0005779,019,L,108,0,0,96760.06,403,05779,I,32220000,,
0005793,001,A,168,0,0,103892.72,202,05793,G,32320000,,
