"MBRD,C,7","RBVP,C,3","SLOV,C,1","SATI,N,6,2","IZNO,N,14,3","PERC,N,14,4","KOEF,N,12,3","POK2,C,1","RBRM,C,3","KESC,C,1","RBPS,C,2","P_R,C,1","RBMZ,C,4","RBOP,C,4","RBIM,C,3","RBTC,C,8","SIFK,C,5","SALD,N,10,2","STSALD,N,12,2","RATB,N,12,2","RATP,N,12,2","NEAK,N,12,3","REC,N,1,0","RBZA,C,1","GRAD,C,10","KPREB,N,5,3","LPREB,N,5,3","PART,C,30","HKMB,C,7","MRBTC,C,8","POROSL,N,10,2","NAZI,C,20"
0005689,001,A,166,96644.247,0,102466.19,G,005,P,03,P,,,930,32220000,,,,,,,,,302/05689,0,0,,0007873,,,
0005689,019,L,202,3242.1,0,102466.19,I,005,P,03,P,,,930,32220000,,,,,,,,,302/05689,0,0,,0007873,,,
0005689,002,G,36,29342.591,0,102466.19,K,005,P,03,P,,,930,32220000,,,,,,,,,302/05689,0,0,,0007873,,,
0005689,007,E,60,4200,0,102466.19,K,005,P,03,P,,,930,32220000,,,,,,,,,302/05689,0,0,,0007873,,,
0005689,017,O,2,0,0,102466.19,K,005,P,03,P,,,930,32220000,,,,,,,,,302/05689,0,0,,0007873,,,
0005692,001,A,96,50443.887,0,92480.46,G,005,P,03,P,,,930,32250000,,,,,,,,,306/05692,0,0,,0007870,,,
0005692,009,O,72,36034.61,0,92480.46,G,005,P,03,P,,,930,32250000,,,,,,,,,306/05692,0,0,,0007870,,,
0005692,019,L,114,1829.7,0,92480.46,I,005,P,03,P,,,930,32250000,,,,,,,,,306/05692,0,0,,0007870,,,
0005692,002,G,18,13241.52,0,92480.46,K,005,P,03,P,,,930,32250000,,,,,,,,,306/05692,0,0,,0007870,,,
0005703,001,A,92,43122.24,0,82494.72,G,009,P,03,U,,,997,33100000,,,,,,,,,800/00000,0,0,,0007884,,,
0005703,009,O,72,33508.14,0,82494.72,G,009,P,03,U,,,997,33100000,,,,,,,,,800/00000,0,0,,0007884,,,
0005703,019,L,143,2295.15,0,82494.72,I,009,P,03,U,,,997,33100000,,,,,,,,,800/00000,0,0,,0007884,,,
0005703,002,G,51,33466.608,0,82494.72,K,009,P,03,U,,,997,33100000,,,,,,,,,800/00000,0,0,,0007884,,,
0005703,017,O,4,0,0,82494.72,K,009,P,03,U,,,997,33100000,,,,,,,,,800/00000,0,0,,0007884,,,
0005706,001,A,168,79822.654,0,79641.65,G,005,P,03,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0007887,,,
0005706,019,L,260,4173,0,79641.65,I,005,P,03,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0007887,,,
0005706,002,G,92,61197.368,0,79641.65,K,005,P,03,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0007887,,,
0005707,001,A,168,82682.208,0,82494.72,G,005,P,06,U,,,920,32290000,,,,,,,,,309/00000,0,0,,0007888,,,
0005707,019,L,233,3739.65,0,82494.72,I,005,P,06,U,,,920,32290000,,,,,,,,,309/00000,0,0,,0007888,,,
0005707,002,G,65,44786.196,0,82494.72,K,005,P,06,U,,,920,32290000,,,,,,,,,309/00000,0,0,,0007888,,,
0005707,007,E,40,2800,0,82494.72,K,005,P,06,U,,,920,32290000,,,,,,,,,309/00000,0,0,,0007888,,,
0005707,008,E,40,4000,0,82494.72,K,005,P,06,U,,,920,32290000,,,,,,,,,309/00000,0,0,,0007888,,,
0005708,001,A,168,86915.105,0,91053.92,G,005,P,03,P,,,920,32240000,,,,,,,,,304/05708,0,0,,0007889,,,
0005708,019,L,195,3129.75,0,91053.92,I,005,P,03,P,,,920,32240000,,,,,,,,,304/05708,0,0,,0007889,,,
0005708,002,G,27,19555.899,0,91053.92,K,005,P,03,P,,,920,32240000,,,,,,,,,304/05708,0,0,,0007889,,,
0005708,007,E,30,2100,0,91053.92,K,005,P,03,P,,,920,32240000,,,,,,,,,304/05708,0,0,,0007889,,,
0005709,001,A,168,99170.324,0,103892.72,G,005,P,03,P,,,920,32320000,,,,,,,,,202/05709,0,0,,0007890,,,
0005709,019,L,180,2889,0,103892.72,I,005,P,03,P,,,920,32320000,,,,,,,,,202/05709,0,0,,0007890,,,
0005709,002,G,12,9917.032,0,103892.72,K,005,P,03,P,,,920,32320000,,,,,,,,,202/05709,0,0,,0007890,,,
0005710,001,A,168,118426.601,0,118158.06,G,005,P,03,P,,,997,32250000,,,,,,,,,305/05710,0,0,,0007891,,,
0005710,019,L,210,3370.5,0,118158.06,I,005,P,03,P,,,997,32250000,,,,,,,,,305/05710,0,0,,0007891,,,
0005710,002,G,42,41449.31,0,118158.06,K,005,P,03,P,,,997,32250000,,,,,,,,,305/05710,0,0,,0007891,,,
0005713,001,A,152,98349.579,0,113878.46,G,005,P,03,P,,,997,32320000,,,,,,,,,202/05713,0,0,,0007894,,,
0005713,010,O,16,9737.455,0,113878.46,G,005,P,03,P,,,997,32320000,,,,,,,,,202/05713,0,0,,0007894,,,
0005713,019,L,168,2696.4,0,113878.46,I,005,P,03,P,,,997,32320000,,,,,,,,,202/05713,0,0,,0007894,,,
0005713,002,G,16,14493.622,0,113878.46,K,005,P,03,P,,,997,32320000,,,,,,,,,202/05713,0,0,,0007894,,,
0005714,001,A,168,78744.96,0,82494.72,G,005,P,03,U,,,910,32290000,,,,,,,,,309/00000,0,0,,0007895,,,
0005714,019,L,178,2856.9,0,82494.72,I,005,P,03,U,,,910,32290000,,,,,,,,,309/00000,0,0,,0007895,,,
0005714,002,G,10,6562.08,0,82494.72,K,005,P,03,U,,,910,32290000,,,,,,,,,309/00000,0,0,,0007895,,,
0005714,007,E,40,2800,0,82494.72,K,005,P,03,U,,,910,32290000,,,,,,,,,309/00000,0,0,,0007895,,,
0005714,008,E,40,4000,0,82494.72,K,005,P,03,U,,,910,32290000,,,,,,,,,309/00000,0,0,,0007895,,,
0005721,001,A,96,67403.711,0,103892.72,G,005,P,03,P,,,930,32250000,,,,,,,,,305/05721,0,0,,0007900,,,
0005721,009,O,72,43420.236,0,103892.72,G,005,P,03,P,,,930,32250000,,,,,,,,,305/05721,0,0,,0007900,,,
0005721,019,L,157,2519.85,0,103892.72,I,005,P,03,P,,,930,32250000,,,,,,,,,305/05721,0,0,,0007900,,,
0005721,002,G,61,59961.218,0,103892.72,K,005,P,03,P,,,930,32250000,,,,,,,,,305/05721,0,0,,0007900,,,
0005722,001,A,136,69257.529,0,89627.39,G,019,P,07,R,,,920,22200000,,,,,,,,,300/00000,0,0,,0007901,,,
0005722,012,C,32,10037.181,0,89627.39,G,019,P,07,R,,,920,22200000,,,,,,,,,300/00000,0,0,,0007901,,,
0005722,019,L,96,1540.8,0,89627.39,I,019,P,07,R,,,920,22200000,,,,,,,,,300/00000,0,0,,0007901,,,
0005723,001,A,168,113667.169,0,105319.26,G,005,P,04,P,,,930,32320000,,,,,,,,,202/05723,0,0,,0005154,,,
0005723,019,L,198,3177.9,0,105319.26,I,005,P,04,P,,,930,32320000,,,,,,,,,202/05723,0,0,,0005154,,,
0005723,002,G,30,28416.792,0,105319.26,K,005,P,04,P,,,930,32320000,,,,,,,,,202/05723,0,0,,0005154,,,
0005724,001,A,168,63766.357,0,66802.85,G,005,P,06,U,,,997,32340000,,,,,,,,,204/00000,0,0,,0007902,,,
0005724,019,L,198,3177.9,0,66802.85,I,005,P,06,U,,,997,32340000,,,,,,,,,204/00000,0,0,,0007902,,,
0005724,002,G,30,15941.589,0,66802.85,K,005,P,06,U,,,997,32340000,,,,,,,,,204/00000,0,0,,0007902,,,
0005726,001,A,168,67851.43,0,71082.45,G,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005726,,,
0005726,019,L,225,3611.25,0,71082.45,I,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005726,,,
0005726,002,G,57,32229.429,0,71082.45,K,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005726,,,
0005726,007,E,40,2800,0,71082.45,K,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005726,,,
0005729,001,A,168,86915.105,0,91053.92,G,005,P,03,P,,,930,32260000,,,,,,,,,306/05729,0,0,,0007906,,,
0005729,019,L,107,1717.35,0,91053.92,I,005,P,03,P,,,930,32260000,,,,,,,,,306/05729,0,0,,0007906,,,
0005729,002,G,39,28247.409,0,91053.92,K,005,P,03,P,,,930,32260000,,,,,,,,,306/05729,0,0,,0007906,,,
0005731,001,A,158,68935.211,0,76788.59,G,005,P,03,P,,,930,32250000,,,,,,,,,306/05731,0,0,,0008264,,,
0005731,019,L,158,2535.9,0,76788.59,I,005,P,03,P,,,930,32250000,,,,,,,,,306/05731,0,0,,0008264,,,
0005731,017,O,10,0,0,76788.59,K,005,P,03,P,,,930,32250000,,,,,,,,,306/05731,0,0,,0008264,,,
0005733,001,A,168,73298.2,0,76788.59,G,005,P,06,R,,,930,41000000,,,,,,,,,900/00000,0,0,,0008275,,,
0005733,019,L,168,2696.4,0,76788.59,I,005,P,06,R,,,930,41000000,,,,,,,,,900/00000,0,0,,0008275,,,
0005735,001,A,88,36967.76,0,73935.52,G,009,P,06,U,,,930,33200000,,,,,,,,,800/00000,0,0,,0008274,,,
0005735,009,O,72,30398.968,0,73935.52,G,009,P,06,U,,,930,33200000,,,,,,,,,800/00000,0,0,,0008274,,,
0005735,010,O,8,3377.663,0,73935.52,G,009,P,06,U,,,930,33200000,,,,,,,,,800/00000,0,0,,0008274,,,
0005735,019,L,106,1701.3,0,73935.52,I,009,P,06,U,,,930,33200000,,,,,,,,,800/00000,0,0,,0008274,,,
0005735,002,G,18,10586.222,0,73935.52,K,009,P,06,U,,,930,33200000,,,,,,,,,800/00000,0,0,,0008274,,,
0005737,001,A,168,82682.208,0,82494.72,G,009,P,06,U,,,930,33100000,,,,,,,,,800/00000,0,0,,0008319,,,
0005737,019,L,214,3434.7,0,82494.72,I,009,P,06,U,,,930,33100000,,,,,,,,,800/00000,0,0,,0008319,,,
0005737,002,G,46,31694.846,0,82494.72,K,009,P,06,U,,,930,33100000,,,,,,,,,800/00000,0,0,,0008319,,,
0005740,001,A,168,147022.113,0,146688.73,G,003,P,08,R,,,930,32290000,,,,,,,,,309/00000,0,0,,0008322,,,
0005740,019,L,268,4301.4,0,146688.73,I,003,P,08,R,,,930,32290000,,,,,,,,,309/00000,0,0,,0008322,,,
0005740,002,G,100,122518.428,0,146688.73,K,003,P,08,R,,,930,32290000,,,,,,,,,309/00000,0,0,,0008322,,,
0005740,007,E,40,2800,0,146688.73,K,003,P,08,R,,,930,32290000,,,,,,,,,309/00000,0,0,,0008322,,,
0005750,001,A,166,95298.77,0,101039.66,G,005,P,03,P,,,991,32240000,,,,,,,,,304/05750,0,0,,0005750,,,
0005750,019,L,200,3210,0,101039.66,I,005,P,03,P,,,991,32240000,,,,,,,,,304/05750,0,0,,0005750,,,
0005750,002,G,34,27326.635,0,101039.66,K,005,P,03,P,,,991,32240000,,,,,,,,,304/05750,0,0,,0005750,,,
0005750,007,E,60,4200,0,101039.66,K,005,P,03,P,,,991,32240000,,,,,,,,,304/05750,0,0,,0005750,,,
0005750,017,O,2,0,0,101039.66,K,005,P,03,P,,,991,32240000,,,,,,,,,304/05750,0,0,,0005750,,,
0005751,001,A,152,56214.963,0,65091.01,G,005,P,03,P,,,920,32220000,,,,,,,,,302/05751,0,0,,0005751,,,
0005751,019,L,165,2648.25,0,65091.01,I,005,P,03,P,,,920,32220000,,,,,,,,,302/05751,0,0,,0005751,,,
0005751,002,G,13,6731.002,0,65091.01,K,005,P,03,P,,,920,32220000,,,,,,,,,302/05751,0,0,,0005751,,,
0005751,017,O,8,0,0,65091.01,K,005,P,03,P,,,920,32220000,,,,,,,,,302/05751,0,0,,0005751,,,
0005751,018,O,8,0,0,65091.01,K,005,P,03,P,,,920,32220000,,,,,,,,,302/05751,0,0,,0005751,,,
0005757,001,A,167,108055.13,0,113878.46,G,005,P,02,P,,,910,32220000,,,,,,,,,302/05757,0,0,,0005757,,,
0005757,019,L,200,3210,0,113878.46,I,005,P,02,P,,,910,32220000,,,,,,,,,302/05757,0,0,,0005757,,,
0005757,002,G,33,29893.096,0,113878.46,K,005,P,02,P,,,910,32220000,,,,,,,,,302/05757,0,0,,0005757,,,
0005757,017,O,1,0,0,113878.46,K,005,P,02,P,,,910,32220000,,,,,,,,,302/05757,0,0,,0005757,,,
0005760,001,A,168,92690.643,0,92480.46,G,005,P,03,P,,,920,32120000,,,,,,,,,406/05760,0,0,,0005760,,,
0005760,019,L,214,3434.7,0,92480.46,I,005,P,03,P,,,920,32120000,,,,,,,,,406/05760,0,0,,0005760,,,
0005760,002,G,46,35531.413,0,92480.46,K,005,P,03,P,,,920,32120000,,,,,,,,,406/05760,0,0,,0005760,,,
0005769,012,C,168,57589.766,0,91053.92,G,005,P,03,P,,,930,32240000,,,,,,,,,304/05769,0,0,,0005769,,,
0005774,001,A,168,108702.166,0,113878.46,G,005,P,02,P,,,930,32230000,,,,,,,,,303/05774,0,0,,0005774,,,
0005774,019,L,210,3370.5,0,113878.46,I,005,P,02,P,,,930,32230000,,,,,,,,,303/05774,0,0,,0005774,,,
0005774,002,G,42,38045.758,0,113878.46,K,005,P,02,P,,,930,32230000,,,,,,,,,303/05774,0,0,,0005774,,,
0005775,001,A,48,25610.997,0,93906.99,G,005,P,03,P,,,910,32270000,,,,,,,,,403/00040,0,0,,0005775,,,
0005775,009,O,120,63963.909,0,93906.99,G,005,P,03,P,,,910,32270000,,,,,,,,,403/00040,0,0,,0005775,,,
0005775,019,L,67,1075.35,0,93906.99,I,005,P,03,P,,,910,32270000,,,,,,,,,403/00040,0,0,,0005775,,,
0005775,002,G,19,14192.761,0,93906.99,K,005,P,03,P,,,910,32270000,,,,,,,,,403/00040,0,0,,0005775,,,
0005779,001,A,108,59375.491,0,96760.06,G,005,P,03,P,,,930,32220000,,,,,,,,,403/05779,0,0,,0005779,,,
0005779,009,O,56,29955.404,0,96760.06,G,005,P,03,P,,,930,32220000,,,,,,,,,403/05779,0,0,,0005779,,,
0005779,019,L,108,1733.4,0,96760.06,I,005,P,03,P,,,930,32220000,,,,,,,,,403/05779,0,0,,0005779,,,
0005779,017,O,4,0,0,96760.06,K,005,P,03,P,,,930,32220000,,,,,,,,,403/05779,0,0,,0005779,,,
0005793,001,A,168,99170.324,0,103892.72,G,005,P,03,P,,,991,32320000,,,,,,,,,202/05793,0,0,,0005793,,,
0005793,019,L,209,3354.45,0,103892.72,I,005,P,03,P,,,991,32320000,,,,,,,,,202/05793,0,0,,0005793,,,
0005793,002,G,41,33883.194,0,103892.72,K,005,P,03,P,,,991,32320000,,,,,,,,,202/05793,0,0,,0005793,,,
0005795,001,A,168,104128.84,0,103892.72,G,005,P,03,P,,,980,32250000,,,,,,,,,305/05795,0,0,,0005795,,,
0005795,019,L,224,3595.2,0,103892.72,I,005,P,03,P,,,980,32250000,,,,,,,,,305/05795,0,0,,0005795,,,
0005795,002,G,56,48593.459,0,103892.72,K,005,P,03,P,,,980,32250000,,,,,,,,,305/05795,0,0,,0005795,,,
0005797,001,A,168,97808.636,0,102466.19,G,005,P,04,U,,,910,32320000,,,,,,,,,401/00000,0,0,,0005797,,,
0005797,019,L,186,2985.3,0,102466.19,I,005,P,04,U,,,910,32320000,,,,,,,,,401/00000,0,0,,0005797,,,
0005797,002,G,18,14671.295,0,102466.19,K,005,P,04,U,,,910,32320000,,,,,,,,,401/00000,0,0,,0005797,,,
0005801,001,A,168,66489.742,0,69655.92,G,005,P,03,P,,,992,32120000,,,,,,,,,602/05801,0,0,,0005801,,,
0005801,019,L,219,3514.95,0,69655.92,I,005,P,03,P,,,992,32120000,,,,,,,,,602/05801,0,0,,0005801,,,
0005801,002,G,51,28258.14,0,69655.92,K,005,P,03,P,,,992,32120000,,,,,,,,,602/05801,0,0,,0005801,,,
0005814,001,A,161,104172.909,0,113878.46,G,005,P,02,P,,,930,32240000,,,,,,,,,304/05814,0,0,,0005814,,,
0005814,019,L,179,2872.95,0,113878.46,I,005,P,02,P,,,930,32240000,,,,,,,,,304/05814,0,0,,0005814,,,
0005814,002,G,18,16305.325,0,113878.46,K,005,P,02,P,,,930,32240000,,,,,,,,,304/05814,0,0,,0005814,,,
0005814,007,E,30,2100,0,113878.46,K,005,P,02,P,,,930,32240000,,,,,,,,,304/05814,0,0,,0005814,,,
0005814,017,O,7,0,0,113878.46,K,005,P,02,P,,,930,32240000,,,,,,,,,304/05814,0,0,,0005814,,,
0005821,001,A,168,88401.317,0,88200.86,G,005,P,03,P,,,910,32230000,,,,,,,,,303/05821,0,0,,0005821,,,
0005821,019,L,218,3498.9,0,88200.86,I,005,P,03,P,,,910,32230000,,,,,,,,,303/05821,0,0,,0005821,,,
0005821,002,G,50,36833.882,0,88200.86,K,005,P,03,P,,,910,32230000,,,,,,,,,303/05821,0,0,,0005821,,,
0005821,007,E,20,1400,0,88200.86,K,005,P,03,P,,,910,32230000,,,,,,,,,303/05821,0,0,,0005821,,,
0005832,001,A,161,93733.276,0,102466.19,G,005,P,03,P,,,997,32260000,,,,,,,,,306/05832,0,0,,0005832,,,
0005832,019,L,191,3065.55,0,102466.19,I,005,P,03,P,,,997,32260000,,,,,,,,,306/05832,0,0,,0005832,,,
0005832,002,G,30,24452.159,0,102466.19,K,005,P,03,P,,,997,32260000,,,,,,,,,306/05832,0,0,,0005832,,,
0005832,017,O,7,0,0,102466.19,K,005,P,03,P,,,997,32260000,,,,,,,,,306/05832,0,0,,0005832,,,
0005833,001,A,164,63577.386,0,68229.39,G,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005833,,,
0005833,019,L,234,3755.7,0,68229.39,I,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005833,,,
0005833,002,G,70,37991.365,0,68229.39,K,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005833,,,
0005833,008,E,110,11000,0,68229.39,K,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005833,,,
0005833,017,O,4,0,0,68229.39,K,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005833,,,
0005836,001,A,104,38462.87,0,65091.01,G,005,P,03,P,,,980,32220000,,,,,,,,,302/05836,0,0,,0005836,,,
0005836,009,O,64,23135.039,0,65091.01,G,005,P,03,P,,,980,32220000,,,,,,,,,302/05836,0,0,,0005836,,,
0005836,019,L,104,1669.2,0,65091.01,I,005,P,03,P,,,980,32220000,,,,,,,,,302/05836,0,0,,0005836,,,
0005860,001,A,168,75533.327,0,75362.05,G,005,P,02,U,,,910,32210000,,,,,,,,,301/00000,0,0,,0005860,,,
0005860,019,L,215,3450.75,0,75362.05,I,005,P,02,U,,,910,32210000,,,,,,,,,301/00000,0,0,,0005860,,,
0005860,002,G,47,29583.887,0,75362.05,K,005,P,02,U,,,910,32210000,,,,,,,,,301/00000,0,0,,0005860,,,
0005860,008,E,110,11000,0,75362.05,K,005,P,02,U,,,910,32210000,,,,,,,,,301/00000,0,0,,0005860,,,
0005861,001,A,56,24886.629,0,78215.12,G,004,P,06,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005861,,,
0005861,012,C,112,35794.772,0,78215.12,G,004,P,06,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005861,,,
0005861,019,L,56,898.8,0,78215.12,I,004,P,06,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005861,,,
0005862,001,A,168,82830.033,0,86774.32,G,005,P,04,U,,,992,32120000,,,,,,,,,602/00000,0,0,,0005862,,,
0005862,019,L,312,5007.6,0,86774.32,I,005,P,04,U,,,992,32120000,,,,,,,,,602/00000,0,0,,0005862,,,
0005862,002,G,144,99396.039,0,86774.32,K,005,P,04,U,,,992,32120000,,,,,,,,,602/00000,0,0,,0005862,,,
0005865,001,A,168,71936.502,0,75362.05,G,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005865,,,
0005865,019,L,202,3242.1,0,75362.05,I,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005865,,,
0005865,002,G,34,20382.009,0,75362.05,K,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005865,,,
0005865,007,E,20,1400,0,75362.05,K,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005865,,,
0005865,008,E,80,8000,0,75362.05,K,005,P,02,U,,,930,32210000,,,,,,,,,301/00000,0,0,,0005865,,,
0005866,001,A,161,68939.148,0,75362.05,G,005,P,06,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005866,,,
0005866,019,L,238,3819.9,0,75362.05,I,005,P,06,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005866,,,
0005866,002,G,77,46159.256,0,75362.05,K,005,P,06,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005866,,,
0005866,017,O,7,0,0,75362.05,K,005,P,06,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005866,,,
0005869,001,A,96,50443.887,0,92480.46,G,005,P,03,P,,,930,32250000,,,,,,,,,404/05869,0,0,,0005869,,,
0005869,009,O,72,39303.098,0,92480.46,G,005,P,03,P,,,930,32250000,,,,,,,,,404/05869,0,0,,0005869,,,
0005869,019,L,134,2150.7,0,92480.46,I,005,P,03,P,,,930,32250000,,,,,,,,,404/05869,0,0,,0005869,,,
0005869,002,G,38,27954.321,0,92480.46,K,005,P,03,P,,,930,32250000,,,,,,,,,404/05869,0,0,,0005869,,,
0005875,009,O,80,28370.865,0,65091.01,G,005,P,06,R,,,910,31300000,,,,,,,,,603/00000,0,0,,0005875,,,
0005875,014,O,0,0,88,65091.01,G,005,P,06,R,,,910,31300000,,,,,,,,,603/00000,0,0,,0005875,,,
0005887,001,A,168,75533.327,0,75362.05,G,005,P,02,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005887,,,
0005887,019,L,189,3033.45,0,75362.05,I,005,P,02,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005887,,,
0005887,002,G,21,13218.332,0,75362.05,K,005,P,02,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005887,,,
0005887,007,E,20,1400,0,75362.05,K,005,P,02,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005887,,,
0005887,008,E,90,9000,0,75362.05,K,005,P,02,U,,,997,32210000,,,,,,,,,301/00000,0,0,,0005887,,,
0005890,001,A,168,95085.251,0,99613.12,G,005,P,03,P,,,997,32320000,,,,,,,,,202/05890,0,0,,0005890,,,
0005890,019,L,216,3466.8,0,99613.12,I,005,P,03,P,,,997,32320000,,,,,,,,,202/05890,0,0,,0005890,,,
0005890,002,G,48,38034.1,0,99613.12,K,005,P,03,P,,,997,32320000,,,,,,,,,202/05890,0,0,,0005890,,,
0005891,001,A,168,91260.861,0,91053.92,G,005,P,03,P,,,910,32250000,,,,,,,,,305/05891,0,0,,0005891,,,
0005891,019,L,223,3579.15,0,91053.92,I,005,P,03,P,,,910,32250000,,,,,,,,,305/05891,0,0,,0005891,,,
0005891,002,G,55,41827.894,0,91053.92,K,005,P,03,P,,,910,32250000,,,,,,,,,305/05891,0,0,,0005891,,,
0005896,001,A,168,82682.208,0,82494.72,G,005,P,03,P,,,992,32210000,,,,,,,,,303/05896,0,0,,0005896,,,
0005896,019,L,222,3563.1,0,82494.72,I,005,P,03,P,,,992,32210000,,,,,,,,,303/05896,0,0,,0005896,,,
0005896,002,G,54,37206.994,0,82494.72,K,005,P,03,P,,,992,32210000,,,,,,,,,303/05896,0,0,,0005896,,,
0005898,001,A,167,87751.346,0,92480.46,G,005,P,06,P,,,930,32120000,,,,,,,,,602/05898,0,0,,0005898,,,
0005898,019,L,190,3049.5,0,92480.46,I,005,P,06,P,,,930,32120000,,,,,,,,,602/05898,0,0,,0005898,,,
0005898,002,G,23,16919.721,0,92480.46,K,005,P,06,P,,,930,32120000,,,,,,,,,602/05898,0,0,,0005898,,,
0005898,004,B,40,5464.754,0,92480.46,K,005,P,06,P,,,930,32120000,,,,,,,,,602/05898,0,0,,0005898,,,
0005898,017,O,1,0,0,92480.46,K,005,P,06,P,,,930,32120000,,,,,,,,,602/05898,0,0,,0005898,,,
0005901,001,A,165,85363.05,0,91053.92,G,005,P,03,P,,,910,32240000,,,,,,,,,304/05901,0,0,,0005901,,,
0005901,019,L,189,3033.45,0,91053.92,I,005,P,03,P,,,910,32240000,,,,,,,,,304/05901,0,0,,0005901,,,
0005901,002,G,24,17383.021,0,91053.92,K,005,P,03,P,,,910,32240000,,,,,,,,,304/05901,0,0,,0005901,,,
0005901,007,E,30,2100,0,91053.92,K,005,P,03,P,,,910,32240000,,,,,,,,,304/05901,0,0,,0005901,,,
0005901,017,O,3,0,0,91053.92,K,005,P,03,P,,,910,32240000,,,,,,,,,304/05901,0,0,,0005901,,,
0005910,001,A,166,72425.602,0,76788.59,G,005,P,03,P,,,997,32220000,,,,,,,,,302/05910,0,0,,0005910,,,
0005910,019,L,210,3370.5,0,76788.59,I,005,P,03,P,,,997,32220000,,,,,,,,,302/05910,0,0,,0005910,,,
0005910,002,G,44,26876.007,0,76788.59,K,005,P,03,P,,,997,32220000,,,,,,,,,302/05910,0,0,,0005910,,,
0005910,007,E,30,2100,0,76788.59,K,005,P,03,P,,,997,32220000,,,,,,,,,302/05910,0,0,,0005910,,,
0005910,017,O,2,0,0,76788.59,K,005,P,03,P,,,997,32220000,,,,,,,,,302/05910,0,0,,0005910,,,
0005913,001,A,168,144106.133,0,150968.33,G,006,P,08,R,,,991,32320000,,,,,,,,,202/00000,0,0,,0005913,,,
0005913,019,L,206,3306.3,0,150968.33,I,006,P,08,R,,,991,32320000,,,,,,,,,202/00000,0,0,,0005913,,,
0005913,002,G,38,45633.609,0,150968.33,K,006,P,08,R,,,991,32320000,,,,,,,,,202/00000,0,0,,0005913,,,
0005919,001,A,168,62404.669,0,65376.32,G,005,P,02,U,,,910,32210000,,,,,,,,,301/00000,0,0,,0005919,,,
0005919,019,L,232,3723.6,0,65376.32,I,005,P,02,U,,,910,32210000,,,,,,,,,301/00000,0,0,,0005919,,,
0005919,002,G,64,33282.49,0,65376.32,K,005,P,02,U,,,910,32210000,,,,,,,,,301/00000,0,0,,0005919,,,
0005920,001,A,166,85880.402,0,91053.92,G,005,P,03,P,,,992,32260000,,,,,,,,,306/05920,0,0,,0005920,,,
0005920,019,L,204,3274.2,0,91053.92,I,005,P,03,P,,,992,32260000,,,,,,,,,306/05920,0,0,,0005920,,,
0005920,002,G,38,27523.117,0,91053.92,K,005,P,03,P,,,992,32260000,,,,,,,,,306/05920,0,0,,0005920,,,
0005920,017,O,2,0,0,91053.92,K,005,P,03,P,,,992,32260000,,,,,,,,,306/05920,0,0,,0005920,,,
0005922,001,A,168,94120.415,0,93906.99,G,005,P,03,P,,,930,32320000,,,,,,,,,202/05922,0,0,,0005922,,,
0005922,019,L,203,3258.15,0,93906.99,I,005,P,03,P,,,930,32320000,,,,,,,,,202/05922,0,0,,0005922,,,
0005922,002,G,35,27451.788,0,93906.99,K,005,P,03,P,,,930,32320000,,,,,,,,,202/05922,0,0,,0005922,,,
0005924,001,A,168,114137.275,0,113878.46,G,005,P,03,P,,,992,32220000,,,,,,,,,403/05924,0,0,,0005924,,,
0005924,019,L,193,3097.65,0,113878.46,I,005,P,03,P,,,992,32220000,,,,,,,,,403/05924,0,0,,0005924,,,
0005924,002,G,25,23778.599,0,113878.46,K,005,P,03,P,,,992,32220000,,,,,,,,,403/05924,0,0,,0005924,,,
0005924,007,E,30,2100,0,113878.46,K,005,P,03,P,,,992,32220000,,,,,,,,,403/05924,0,0,,0005924,,,
0005932,001,A,164,95479.859,0,102466.19,G,005,P,03,P,,,992,32230000,,,,,,,,,303/05932,0,0,,0005932,,,
