"MBRD,C,7","RBVP,C,3","SLOV,C,1","SATI,N,6,2","IZNO,N,14,3","PERC,N,14,4","KOEF,N,12,3","POK2,C,1","RBRM,C,3","KESC,C,1","RBPS,C,2","P_R,C,1","RBMZ,C,4","RBOP,C,4","RBIM,C,3","RBTC,C,8","SIFK,C,5","SALD,N,10,2","STSALD,N,12,2","RATB,N,12,2","RATP,N,12,2","NEAK,N,12,3","REC,N,1,0","RBZA,C,1","GRAD,C,10","KPREB,N,5,3","LPREB,N,5,3","PART,C,30","HKMB,C,7","MRBTC,C,8","POROSL,N,10,2","NAZI,C,20"
0004583,050,U,,10318.328,0,96760.06,K,005,R,06,R,,,997,31200000,,,,,,,,,,,,,0001843,,25000,
0004583,093,V,,150,,96760.06,G,005,R,06,R,,,997,31200000,001,86900,87050,,150,,,,,,,0706967766526,0001843,,,
0004583,093,V,,3000,,96760.06,G,005,R,06,R,,,997,31200000,010,0,3000,,3000,,,,,,,10,0001843,,,
0004586,053,P,,19398.547,,103892.72,K,005,R,03,P,,,980,32250000,,,,,,,,,,,,,0001844,,,
0004586,054,P,,7135.894,,103892.72,K,005,R,03,P,,,980,32250000,,,,,,,,,,,,,0001844,,,
0004586,055,P,,1039.208,,103892.72,K,005,R,03,P,,,980,32250000,,,,,,,,,,,,,0001844,,,
0004586,050,U,,11356.105,0,103892.72,K,005,R,03,P,,,980,32250000,,,,,,,,,,,,,0001844,,25000,
0004586,093,V,,150,,103892.72,G,005,R,03,P,,,980,32250000,001,86900,87050,,150,,,,,,,1905965761019,0001844,,,
0004594,053,P,,17410.406,,111025.39,K,005,R,03,P,,,930,32320000,,,,,,,,,,,,,0001845,,,
0004594,054,P,,6404.542,,111025.39,K,005,R,03,P,,,930,32320000,,,,,,,,,,,,,0001845,,,
0004594,055,P,,932.7,,111025.39,K,005,R,03,P,,,930,32320000,,,,,,,,,,,,,0001845,,,
0004594,050,U,,9936.004,0,111025.39,K,005,R,03,P,,,930,32320000,,,,,,,,,,,,,0001845,,25000,
0004594,093,V,,150,,111025.39,G,005,R,03,P,,,930,32320000,001,88100,88250,,150,,,,,,,2606964761526,0001845,,,
0004611,053,P,,18239.502,,68229.39,K,005,R,03,P,,,910,32120000,,,,,,,,,,,,,0001848,,,
0004611,054,P,,6709.531,,68229.39,K,005,R,03,P,,,910,32120000,,,,,,,,,,,,,0001848,,,
0004611,055,P,,977.116,,68229.39,K,005,R,03,P,,,910,32120000,,,,,,,,,,,,,0001848,,,
0004611,050,U,,10528.216,0,68229.39,K,005,R,03,P,,,910,32120000,,,,,,,,,,,,,0001848,,25000,
0004611,093,V,,150,,68229.39,G,005,R,03,P,,,910,32120000,001,87200,87350,,150,,,,,,,2511965761022,0001848,,,
0004611,093,V,,1451.8,,68229.39,G,005,R,03,P,,,910,32120000,012,0,1451.8,,1451.8,,,,,,,1,0001848,,,
0004611,093,V,,1970,,68229.39,G,005,R,03,P,,,910,32120000,012,1968.13,3938.13,,1970,,,,,,,2,0001848,,,
0004611,093,V,,1000,,68229.39,G,005,R,03,P,,,910,32120000,061,5739,6739,,1000,,,,,,,03,0001848,,,
0004611,093,V,,1500,,68229.39,G,005,R,03,P,,,910,32120000,177,0,1500,,1500,,,,,,,3,0001848,,,
0004618,053,P,,11572.207,,65091.01,K,005,R,03,P,,,910,32260000,,,,,,,,,,,,,0001850,,,
0004618,054,P,,4256.919,,65091.01,K,005,R,03,P,,,910,32260000,,,,,,,,,,,,,0001850,,,
0004618,055,P,,619.94,,65091.01,K,005,R,03,P,,,910,32260000,,,,,,,,,,,,,0001850,,,
0004618,050,U,,5765.862,0,65091.01,K,005,R,03,P,,,910,32260000,,,,,,,,,,,,,0001850,,25000,
0004618,093,V,,150,,65091.01,G,005,R,03,P,,,910,32260000,001,87000,87150,,150,,,,,,,2208965761020,0001850,,,
0004623,053,P,,23108.233,,125290.73,K,005,R,07,R,,,930,31200000,,,,,,,,,,,,,0001852,,,
0004623,054,P,,8500.529,,125290.73,K,005,R,07,R,,,930,31200000,,,,,,,,,,,,,0001852,,,
0004623,055,P,,1237.941,,125290.73,K,005,R,07,R,,,930,31200000,,,,,,,,,,,,,0001852,,,
0004623,050,U,,14005.881,0,125290.73,K,005,R,07,R,,,930,31200000,,,,,,,,,,,,,0001852,,25000,
0004623,093,V,,150,,125290.73,G,005,R,07,R,,,930,31200000,001,86900,87050,,150,,,,,,,0302963766528,0001852,,,
0004634,053,P,,12124.076,,78215.12,K,005,R,06,R,,,930,42000000,,,,,,,,,,,,,0001855,,,
0004634,054,P,,4459.928,,78215.12,K,005,R,06,R,,,930,42000000,,,,,,,,,,,,,0001855,,,
0004634,055,P,,649.504,,78215.12,K,005,R,06,R,,,930,42000000,,,,,,,,,,,,,0001855,,,
0004634,050,U,,6160.054,0,78215.12,K,005,R,06,R,,,930,42000000,,,,,,,,,,,,,0001855,,25000,
0004634,093,V,,150,,78215.12,G,005,R,06,R,,,930,42000000,001,86900,87050,,150,,,,,,,3004961761030,0001855,,,
0004634,093,V,,2250,,78215.12,G,005,R,06,R,,,930,42000000,010,0,2250,,2250,,,,,,,10,0001855,,,
0004638,053,P,,10145.097,,68229.39,K,005,R,02,U,,,910,32210000,,,,,,,,,,,,,0001857,,,
0004638,054,P,,3731.946,,68229.39,K,005,R,02,U,,,910,32210000,,,,,,,,,,,,,0001857,,,
0004638,055,P,,543.487,,68229.39,K,005,R,02,U,,,910,32210000,,,,,,,,,,,,,0001857,,,
0004638,050,U,,4746.498,0,68229.39,K,005,R,02,U,,,910,32210000,,,,,,,,,,,,,0001857,,25000,
0004638,093,V,,150,,68229.39,G,005,R,02,U,,,910,32210000,001,86900,87050,,150,,,,,,,3101966761026,0001857,,,
0004638,093,V,,468,,68229.39,G,005,R,02,U,,,910,32210000,047,4212,4680,,468,,,,,,,3,0001857,,,
0004657,053,P,,11282.578,,71082.45,K,005,R,06,R,,,930,23100000,,,,,,,,,,,,,0002193,,,
0004657,054,P,,4150.377,,71082.45,K,005,R,06,R,,,930,23100000,,,,,,,,,,,,,0002193,,,
0004657,055,P,,604.424,,71082.45,K,005,R,06,R,,,930,23100000,,,,,,,,,,,,,0002193,,,
0004657,050,U,,5558.984,0,71082.45,K,005,R,06,R,,,930,23100000,,,,,,,,,,,,,0002193,,25000,
0004657,093,V,,150,,71082.45,G,005,R,06,R,,,930,23100000,001,89000,89150,,150,,,,,,,2009962766018,0002193,,,
0004657,093,V,,1426.25,,71082.45,G,005,R,06,R,,,930,23100000,038,1426.22,2852.47,,1426.25,,,,,,,05,0002193,,,
0004657,093,V,,1071,,71082.45,G,005,R,06,R,,,930,23100000,038,7492.88,8563.88,,1071,,,,,,,2,0002193,,,
0004657,093,V,,2156,,71082.45,G,005,R,06,R,,,930,23100000,043,0,2156,,2156,,,,,,,11,0002193,,,
0004657,093,V,,1403.2,,71082.45,G,005,R,06,R,,,930,23100000,124,0,1403.2,,1403.2,,,,,,,4,0002193,,,
0004663,053,P,,15845.193,,82494.72,K,005,R,03,P,,,992,32340000,,,,,,,,,,,,,0001863,,,
0004663,054,P,,5828.767,,82494.72,K,005,R,03,P,,,992,32340000,,,,,,,,,,,,,0001863,,,
0004663,055,P,,848.85,,82494.72,K,005,R,03,P,,,992,32340000,,,,,,,,,,,,,0001863,,,
0004663,050,U,,8817.995,0,82494.72,K,005,R,03,P,,,992,32340000,,,,,,,,,,,,,0001863,,25000,
0004663,093,V,,1,,82494.72,G,005,R,03,P,,,992,32340000,005,0,1,,1,,,,,,,11,0001863,,,
0004663,093,V,,4382,,82494.72,G,005,R,03,P,,,992,32340000,037,4380,8762,,4382,,,,,,,2,0001863,,,
0004663,093,V,,2078,,82494.72,G,005,R,03,P,,,992,32340000,124,2078,4156,,2078,,,,,,,8,0001863,,,
0004668,053,P,,10036.025,,65091.01,K,005,R,06,R,,,991,32310000,,,,,,,,,,,,,0001865,,,
0004668,054,P,,3691.823,,65091.01,K,005,R,06,R,,,991,32310000,,,,,,,,,,,,,0001865,,,
0004668,055,P,,537.644,,65091.01,K,005,R,06,R,,,991,32310000,,,,,,,,,,,,,0001865,,,
0004668,050,U,,4668.589,0,65091.01,K,005,R,06,R,,,991,32310000,,,,,,,,,,,,,0001865,,25000,
0004668,093,V,,150,,65091.01,G,005,R,06,R,,,991,32310000,001,91900,92050,,150,,,,,,,1001968766015,0001865,,,
0004668,093,V,,0,,65091.01,G,005,R,06,R,,,991,32310000,005,10294,10294,,0,,,,,,,1,0001865,,,
0004668,093,V,,7500,,65091.01,G,005,R,06,R,,,991,32310000,005,5431,12931,,7500,,,,,,,2,0001865,,,
0004668,093,V,,3340.79,,65091.01,G,005,R,06,R,,,991,32310000,012,0,3340.79,,3340.79,,,,,,,1,0001865,,,
0004668,093,V,,2618,,65091.01,G,005,R,06,R,,,991,32310000,022,5234,7852,,2618,,,,,,,2,0001865,,,
0004668,093,V,,15070.61,,65091.01,G,005,R,06,R,,,991,32310000,039,994660.26,1009730.87,,15070.61,,,,,,,0049034434653,0001865,,,
0004668,093,V,,1000,,65091.01,G,005,R,06,R,,,991,32310000,124,1904.13,2904.13,,1000,,,,,,,8,0001865,,,
0004669,053,P,,12619.965,,76788.59,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0001866,,,
0004669,054,P,,4642.344,,76788.59,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0001866,,,
0004669,055,P,,676.07,,76788.59,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0001866,,,
0004669,050,U,,6514.261,0,76788.59,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0001866,,25000,
0004669,093,V,,150,,76788.59,G,005,R,03,P,,,930,32250000,001,86900,87050,,150,,,,,,,2708965761012,0001866,,,
0004669,093,V,,2048,,76788.59,G,005,R,03,P,,,930,32250000,061,8192,10240,,2048,,,,,,,10,0001866,,,
0004669,093,V,,4500,,76788.59,G,005,R,03,P,,,930,32250000,177,0,4500,,4500,,,,,,,3,0001866,,,
0004677,053,P,,12790.106,,76788.59,K,005,R,03,P,,,930,32260000,,,,,,,,,,,,,0001867,,,
0004677,054,P,,4704.932,,76788.59,K,005,R,03,P,,,930,32260000,,,,,,,,,,,,,0001867,,,
0004677,055,P,,685.184,,76788.59,K,005,R,03,P,,,930,32260000,,,,,,,,,,,,,0001867,,,
0004677,050,U,,6635.79,0,76788.59,K,005,R,03,P,,,930,32260000,,,,,,,,,,,,,0001867,,25000,
0004683,053,P,,20825.003,,103892.72,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0001870,,,
0004683,054,P,,7660.626,,103892.72,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0001870,,,
0004683,055,P,,1115.625,,103892.72,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0001870,,,
0004683,050,U,,12375.002,0,103892.72,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0001870,,25000,
0004693,053,P,,17896.833,,102466.19,K,005,R,03,P,,,930,32220000,,,,,,,,,,,,,0001873,,,
0004693,054,P,,6583.478,,102466.19,K,005,R,03,P,,,930,32220000,,,,,,,,,,,,,0001873,,,
0004693,055,P,,958.759,,102466.19,K,005,R,03,P,,,930,32220000,,,,,,,,,,,,,0001873,,,
0004693,050,U,,10283.452,0,102466.19,K,005,R,03,P,,,930,32220000,,,,,,,,,,,,,0001873,,25000,
0004693,093,V,,150,,102466.19,G,005,R,03,P,,,930,32220000,001,86900,87050,,150,,,,,,,1604966761020,0001873,,,
0004694,053,P,,9648.09,,72508.99,K,009,R,03,U,,,930,33100000,,,,,,,,,,,,,0001874,,,
0004694,054,P,,3549.119,,72508.99,K,009,R,03,U,,,930,33100000,,,,,,,,,,,,,0001874,,,
0004694,055,P,,516.862,,72508.99,K,009,R,03,U,,,930,33100000,,,,,,,,,,,,,0001874,,,
0004694,050,U,,4703.993,0,72508.99,K,009,R,03,U,,,930,33100000,,,,,,,,,,,,,0001874,,21875,
0004694,093,V,,150,,72508.99,G,009,R,03,U,,,930,33100000,001,86900,87050,,150,,,,,,,0911966761531,0001874,,,
0004695,053,P,,13033.385,,82494.72,K,004,R,04,U,,,910,32340000,,,,,,,,,,,,,0001875,,,
0004695,054,P,,4794.424,,82494.72,K,004,R,04,U,,,910,32340000,,,,,,,,,,,,,0001875,,,
0004695,055,P,,698.217,,82494.72,K,004,R,04,U,,,910,32340000,,,,,,,,,,,,,0001875,,,
0004695,050,U,,6809.561,0,82494.72,K,004,R,04,U,,,910,32340000,,,,,,,,,,,,,0001875,,25000,
0004695,093,V,,150,,82494.72,G,004,R,04,U,,,910,32340000,001,86900,87050,,150,,,,,,,1806966761030,0001875,,,
0004698,053,P,,21448.967,,118158.06,K,005,R,03,P,,,930,32320000,,,,,,,,,,,,,0001877,,,
0004698,054,P,,7890.156,,118158.06,K,005,R,03,P,,,930,32320000,,,,,,,,,,,,,0001877,,,
0004698,055,P,,1149.052,,118158.06,K,005,R,03,P,,,930,32320000,,,,,,,,,,,,,0001877,,,
0004698,050,U,,12820.691,0,118158.06,K,005,R,03,P,,,930,32320000,,,,,,,,,,,,,0001877,,25000,
0004698,093,V,,150,,118158.06,G,005,R,03,P,,,930,32320000,001,86900,87050,,150,,,,,,,1904966761024,0001877,,,
0004698,093,V,,1334,,118158.06,G,005,R,03,P,,,930,32320000,040,2664,3998,,1334,,,,,,,12,0001877,,,
0004698,093,V,,660,,118158.06,G,005,R,03,P,,,930,32320000,061,0,660,,660,,,,,,,10,0001877,,,
0004699,053,P,,18157.002,,82494.72,K,005,R,03,U,,,992,32340000,,,,,,,,,,,,,0001878,,,
0004699,054,P,,6679.183,,82494.72,K,005,R,03,U,,,992,32340000,,,,,,,,,,,,,0001878,,,
0004699,055,P,,972.697,,82494.72,K,005,R,03,U,,,992,32340000,,,,,,,,,,,,,0001878,,,
0004699,050,U,,10469.287,0,82494.72,K,005,R,03,U,,,992,32340000,,,,,,,,,,,,,0001878,,25000,
0004699,093,V,,150,,82494.72,G,005,R,03,U,,,992,32340000,001,86900,87050,,150,,,,,,,0707966761012,0001878,,,
0004701,053,P,,18357.588,,91053.92,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0001880,,,
0004701,054,P,,6752.97,,91053.92,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0001880,,,
0004701,055,P,,983.442,,91053.92,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0001880,,,
0004701,050,U,,10612.563,0,91053.92,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0001880,,25000,
0004701,093,V,,150,,91053.92,G,005,R,03,P,,,910,32250000,001,86900,87050,,150,,,,,,,2801965761012,0001880,,,
0004701,093,V,,10802,,91053.92,G,005,R,03,P,,,910,32250000,037,10802,21604,,10802,,,,,,,2,0001880,,,
0004701,093,V,,10187.75,,91053.92,G,005,R,03,P,,,910,32250000,093,207469.6,217657.35,,10187.75,,,,,,,12,0001880,,,
0004703,053,P,,16142.388,,82494.72,K,005,R,06,U,,,910,32340000,,,,,,,,,,,,,0001881,,,
0004703,054,P,,5938.093,,82494.72,K,005,R,06,U,,,910,32340000,,,,,,,,,,,,,0001881,,,
0004703,055,P,,864.771,,82494.72,K,005,R,06,U,,,910,32340000,,,,,,,,,,,,,0001881,,,
0004703,050,U,,9030.277,0,82494.72,K,005,R,06,U,,,910,32340000,,,,,,,,,,,,,0001881,,25000,
0004712,053,P,,14346.492,,91053.92,K,005,R,03,P,,,930,32230000,,,,,,,,,,,,,0002240,,,
0004712,054,P,,5277.459,,91053.92,K,005,R,03,P,,,930,32230000,,,,,,,,,,,,,0002240,,,
0004712,055,P,,768.562,,91053.92,K,005,R,03,P,,,930,32230000,,,,,,,,,,,,,0002240,,,
0004712,050,U,,7747.494,0,91053.92,K,005,R,03,P,,,930,32230000,,,,,,,,,,,,,0002240,,25000,
0004719,053,P,,10363.403,,65091.01,K,005,R,03,U,,,910,32400000,,,,,,,,,,,,,0002242,,,
0004719,054,P,,3812.252,,65091.01,K,005,R,03,U,,,910,32400000,,,,,,,,,,,,,0002242,,,
0004719,055,P,,555.182,,65091.01,K,005,R,03,U,,,910,32400000,,,,,,,,,,,,,0002242,,,
0004719,050,U,,4902.431,0,65091.01,K,005,R,03,U,,,910,32400000,,,,,,,,,,,,,0002242,,25000,
0004719,093,V,,17653.43,,65091.01,G,005,R,03,U,,,910,32400000,024,1345053.97,1362707.4,,17653.43,,,,,,,,0002242,,,
0004719,093,V,,2175,,65091.01,G,005,R,03,U,,,910,32400000,033,0,2175,,2175,,,,,,,12,0002242,,,
0004721,053,P,,25916.743,,91053.92,K,005,R,03,P,,,920,32320000,,,,,,,,,,,,,0002244,,,
0004721,054,P,,9533.659,,91053.92,K,005,R,03,P,,,920,32320000,,,,,,,,,,,,,0002244,,,
0004721,055,P,,1388.397,,91053.92,K,005,R,03,P,,,920,32320000,,,,,,,,,,,,,0002244,,,
0004721,050,U,,16011.959,0,91053.92,K,005,R,03,P,,,920,32320000,,,,,,,,,,,,,0002244,,25000,
0004721,093,V,,150,,91053.92,G,005,R,03,P,,,920,32320000,001,91700,91850,,150,,,,,,,0912966761015,0002244,,,
0004722,053,P,,13925.598,,71082.45,K,005,R,03,U,,,991,32400000,,,,,,,,,,,,,0002245,,,
0004722,054,P,,5122.631,,71082.45,K,005,R,03,U,,,991,32400000,,,,,,,,,,,,,0002245,,,
0004722,055,P,,746.014,,71082.45,K,005,R,03,U,,,991,32400000,,,,,,,,,,,,,0002245,,,
0004722,050,U,,7446.856,0,71082.45,K,005,R,03,U,,,991,32400000,,,,,,,,,,,,,0002245,,25000,
0004722,093,V,,150,,71082.45,G,005,R,03,U,,,991,32400000,001,91700,91850,,150,,,,,,,2509966761013,0002245,,,
0004723,053,P,,19222.489,,89627.39,K,004,R,03,U,,,997,32290000,,,,,,,,,,,,,0002246,,,
0004723,054,P,,7071.13,,89627.39,K,004,R,03,U,,,997,32290000,,,,,,,,,,,,,0002246,,,
0004723,055,P,,1029.776,,89627.39,K,004,R,03,U,,,997,32290000,,,,,,,,,,,,,0002246,,,
0004723,050,U,,11230.349,0,89627.39,K,004,R,03,U,,,997,32290000,,,,,,,,,,,,,0002246,,25000,
0004723,093,V,,150,,89627.39,G,004,R,03,U,,,997,32290000,001,86900,87050,,150,,,,,,,2110965761044,0002246,,,
0004723,093,V,,2906,,89627.39,G,004,R,03,U,,,997,32290000,047,26154,29060,,2906,,,,,,,3,0002246,,,
0004723,093,V,,1260.44,,89627.39,G,004,R,03,U,,,997,32290000,125,7562.64,8823.08,,1260.44,,,,,,,452108134097,0002246,,,
0004729,053,P,,15583.028,,88200.86,K,005,R,03,P,,,991,32330000,,,,,,,,,,,,,0002248,,,
0004729,054,P,,5732.328,,88200.86,K,005,R,03,P,,,991,32330000,,,,,,,,,,,,,0002248,,,
0004729,055,P,,834.805,,88200.86,K,005,R,03,P,,,991,32330000,,,,,,,,,,,,,0002248,,,
0004729,050,U,,8630.734,0,88200.86,K,005,R,03,P,,,991,32330000,,,,,,,,,,,,,0002248,,25000,
0004729,093,V,,150,,88200.86,G,005,R,03,P,,,991,32330000,001,86900,87050,,150,,,,,,,1705966761013,0002248,,,
0004729,093,V,,36882.01,,88200.86,G,005,R,03,P,,,991,32330000,039,2471094.67,2507976.68,,36882.01,,,,,,,0049034518741,0002248,,,
0004729,093,V,,1100,,88200.86,G,005,R,03,P,,,991,32330000,116,35828.05,36928.05,,1100,,,,,,,130035916,0002248,,,
0004729,093,V,,2600,,88200.86,G,005,R,03,P,,,991,32330000,116,522600,525200,,2600,,,,,,,200678645,0002248,,,
0004729,093,V,,2824,,88200.86,G,005,R,03,P,,,991,32330000,124,19759.3,22583.3,,2824,,,,,,,11,0002248,,,
0004730,053,P,,15913.582,,75362.05,K,005,R,03,U,,,930,32330000,,,,,,,,,,,,,0002249,,,
0004730,054,P,,5853.925,,75362.05,K,005,R,03,U,,,930,32330000,,,,,,,,,,,,,0002249,,,
0004730,055,P,,852.513,,75362.05,K,005,R,03,U,,,930,32330000,,,,,,,,,,,,,0002249,,,
0004730,050,U,,8866.844,0,75362.05,K,005,R,03,U,,,930,32330000,,,,,,,,,,,,,0002249,,25000,
0004730,093,V,,150,,75362.05,G,005,R,03,U,,,930,32330000,001,86900,87050,,150,,,,,,,0802966761511,0002249,,,
0004730,093,V,,3852.49,,75362.05,G,005,R,03,U,,,930,32330000,125,11557.47,15409.96,,3852.49,,,,,,,452110022105,0002249,,,
0004734,053,P,,11559.159,,65091.01,K,004,R,06,R,,,980,32210000,,,,,,,,,,,,,0002250,,,
0004734,054,P,,4252.119,,65091.01,K,004,R,06,R,,,980,32210000,,,,,,,,,,,,,0002250,,,
0004734,055,P,,619.241,,65091.01,K,004,R,06,R,,,980,32210000,,,,,,,,,,,,,0002250,,,
0004734,050,U,,5756.542,0,65091.01,K,004,R,06,R,,,980,32210000,,,,,,,,,,,,,0002250,,25000,
0004739,053,P,,11406.541,,68229.39,K,005,R,03,P,,,930,32310000,,,,,,,,,,,,,0001884,,,
0004739,054,P,,4195.977,,68229.39,K,005,R,03,P,,,930,32310000,,,,,,,,,,,,,0001884,,,
0004739,055,P,,611.065,,68229.39,K,005,R,03,P,,,930,32310000,,,,,,,,,,,,,0001884,,,
0004739,050,U,,5647.529,0,68229.39,K,005,R,03,P,,,930,32310000,,,,,,,,,,,,,0001884,,25000,
0004739,093,V,,150,,68229.39,G,005,R,03,P,,,930,32310000,001,86900,87050,,150,,,,,,,2208966761013,0001884,,,
0004743,053,P,,19763.584,,82494.72,K,005,R,03,U,,,920,32290000,,,,,,,,,,,,,0004743,,,
0004743,054,P,,7270.176,,82494.72,K,005,R,03,U,,,920,32290000,,,,,,,,,,,,,0004743,,,
0004743,055,P,,1058.763,,82494.72,K,005,R,03,U,,,920,32290000,,,,,,,,,,,,,0004743,,,
0004743,050,U,,11616.846,0,82494.72,K,005,R,03,U,,,920,32290000,,,,,,,,,,,,,0004743,,25000,
0004743,093,V,,150,,82494.72,G,005,R,03,U,,,920,32290000,001,86900,87050,,150,,,,,,,0103971761028,0004743,,,
0004759,053,P,,16732.058,,88200.86,K,005,R,03,P,,,991,32330000,,,,,,,,,,,,,0002273,,,
0004759,054,P,,6155.007,,88200.86,K,005,R,03,P,,,991,32330000,,,,,,,,,,,,,0002273,,,
0004759,055,P,,896.36,,88200.86,K,005,R,03,P,,,991,32330000,,,,,,,,,,,,,0002273,,,
0004759,050,U,,9451.47,0,88200.86,K,005,R,03,P,,,991,32330000,,,,,,,,,,,,,0002273,,25000,
0004759,093,V,,1836,,88200.86,G,005,R,03,P,,,991,32330000,038,9180.03,11016.03,,1836,,,,,,,9,0002273,,,
0004759,093,V,,1799,,88200.86,G,005,R,03,P,,,991,32330000,061,7196,8995,,1799,,,,,,,10,0002273,,,
0004759,093,V,,1732.01,,88200.86,G,005,R,03,P,,,991,32330000,125,1732.01,3464.02,,1732.01,,,,,,,452104878680,0002273,,,
0004763,053,P,,24307.931,,89627.39,K,004,R,04,U,,,910,32290000,,,,,,,,,,,,,0001890,,,
0004763,054,P,,8941.846,,89627.39,K,004,R,04,U,,,910,32290000,,,,,,,,,,,,,0001890,,,
0004763,055,P,,1302.211,,89627.39,K,004,R,04,U,,,910,32290000,,,,,,,,,,,,,0001890,,,
0004763,050,U,,14862.808,0,89627.39,K,004,R,04,U,,,910,32290000,,,,,,,,,,,,,0001890,,25000,
0004763,093,V,,150,,89627.39,G,004,R,04,U,,,910,32290000,001,87100,87250,,150,,,,,,,2905966761512,0001890,,,
0004763,093,V,,1458,,89627.39,G,004,R,04,U,,,910,32290000,124,14571,16029,,1458,,,,,,,2,0001890,,,
0004763,093,V,,2184.94,,89627.39,G,004,R,04,U,,,910,32290000,125,0,2184.94,,2184.94,,,,,,,452108410935,0001890,,,
0004769,053,P,,20506.661,,103892.72,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0002269,,,
0004769,054,P,,7543.522,,103892.72,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0002269,,,
0004769,055,P,,1098.571,,103892.72,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0002269,,,
0004769,050,U,,12147.615,0,103892.72,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0002269,,25000,
0004769,093,V,,150,,103892.72,G,005,R,03,P,,,910,32250000,001,86900,87050,,150,,,,,,,1803965761011,0002269,,,
0004769,093,V,,2770,,103892.72,G,005,R,03,P,,,910,32250000,033,8080,10850,,2770,,,,,,,1,0002269,,,
0004769,093,V,,0,,103892.72,G,005,R,03,P,,,910,32250000,070,58164.1,58164.1,,0,,,,,,,11-107-2024,0002269,,,
0004769,093,V,,0,,103892.72,G,005,R,03,P,,,910,32250000,097,29820,29820,,0,,,,,,,9,0002269,,,
0004770,053,P,,20386.32,,130996.86,K,005,R,08,R,,,930,21000000,,,,,,,,,,,,,0002268,,,
0004770,054,P,,7499.253,,130996.86,K,005,R,08,R,,,930,21000000,,,,,,,,,,,,,0002268,,,
0004770,055,P,,1092.124,,130996.86,K,005,R,08,R,,,930,21000000,,,,,,,,,,,,,0002268,,,
0004770,050,U,,12061.657,0,130996.86,K,005,R,08,R,,,930,21000000,,,,,,,,,,,,,0002268,,25000,
0004770,093,V,,3086.59,,130996.86,G,005,R,08,R,,,930,21000000,007,668183.31,671269.9,,3086.59,,,,,,,4833/02,0002268,,,
0004773,053,P,,20487.656,,102466.19,K,005,R,03,U,,,991,32320000,,,,,,,,,,,,,0002267,,,
0004773,054,P,,7536.531,,102466.19,K,005,R,03,U,,,991,32320000,,,,,,,,,,,,,0002267,,,
0004773,055,P,,1097.553,,102466.19,K,005,R,03,U,,,991,32320000,,,,,,,,,,,,,0002267,,,
0004773,050,U,,12134.04,0,102466.19,K,005,R,03,U,,,991,32320000,,,,,,,,,,,,,0002267,,25000,
0004773,093,V,,150,,102466.19,G,005,R,03,U,,,991,32320000,001,91700,91850,,150,,,,,,,2511967761038,0002267,,,
0004773,093,V,,1416,,102466.19,G,005,R,03,U,,,991,32320000,010,4,1420,,1416,,,,,,,10,0002267,,,
0004773,093,V,,2019,,102466.19,G,005,R,03,U,,,991,32320000,030,0,2019,,2019,,,,,,,3,0002267,,,
0004773,093,V,,2019,,102466.19,G,005,R,03,U,,,991,32320000,038,14124.05,16143.05,,2019,,,,,,,2,0002267,,,
0004791,053,P,,14434.116,,76788.59,K,005,R,06,R,,,920,23200000,,,,,,,,,,,,,0002264,,,
0004791,054,P,,5309.693,,76788.59,K,005,R,06,R,,,920,23200000,,,,,,,,,,,,,0002264,,,
0004791,055,P,,773.256,,76788.59,K,005,R,06,R,,,920,23200000,,,,,,,,,,,,,0002264,,,
0004791,050,U,,7810.083,0,76788.59,K,005,R,06,R,,,920,23200000,,,,,,,,,,,,,0002264,,25000,
0004791,093,V,,150,,76788.59,G,005,R,06,R,,,920,23200000,001,86900,87050,,150,,,,,,,1406962766013,0002264,,,
0004791,093,V,,1100,,76788.59,G,005,R,06,R,,,920,23200000,116,160600,161700,,1100,,,,,,,120691723,0002264,,,
0004836,053,P,,12790.602,,72508.99,K,005,R,03,R,,,980,32210000,,,,,,,,,,,,,0001893,,,
0004836,054,P,,4705.114,,72508.99,K,005,R,03,R,,,980,32210000,,,,,,,,,,,,,0001893,,,
0004836,055,P,,685.211,,72508.99,K,005,R,03,R,,,980,32210000,,,,,,,,,,,,,0001893,,,
0004836,050,U,,6636.144,0,72508.99,K,005,R,03,R,,,980,32210000,,,,,,,,,,,,,0001893,,25000,
0004836,093,V,,150,,72508.99,G,005,R,03,R,,,980,32210000,001,86900,87050,,150,,,,,,,1403967761010,0001893,,,
0004836,093,V,,1855,,72508.99,G,005,R,03,R,,,980,32210000,061,7420,9275,,1855,,,,,,,10,0001893,,,
