SM;SIFRA_Materijala;NAZIV;DIMENZIJA;KVALITET;STANDARD;JM;KONTO;POCST_Kolicina;POCST_Vrednost;ULAZKolicina;ULAZ_Vrednost;IZLAZKolicina;IZLAZ_Vrednost;STANJE_Kolicina;STANJE_Vrednost;CENA
41;322110047;USKOCNIK;105;;JUS M.C2.400;kom;101000;2;380;0;0;0;0;2;380;190
41;322110048;USKOCNIK;260;;JUS M.C2.400;kom;101000;8;22480;0;0;8;22480;0;0;0
41;322110050;USKOCNIK;115;;JUS M.C2.400;kom;101000;142;610.6;0;0;0;0;142;610.6;4.3
41;322110054;USKOCNIK;50;;JUS M.C2.400;kom;101000;9;74.41;0;0;0;0;9;74.41;8.27
41;322110055;USKOCNIK;90;;JUS M.C2.400;kom;101000;2;306.75;0;0;0;0;2;306.75;153.38
41;322110070;USKOCNIK;215;;JUS M.C2.400;kom;101000;4;8723.36;0;0;0;0;4;8723.36;2180.84
41;322110083;USKOCNIK;190;;JUS M.C2.400;kom;101000;8;6644.9;0;0;8;6644.9;0;0;0
41;322110094;USKOCNIK;112;;JUS M.C2.400;kom;101000;42;15330;0;0;0;0;42;15330;365
41;322120002;USKOCNIK;33;;JUS M.C2.401;kom;101000;4;357.33;0;0;0;0;4;357.33;89.33
41;322120003;USKOCNIK;30;;JUS M.C2.401;kom;101000;6;288;0;0;0;0;6;288;48
41;322120005;USKOCNIK;120;;JUS M.C2.401;kom;101000;3;1190.05;0;0;0;0;3;1190.05;396.68
41;322120009;USKOCNIK;200;;JUS M.C2.401;kom;101000;1;1710;0;0;0;0;1;1710;1710
41;322120010;USKOCNIK;25;;JUS M.C2.401;kom;101000;54;466.28;0;0;0;0;54;466.28;8.63
41;322120019;USKOCNIK;38;;JUS M.C2.401;kom;101000;16;53.8;0;0;0;0;16;53.8;3.36
41;322120020;USKOCNIK;52;;JUS M.C2.401;kom;101000;2;3.6;0;0;0;0;2;3.6;1.8
41;322120021;USKOCNIK;55;;JUS M.C2.401;kom;101000;2;170;0;0;0;0;2;170;85
41;322120022;USKOCNIK;62;;JUS M.C2.401;kom;101000;2;35.59;0;0;0;0;2;35.59;17.8
41;322120023;USKOCNIK;65;;JUS M.C2.401;kom;101000;1;114.93;0;0;0;0;1;114.93;114.93
41;322120024;USKOCNIK;75;;JUS M.C2.401;kom;101000;2;147.6;0;0;0;0;2;147.6;73.8
41;322120025;USKOCNIK;100;;JUS M.C2.401;kom;101000;6;1120.9;0;0;0;0;6;1120.9;186.82
41;322120029;USKOCNIK;110;;JUS M.C2.401;kom;101000;1;343.6;0;0;0;0;1;343.6;343.6
41;322120032;USKOCNIK;50;;JUS M.C2.401;kom;101000;8;447.08;0;0;1;55.89;7;391.19;55.88
41;322120033;USKOCNIK;20;;JUS M.C2.401;kom;101000;17;255.01;0;0;0;0;17;255.01;15
41;322120034;USKOCNIK;70;;JUS M.C2.401;kom;101000;6;889.77;0;0;0;0;6;889.77;148.3
41;322120040;USKOCNIK;80;;JUS M.C2.401;kom;101000;2;259.83;0;0;0;0;2;259.83;129.92
41;322120041;USKOCNIK;150;;JUS M.C2.401;kom;101000;1;522;0;0;0;0;1;522;522
41;322120045;USKOCNIK;68;;JUS M.C2.401;kom;101000;3;348;0;0;0;0;3;348;116
41;322120047;USKOCNIK;60;;JUS M.C2.401;kom;101000;5;269;0;0;0;0;5;269;53.8
41;322120069;USKOCNIK;220;;JUS M.C2.401;kom;101000;1;2758.28;0;0;0;0;1;2758.28;2758.28
41;322120071;USKOCNIK;190;;JUS M.C2.401;kom;101000;2;2208.91;0;0;0;0;2;2208.91;1104.46
41;322120072;USKOCNIK;35;;JUS M.C2.401;kom;101000;3;111.01;0;0;0;0;3;111.01;37
41;322120074;USKOCNIK;d 90;;JUS M.C2.401;kom;101000;10;1514.6;0;0;0;0;10;1514.6;151.46
41;322120087;USKOCNIK;72;;JUS M.C2.401;kom;101000;4;460;0;0;0;0;4;460;115
41;322120095;USKOCNIK;280;;JUS M.C2.401;kom;101000;8;27360;0;0;0;0;8;27360;3420
41;322200001;OSIGURAC MB;MB 6    30;;JUS M.B2.139;kom;101010;4;167.1;0;0;0;0;4;167.1;41.78
41;322200002;OSIGURAC MB;MB 9    45;;JUS M.B2.139;kom;101000;6;341.6;0;0;0;0;6;341.6;56.93
41;322200004;OSIGURAC MB;MB 16   80;;JUS M.B2.139;kom;101000;2;232.27;0;0;0;0;2;232.27;116.14
41;322200005;OSIGURAC MB;MB 10   50;;JUS M.B2.139;kom;101000;4;222.66;0;0;0;0;4;222.66;55.67
41;322200006;OSIGURAC MB;MB 18   90;;JUS M.B2.139;kom;101000;1;181.15;0;0;0;0;1;181.15;181.15
41;322200009;OSIGURAC MB;MB 5    25;;JUS M.B2.139;kom;101010;5;170.18;0;0;0;0;5;170.18;34.04
41;322200011;OSIGURAC MB;MB 27   135;;JUS M.B2.139;kom;101010;4;2011.36;0;0;0;0;4;2011.36;502.84
41;322200013;OSIGURAC MB;MB 17   85;;JUS M.B2.139;kom;101000;3;691.12;0;0;0;0;3;691.12;230.37
41;322200015;OSIGURAC MB;MB 7    35;;JUS M.B2.139;kom;101000;2;103.09;0;0;0;0;2;103.09;51.55
41;322200019;OSIGURAC MB;MB 13   65;;JUS M.B2.139;kom;101010;3;227.98;0;0;0;0;3;227.98;75.99
41;322200021;OSIGURAC MB;MB 15   75;;JUS M.B2.139;kom;101000;6;681.27;0;0;0;0;6;681.27;113.55
41;322200022;OSIGURAC MB;MB 20   100;;JUS M.B2.139;kom;101000;5;1290.62;0;0;0;0;5;1290.62;258.12
41;322200023;OSIGURAC MB;MB 25   125;;JUS M.B2.139;kom;101010;9;3320.94;0;0;0;0;9;3320.94;368.99
41;322200025;OSIGURAC MB;MB 28;;;kom;101010;13;7029.71;0;0;0;0;13;7029.71;540.75
41;322200026;OSIGURAC MB;MB 26   SKF;;;kom;101010;1;431.91;0;0;0;0;1;431.91;431.91
41;322200030;OSIGURAC MB;MB 34;;;kom;101010;5;6118.63;0;0;0;0;5;6118.63;1223.73
41;322200034;OSIGURAC MB;MB 21;;;kom;101000;8;2278.65;0;0;0;0;8;2278.65;284.83
41;322200041;OSIGURAC MB;MB 29;;;kom;101010;1;580.5;0;0;0;0;1;580.5;580.5
41;322300001;NAVRTKA KM;KM 8;;;kom;101010;9;2265.84;0;0;6;1510.56;3;755.28;251.76
41;322300005;NAVRTKA KM;KM  4      M20x1;;;kom;101000;54;2522.09;0;0;0;0;54;2522.09;46.71
41;322300006;NAVRTKA KM *;KM 5      M25x1.5;;JUS M.B1.710;kom;101010;4;662.81;0;0;0;0;4;662.81;165.7
41;322300008;NAVRTKA KM;KM 7      M35x1.5;;JUS M.B1.710;kom;101010;14;3346.61;0;0;0;0;14;3346.61;239.04
41;322300009;NAVRTKA KM;KM 10     M 50x1.5;;JUS M.B1.710;kom;101010;2;660.85;0;0;0;0;2;660.85;330.43
41;322300017;NAVRTKA KM;KM 24     M 120x2;;JUS M.B1.710;kom;101000;1;2570.49;0;0;0;0;1;2570.49;2570.49
41;322300019;NAVRTKA KM *;KM 27     M 135x2;;;kom;101000;55;82652.44;0;0;0;0;55;82652.44;1502.77
41;322300022;NAVRTKA KM;KM 28     M 140x2;;JUS M.B1.710;kom;101010;11;36026.21;0;0;0;0;11;36026.21;3275.11
41;322300024;NAVRTKA KM;KM 9      M 45x1.5;;JUS M.B1.710;kom;101000;2;667.68;0;0;0;0;2;667.68;333.84
41;322300026;NAVRTKA KM;KM 16     M 80x2;;;kom;101000;11;6695.17;0;0;7;4260.56;4;2434.61;608.65
41;322300027;NAVRTKA KM;KM 26   SKF;;;kom;101010;5;11993.25;0;0;0;0;5;11993.25;2398.65
41;322300028;NAVRTKA KM;KM 15 M75x2;;JUS M.B1.710;kom;101010;2;982.36;0;0;0;0;2;982.36;491.18
41;322300030;NAVRTKA KM;KM 13;;;kom;101010;4;1761.86;0;0;0;0;4;1761.86;440.47
41;322300031;NAVRTKA KM;KM 12;;JUS M.B1.710;kom;101000;6;2154.66;0;0;0;0;6;2154.66;359.11
41;322300035;NAVRTKA KM;KM 20     M100x2;;;kom;101000;6;8386.14;0;0;0;0;6;8386.14;1397.69
41;322300036;NAVRTKA KM;KM 10  (50x1.5);;;kom;101000;3;865.39;0;0;0;0;3;865.39;288.46
41;322300038;NAVRTKA KM *;KM 22     M 110x2;;;kom;101000;70;50845.55;0;0;0;0;70;50845.55;726.37
41;322300039;NAVRTKA KM;KM  4      M 20x1.5;;JUS M.B2.710;kom;101000;7;986.72;0;0;0;0;7;986.72;140.96
41;322300049;NAVRTKA KM;KM 12     M 60x2;;;kom;101000;255;70193.49;0;0;0;0;255;70193.49;275.27
41;322300055;NAVRTKA KM;KM 36;;;kom;101000;33;32656.87;0;0;0;0;33;32656.87;989.6
41;322300061;NAVRTKA KM;KM 14     M70x2;;;kom;101010;18;8824.16;0;0;2;980.46;16;7843.7;490.23
41;322300064;NAVRTKA KM;KM 31;;;kom;101010;1;3569.12;0;0;0;0;1;3569.12;3569.12
41;322300067;NAVRTKA KM;KM 21;;;kom;101000;1;1584.11;0;0;0;0;1;1584.11;1584.11
41;322300070;NAVRTKA KM;KM 40;;;kom;101000;1;6295.06;0;0;0;0;1;6295.06;6295.06
41;322300074;NAVRTKA;KM 29;;;kom;101010;7;23248.26;0;0;0;0;7;23248.26;3321.18
41;322300079;NAVRTKA KM;KM TA 11;;;kom;101000;20;50394.2;0;0;0;0;20;50394.2;2519.71
41;322500009;HILZNA;H-313   85/65x50;;JUS M.C3.541;kom;101000;1;1049.63;0;0;0;0;1;1049.63;1049.63
41;322500026;HILZNA;H-3140   SKF;;;kom;101010;1;14474.96;0;0;0;0;1;14474.96;14474.96
41;322500036;HILZNA;H-2340;;;kom;101010;4;90875.06;0;0;0;0;4;90875.06;22718.77
41;322500087;HILZNA;OH 2340 H;;;kom;101010;4;101525.51;0;0;0;0;4;101525.51;25381.38
41;341310023;"VENTIL OD 1""";NP 16;;;kom;101000;6;186;0;0;0;0;6;186;31
41;341600031;KOLENO SP.;20x20;;;kom;101000;2;233.33;0;0;0;0;2;233.33;116.67
41;341700049;POLUSPOJKA;"1/2""";;;kom;101000;3;545.83;0;0;0;0;3;545.83;181.94
41;342700001;NASTAVAK HID;B/2C;;;kom;101000;3;20406.43;0;0;0;0;3;20406.43;6802.14
41;342700002;T/KLJUC ZA H;;;;kom;101000;3;19290;0;0;0;0;3;19290;6430
41;361100251;OPRUGA;30055-08-03-02-04;;;kom;101000;2;985.22;0;0;0;0;2;985.22;492.61
41;361100254;OPRUGA;30056-02-02-01-05-04;;;kom;101000;2;640;0;0;0;0;2;640;320
41;361100270;OPRUGA;30056.18.01.12;;;kom;101000;1;2345;0;0;0;0;1;2345;2345
41;361100304;OPRUGA;30054-07-03-12;;;kom;101000;3;17127.65;0;0;0;0;3;17127.65;5709.22
41;361100305;OPRUGA DA;30063-04-01-05-15/R;;;kom;101000;2;840.56;0;0;0;0;2;840.56;420.28
41;361100309;OPRUGA;30063-04-01-06-03-05;;;kom;101000;2;560;0;0;0;0;2;560;280
41;361100327;OPRUGA;30055-09-09;;;kom;101000;4;1965.7;0;0;0;0;4;1965.7;491.43
41;361100354;OPRUGA;30078-11-05-10-09-01;;;kom;101000;1;810;0;0;0;0;1;810;810
41;361100446;OPRUGA;DKM-400-38;;;kom;101000;3;540;0;0;0;0;3;540;180
41;361100450;OPRUGA;DKM-400-23;;;kom;101000;3;150;0;0;0;0;3;150;50
41;361100463;OPRUGA;TKP 600-23;;;kom;101000;5;250;0;0;0;0;5;250;50
41;361100472;OPRUGA;DKM-400-39;;;kom;101000;2;7600;0;0;0;0;2;7600;3800
41;361100591;OPRUGA;23063-07-01-14-06;;;kom;101000;1;800;0;0;0;0;1;800;800
41;361100599;OPRUGA;23106-01-02-02-08-03-0;;;kom;101000;2;1600;0;0;0;0;2;1600;800
41;361100628;OPRUGA;23139-01-02-04-05-02-1;;;kom;101000;4;3200;0;0;0;0;4;3200;800
41;361100641;OPRUGA;30285.11-01-01-10-14-0;;;kom;101000;3;2200;0;0;0;0;3;2200;733.33
41;361100660;OPRUGA;30309-14-02-02-05;;;kom;101000;2;1840;0;0;0;0;2;1840;920
41;361100661;OPRUGA;3022 MB4.02.13;;;kom;101000;1;580;0;0;0;0;1;580;580
41;361100662;OPRUGA;3022 MB4.02.15;;;kom;101000;1;280;0;0;0;0;1;280;280
41;361300002;OPRUZNI PRST;"2833-77  ""B""   1,2/fi";;;kom;101000;6;656.66;0;0;0;0;6;656.66;109.44
41;361300021;PRSTEN OPRUZ;51021-44-039;;;kom;101000;1;250;0;0;0;0;1;250;250
41;361300022;PRSTEN;51021.44.040;;;kom;101000;1;500;0;0;0;0;1;500;500
41;361300043;OPRUZNA ZICA;fi 6x300;;;kom;101000;6;240;0;0;0;0;6;240;40
41;361300045;PRSTEN;fi 4xfi 31.5;;;kom;101000;2;200;0;0;0;0;2;200;100
41;362200009;CAURA ELASTI;A 101x117x70  TGL-100-;;;kom;101000;16;31868.43;0;0;0;0;16;31868.43;1991.78
41;362200015;CAURA;"102/118;70x8 crt.25115";;;kom;101010;12;21877.69;0;0;0;0;12;21877.69;1823.14
41;372100004;KASETE ZA PA;;;;kom;101000;54;23220;0;0;0;0;54;23220;430
41;373200310;OPRUGA POTIS;d=10 D=50 Lo=230 m=12.;;;kom;101000;3;7800;0;0;0;0;3;7800;2600
41;373300166;OBLOGA LAMEL;Co 2009  90x11x118/N T;;;kom;101000;2;1258;0;0;0;0;2;1258;629
41;393300038;ZASTITNIK;30064-01-ZA8;;;kom;101000;1;27250;0;0;0;0;1;27250;27250
41;393300989;ZASTITNIK;23138-02-11;;;kom;101000;2;54500;0;0;0;0;2;54500;27250
41;393300990;ZASTITNIK;23138-02-12;;;kom;101000;2;68900;0;0;0;0;2;68900;34450
41;393301028;ZASTITNIK;25133-106-07;;;kom;101000;4;12600;0;0;0;0;4;12600;3150
41;393301761;ZASTITNIK;30248-16-09;;;kom;101000;2;3150;0;0;0;0;2;3150;1575
41;393301782;ZASTITNIK;2181-06-00;;;kom;101000;24;655155.65;0;0;0;0;24;655155.65;27298.15
41;393301795;KUTIJA;23178-06-02-02-07;;;kom;101000;10;446700;0;0;0;0;10;446700;44670
41;393900511;PRSTEN ZA PO;30088-03-09-03-04;;;kom;101000;16;2048;0;0;0;0;16;2048;128
41;393900626;PRSTEN ZA PO;G 23370/71/72    185x1;;;kom;101000;62;8286.03;0;0;0;0;62;8286.03;133.65
41;393900955;PODLOSKA;TKP 600-19;;;kom;101000;8;2452.8;0;0;0;0;8;2452.8;306.6
41;393900997;LIM ZA MARKI;0.5x305x260;;;kom;101000;54;6588;0;0;0;0;54;6588;122
41;393901775;LIM;0.5x100x200;;;kom;101000;8;344;0;0;0;0;8;344;43
41;393901840;PODMETAC;25115-102-08;;;kom;101000;96;18443.16;0;0;0;0;96;18443.16;192.12
41;393902037;PRSTEN ZA PO;G 24424 ,5,6/S;;;kom;101000;12;2070.29;0;0;0;0;12;2070.29;172.52
41;393902053;PLOCICA ZA M;0.6x30x65;;;kom;101000;200;5000;0;0;0;0;200;5000;25
41;393922307;PRSTEN;20220-03-17;;;kom;101000;40;15400;0;0;0;0;40;15400;385
41;393922353;PODMETAC;65x120;;;KOM;101000;4;252;0;0;0;0;4;252;63
41;393922404;PODMETAC;23138-03-03-13R;;;kom;101000;10;2800;0;0;0;0;10;2800;280
41;393922413;PODMETAC;25135-103-06-11;;;kom;101000;12;2820;0;0;0;0;12;2820;235
41;393922437;PODMETAC;23166-01-12;;;kom;101000;80;25600;0;0;0;0;80;25600;320
41;393922456;PODMETAC;25135-102-02/3R;;;kom;101000;20;8640;0;0;0;0;20;8640;432
41;393922459;PODMETAC;25139-102-02-12;;;kom;101000;10;2560;0;0;0;0;10;2560;256
41;393922462;PODMETAC;25139-102-02-11;;;kom;101000;10;2160;0;0;0;0;10;2160;216
41;393922474;LIM;1.5x458x670;;;kom;101000;1;530;0;0;0;0;1;530;530
41;393922476;LIM;1.5x463x640;;;kom;101000;2;1060;0;0;0;0;2;1060;530
41;393922477;LIM;1.5x15x440;;;kom;101000;2;78;0;0;0;0;2;78;39
41;393922502;PODMETAC;25142-102-02-11;;;kom;101000;10;1430;0;0;0;0;10;1430;143
41;393922503;PODMETAC;25142-102-02-12;;;kom;101000;10;1740;0;0;0;0;10;1740;174
41;393922507;PODMETAC;25144-102-02-11;;;kom;101000;10;2700;0;0;0;0;10;2700;270
41;393922508;PODMETAC;25144-102-02-12;;;kom;101000;10;1280;0;0;0;0;10;1280;128
41;393922518;PODMETAC;25135-102-02-10;;;kom;101000;30;8880;0;0;0;0;30;8880;296
41;393922523;PODMETAC;25144-102-02-11R2;;;kom;101000;10;1800;0;0;0;0;10;1800;180
41;393922524;PODMETAC;25144-102-02-12R2;;;kom;101000;10;1400;0;0;0;0;10;1400;140
41;393922528;PODMETAC;23166-04-03-11;;;kom;101000;2;488.18;0;0;0;0;2;488.18;244.09
41;393922569;PODMETAC;288931-06-13;;;kom;101000;40;13520;0;0;0;0;40;13520;338
41;393922572;PODLOSKA SIG;30285-03-05-27;;;kom;101000;4;780;0;0;0;0;4;780;195
41;393922573;PODLOSKA SIG;30285-03-05-28;;;kom;101000;4;840;0;0;0;0;4;840;210
41;393922609;PODMETAC;30285-05-15;;;kom;101000;24;5856;0;0;0;0;24;5856;244
41;393922638;PODMETAC;22064-03-03-01-03-03;;;kom;101000;10;1460;0;0;0;0;10;1460;146
41;393922769;LIM ZA OSIGU;2505-17-07-03;;;kom;101000;16;752;0;0;0;0;16;752;47
41;393922772;PODMETAC;20252-03-03-01-03-02;;;kom;101000;4;560;0;0;0;0;4;560;140
41;393922777;PODMETAC;23162-03-05-15;;;kom;101000;20;3400;0;0;0;0;20;3400;170
41;393922856;PODMETAC;fi130/fi182;;;kom;101000;48;15936;0;0;0;0;48;15936;332
41;411100210;GUMA;30x190x10115;;;kom;101000;2;65180;0;0;0;0;2;65180;32590
41;411100293;GUMA U ROLNI;2x1000x2000;GUMA ULJNOOTPOR;;kg;101000;3;10080;0;0;0;0;3;10080;3360
41;411100300;GUMENI ULOZA;45x160x3300;;;kom;101000;2;34630;0;0;0;0;2;34630;17315
41;411100526;GUMA;60x415;;;kom;101000;167;39245;0;0;0;0;167;39245;235
41;411100527;GUMA;60x640;;;kom;101000;167;43086;0;0;0;0;167;43086;258
41;411100561;GUMA;2x320x320;;;kom;101000;2;630;0;0;0;0;2;630;315
41;411100585;GUMA;25x88x123  25148-101-0;;;kom;101000;6;15000;0;0;0;0;6;15000;2500
41;411100588;GUMA;25148-101-03-01-05-010;;;kom;101000;12;30000;0;0;0;0;12;30000;2500
41;411100631;GUMA TEHN.;3/1;;;kg;101000;18;6840;0;0;0;0;18;6840;380
41;411100632;PODMETAC GUM;30285-10-01-02-02;;;kom;101000;6;7920;0;0;0;0;6;7920;1320
41;411100708;GUMA;2202-02;;;kom;101000;12;33600;0;0;0;0;12;33600;2800
41;411100726;GUMA;25126-107-05-02-07;;;kom;101000;1;4160;0;0;0;0;1;4160;4160
41;411100728;GUMA;30x60x120;;;kom;101000;4;7600;0;0;0;0;4;7600;1900
41;413100005;SEMERING A;40x62x7;;A;kom;101000;37;1450.91;0;0;0;0;37;1450.91;39.21
41;413100015;SEMERING WA;75x100x10;;WA;kom;101000;46;13310.31;0;0;0;0;46;13310.31;289.35
41;413100016;SEMERING A;80x110x10;;A;kom;101000;1;1310;0;0;0;0;1;1310;1310
41;413100069;SEMERING WC;40x60x10;;WC;kom;101000;2;432.8;0;0;0;0;2;432.8;216.4
41;413100074;SEMERING WC;45x72x10;;C;kom;101000;9;1883.56;0;0;0;0;9;1883.56;209.28
41;413100078;SEMERING C;55x72x10;;C;kom;101000;33;8082.42;0;0;0;0;33;8082.42;244.92
41;413100103;SEMERING A;130x110x12;;A;kom;101000;7;1721.62;0;0;0;0;7;1721.62;245.95
41;413100126;SEMERING WA;170x200x15;;;kom;101000;6;8407.35;0;0;0;0;6;8407.35;1401.23
41;413100135;SEMERING WA;190x220x15;;WA;kom;101000;10;28202.58;0;0;0;0;10;28202.58;2820.26
41;413100198;SEMERING WA;110x140x13;;A;kom;101000;123;32580.35;0;0;0;0;123;32580.35;264.88
41;413100199;SEMERING WA;140x170x14;;A;kom;101000;1;663.48;0;0;0;0;1;663.48;663.48
41;413100224;SEMERING WC;90x120x12;;C;kom;101000;9;4358.97;0;0;0;0;9;4358.97;484.33
41;413100227;SEMERING WC;240x280x16;;C;kom;101000;6;21492;0;0;0;0;6;21492;3582
41;413100228;SEMERING WC,;280x310x16;;C;kom;101000;1;3620;0;0;0;0;1;3620;3620
41;413100274;SEMERING A;50x70x8;;A;kom;101000;27;74.25;0;0;0;0;27;74.25;2.75
41;413100291;SEMERING A;90x60x13;;A;kom;101000;79;331.8;0;0;0;0;79;331.8;4.2
41;413100293;SEMERING A;65x85x10;;A;kom;101000;136;10806.7;0;0;0;0;136;10806.7;79.46
41;413100334;SEMERING A;85x70x8;;A;kom;101000;48;171.36;0;0;0;0;48;171.36;3.57
41;413100862;SEMERING WA;160x200x15;;FKM;kom;101000;2;7168.89;0;0;0;0;2;7168.89;3584.45
41;413100867;SEMERING;290x330x16 HDS2R;;HDS2R;kom;101010;1;27089.86;0;0;0;0;1;27089.86;27089.86
41;413100874;SEMERING BAU;200x230x15;FKM;;kom;101000;1;7835;0;0;0;0;1;7835;7835
41;413100969;SEMERING WC;210x240x15;;WC;kom;101000;4;9499.53;0;0;0;0;4;9499.53;2374.88
41;413100996;SEMERING WA;80x105x10;;WA;kom;101000;1;264;0;0;0;0;1;264;264
41;413101030;SEMERING WA;140x165x12;FKM;WA;kom;101000;1;2613.34;0;0;0;0;1;2613.34;2613.34
41;413101045;SEMERING WAS;110x130x12;;;kom;101000;1;346;0;0;0;0;1;346;346
41;413101047;SEMERING WA;90x120x13;;;kom;101000;1;305;0;0;0;0;1;305;305
41;413101061;SEMERING WA;65x90x12;NBR;WA;kom;101000;1;197;0;0;0;0;1;197;197
41;413101096;SEMERING;150x180x15;;BAUMSLX;kom;101000;1;4700;0;0;0;0;1;4700;4700
41;413101097;SEMERING WA;130x160x15;;WA;kom;101000;3;8850;0;0;0;0;3;8850;2950
41;413101102;SEMERING WA;48x65x10;;;kom;101000;1;125;0;0;0;0;1;125;125
41;413101108;SEMERING WA;220x255x16;;;kom;101000;1;1705;0;0;0;0;1;1705;1705
41;413101143;SEMERING WAS;85x110x12;;;kom;101000;1;282;0;0;0;0;1;282;282
41;413101144;SEMERING WAS;160x190x16;;;kom;101000;1;854;0;0;0;0;1;854;854
41;413101174;SEMERING WA;155x180x12  FKM;;;kom;101000;8;24000;0;0;0;0;8;24000;3000
41;413101183;SEMERING WA;180x215x16;;WA;kom;101000;1;1108;0;0;0;0;1;1108;1108
41;413101184;SEMERING L2P;550x600x22;;LZP;kom;101000;2;37800;0;0;0;0;2;37800;18900
41;413101202;SEMERING WAS;120x140x12;;WAS;kom;101000;2;3920;0;0;0;0;2;3920;1960
41;413101203;SEMERING HMS;170x200x15;;HMS5 RG;kom;101010;2;1200.95;0;0;0;0;2;1200.95;600.48
41;413200211;MAZETNA TOP;110x70x15 (T110.1-1);;;kom;101000;6;9120;0;0;0;0;6;9120;1520
41;413300022;O PRSTEN;110.5x104,5x3;;;kom;101000;6;145.92;0;0;0;0;6;145.92;24.32
41;413300038;O PRSTEN;64.5x3;;;kom;101000;2;52;0;0;0;0;2;52;26
41;413300067;O PRSTEN;26x20x3;;;kom;101000;2;29.06;0;0;0;0;2;29.06;14.53
41;413300162;O PRSTEN;159.2x5.7;;;kom;101000;6;619.19;0;0;0;0;6;619.19;103.2
41;413300165;O PRSTEN;170x3;;;kom;101000;1;98.22;0;0;0;0;1;98.22;98.22
41;413300173;O PRSTEN;79.2x5.7;;;kom;101000;42;613.12;0;0;0;0;42;613.12;14.6
41;413300185;O PRSTEN;124,2x5,7;;;kom;101000;1;68.89;0;0;0;0;1;68.89;68.89
41;413300191;O PRSTEN;130X5;;;kom;101000;5;539.16;0;0;0;0;5;539.16;107.83
41;413300198;O PRSTEN;99.2x5.7;;;kom;101000;4;267.8;0;0;0;0;4;267.8;66.95
41;413300200;O PRSTEN;39.2x3;;;kom;101000;3;61.66;0;0;0;0;3;61.66;20.55
41;413300203;O PRSTEN;79.5x3;;;kom;101000;12;395.85;0;0;0;0;12;395.85;32.99
41;413300210;O PRSTEN;42x3;;;kom;101000;6;167.06;0;0;0;0;6;167.06;27.84
41;413300214;O PRSTEN;150x5;;;kom;101000;28;2434.91;0;0;0;0;28;2434.91;86.96
41;413300220;O PRSTEN;89.5x3;;;kom;101000;6;504.75;0;0;0;0;6;504.75;84.13
41;413300227;O PRSTEN;103x3.5;;;kom;101000;9;198;0;0;0;0;9;198;22
41;413300239;O PRSTEN;214.3x5.7;;;kom;101000;8;1511.08;0;0;0;0;8;1511.08;188.89
41;413300244;O PRSTEN;229.3x5.7;;;kom;101000;7;1787.65;0;0;0;0;7;1787.65;255.38
41;413300246;O PRSTEN;169.2x5.7;;;kom;101000;10;3150.3;0;0;0;0;10;3150.3;315.03
41;413300248;O PRSTEN;119,2x5,7;;;kom;101000;42;3611.92;0;0;0;0;42;3611.92;86
41;413300265;O PRSTEN;45x3;;;kom;101000;8;114.87;0;0;0;0;8;114.87;14.36
41;413300273;O PRSTEN;81.2x5.7;;;kom;101000;10;50.75;0;0;0;0;10;50.75;5.08
41;413300275;O PRSTEN;189.2x5.7;;;kom;101000;6;1170.02;0;0;0;0;6;1170.02;195
41;413300276;O PRSTEN;319.3x5.7;;;kom;101000;2;658;0;0;0;0;2;658;329
41;413300316;O PRSTEN;129.2x5.7;;;kom;101000;10;717.58;0;0;0;0;10;717.58;71.76
41;413300317;O PRSTEN;109.2x5.7;;;kom;101000;1;108.12;0;0;0;0;1;108.12;108.12
41;413300322;O PRSTEN;209.2x5.7;;;kom;101000;2;386;0;0;0;0;2;386;193
41;413300323;O PRSTEN;110x3;;;kom;101000;2;93.99;0;0;0;0;2;93.99;47
41;413300330;O PRSTEN;239.20x5.70    NBR70;;;kom;101000;1;252;0;0;0;0;1;252;252
41;413300332;V PRSTEN;V 350 L;;V;kom;101010;19;24490.97;0;0;0;0;19;24490.97;1289
41;413300334;O PRSTEN;144.5x3;;;kom;101000;11;946.82;0;0;0;0;11;946.82;86.07
41;413300340;V PRSTEN;V-110A;;V;kom;101000;4;700;0;0;0;0;4;700;175
41;413300342;O PRSTEN;64.2x5.7;;;kom;101000;1;38;0;0;0;0;1;38;38
41;413300354;O PRSTEN;69.5x3;;;kom;101000;1;28;0;0;0;0;1;28;28
41;413300355;O PRSTEN;56.2x3;;;kom;101000;47;6283.56;0;0;0;0;47;6283.56;133.69
41;413300471;O PRSTEN;219.3x5.7;;;kom;101000;13;2374.19;0;0;0;0;13;2374.19;182.63
41;413300524;O PRSTEN;90x3;;;kom;101000;4;151.66;0;0;0;0;4;151.66;37.92
41;413300530;V PRSTEN;247x277x25;V-275 A NBR;V;kom;101000;4;8188.52;0;0;0;0;4;8188.52;2047.13
41;413300541;O PRSTEN;510x4;;;kom;101000;2;1376.16;0;0;0;0;2;1376.16;688.08
41;413300572;O PRSTEN;204.2x5.7;;;kom;101000;6;1350.03;0;0;0;0;6;1350.03;225.01
41;413300627;O PRSTEN;120x5;;;kom;101000;3;227.79;0;0;0;0;3;227.79;75.93
41;413300631;O PRSTEN;269.2x5.7;;;kom;101000;2;390.28;0;0;0;0;2;390.28;195.14
41;413300642;V PRSTEN;V 160A;;V;kom;101000;2;536;0;0;0;0;2;536;268
41;413300684;O PRSTEN;249.2x5.7;;;kom;101000;4;1600.38;0;0;0;0;4;1600.38;400.1
